description,drugbank-id,name,reagent-id
Naftopidil may increase the antiplatelet activities of Relcovaptan.,DB12092,Relcovaptan,DB13929
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Tetrahydropalmatine.,DB12093,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Semapimod is combined with Pitolisant.,DB12094,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Amoxapine is combined with Abediterol.,DB12100,Amoxapine,DB00543
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Fulranumab.,DB12102,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Tarextumab.,DB12104,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Imagabalin can be decreased when used in combination with Yohimbine.,DB12105,Yohimbine,DB01392
Cyclophosphamide may increase the cardiotoxic activities of Taselisib.,DB12108,Cyclophosphamide,DB00531
The serum concentration of MK-212 can be decreased when it is combined with Orlistat.,DB12111,Orlistat,DB01083
Cyclophosphamide may increase the cardiotoxic activities of Zuretinol acetate.,DB12112,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Epigallocatechin Gallate.,DB12116,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Gevokizumab.,DB06062,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Namitecan.,DB12124,Cyclophosphamide,DB00531
The serum concentration of Methotrexate can be increased when it is combined with Sultamicillin.,DB12127,Methotrexate,DB00563
The risk or severity of hypotension can be increased when Racepinephrine is combined with Vinpocetine.,DB12131,Racepinephrine,DB11124
The serum concentration of Barnidipine can be increased when it is combined with Alisporivir.,DB12139,Barnidipine,DB09227
Cyclophosphamide may increase the cardiotoxic activities of Duligotuzumab.,DB12142,Cyclophosphamide,DB00531
The serum concentration of Zidovudine can be decreased when it is combined with S-3304.,DB12149,Zidovudine,DB00495
The therapeutic efficacy of Cordycepin can be increased when used in combination with Menthol.,DB12156,Menthol,DB00825
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Dupilumab.,DB12159,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of adverse effects can be increased when Bucillamine is combined with Pitolisant.,DB12160,Pitolisant,DB11642
The serum concentration of Deutetrabenazine can be increased when it is combined with Dasatinib.,DB12161,Dasatinib,DB01254
Tipranavir may increase the antiplatelet activities of Sarpogrelate.,DB12163,Tipranavir,DB00932
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Tralokinumab.,DB05556,Hepatitis B Vaccine (Recombinant),DB11627
Tipranavir may increase the antiplatelet activities of Eplivanserin.,DB12177,Tipranavir,DB00932
Secoisolariciresinol may increase the thrombogenic activities of Conestat alfa.,DB12179,Conestat alfa,DB09228
Dalcetrapib may increase the myelosuppressive activities of Lipegfilgrastim.,DB12181,Lipegfilgrastim,DB13200
Cyclophosphamide may increase the cardiotoxic activities of Binetrakin.,DB12182,Cyclophosphamide,DB00531
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Gepirone.,DB12184,Doxylamine,DB00366
Cyclophosphamide may increase the cardiotoxic activities of Exatecan.,DB12185,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Etrolizumab.,DB12189,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Atamestane.,DB12194,Corticorelin ovine triflutate,DB09067
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Ganitumab.,DB12205,Hepatitis B Vaccine (Recombinant),DB11627
Iron isomaltoside 1000 can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB12208,Technetium Tc-99m oxidronate,DB09139
Landiolol may increase the hypoglycemic activities of Metahexamide.,DB12212,Metahexamide,DB13675
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Etaracizumab.,DB12213,Hepatitis B Vaccine (Recombinant),DB11627
Bergapten may increase the photosensitizing activities of Verteporfin.,DB12216,Verteporfin,DB00460
The risk or severity of adverse effects can be increased when Nicomorphine is combined with Canrenone.,DB12221,Nicomorphine,DB13454
Cyclophosphamide may increase the cardiotoxic activities of Lurtotecan.,DB12222,Cyclophosphamide,DB00531
The risk or severity of hypotension can be increased when Bunazosin is combined with Menthol.,DB12230,Menthol,DB00825
Cyclophosphamide may increase the cardiotoxic activities of KRN-7000.,DB12232,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Polatuzumab Vedotin.,DB12240,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Triclabendazole can be decreased when it is combined with Tafenoquine.,DB12245,Tafenoquine,DB06608
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Inclacumab.,DB12246,Hepatitis B Vaccine (Recombinant),DB11627
Racepinephrine may decrease the vasoconstricting activities of Tulobuterol.,DB12248,Racepinephrine,DB11124
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Cixutumumab.,DB05759,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with CG-200745.,DB12259,Vemurafenib,DB08881
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Ascrinvacumab.,DB12261,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Epofolate.,DB12266,Cyclophosphamide,DB00531
The serum concentration of Brigatinib can be increased when it is combined with Teriflunomide.,DB12267,Teriflunomide,DB08880
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Ecopipam.,DB12273,Doxylamine,DB00366
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Aducanumab.,DB12274,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Propiverine can be increased when it is combined with Dasatinib.,DB12278,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of OBP-801.,DB12279,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Darexaban is combined with Azficel-T.,DB12289,Azficel-T,DB11051
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Eltanolone.,DB12308,Doxylamine,DB00366
Racepinephrine may decrease the vasoconstricting activities of Dopexamine.,DB12313,Racepinephrine,DB11124
The serum concentration of Thioproperazine can be increased when it is combined with Chlorproguanil.,DB12314,Thioproperazine,DB01622
The serum concentration of Cilostazol can be increased when it is combined with Benzbromarone.,DB12319,Cilostazol,DB01166
Ifetroban may increase the antiplatelet activities of Relcovaptan.,DB12321,Relcovaptan,DB13929
The serum concentration of Rucaparib can be increased when it is combined with Dasatinib.,DB12332,Dasatinib,DB01254
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Tanezumab.,DB12335,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Carisbamate can be decreased when it is combined with Orlistat.,DB12338,Orlistat,DB01083
Cyclophosphamide may increase the cardiotoxic activities of Navitoclax.,DB05764,Cyclophosphamide,DB00531
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Temocillin.,DB12343,Picosulfuric acid,DB09268
Cyclophosphamide may increase the cardiotoxic activities of Bizelesin.,DB12352,Cyclophosphamide,DB00531
Piclozotan may increase the hypertensive activities of Droxidopa.,DB12361,Droxidopa,DB06262
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Dusigitumab.,DB12363,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of bleeding can be increased when Betrixaban is combined with Alaproclate.,DB06601,Alaproclate,DB13233
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Ricolinostat.,DB12376,Vemurafenib,DB08881
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Relebactam.,DB12377,Picosulfuric acid,DB09268
Cyclophosphamide may increase the cardiotoxic activities of Indirubin.,DB12379,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Merestinib.,DB12381,Cyclophosphamide,DB00531
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with R-306465.,DB12382,Vemurafenib,DB08881
Cyclophosphamide may increase the cardiotoxic activities of 10-hydroxycamptothecin.,DB12385,Cyclophosphamide,DB00531
The risk or severity of rhabdomyolysis can be increased when Sagopilone is combined with Mevastatin.,DB05654,Mevastatin,DB06693
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Fresolimumab.,DB12396,Hepatitis B Vaccine (Recombinant),DB11627
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Bromperidol.,DB12401,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Lisofylline is combined with Pitolisant.,DB12406,Pitolisant,DB11642
Cyclophosphamide may increase the cardiotoxic activities of Sulforaphane.,DB12422,Cyclophosphamide,DB00531
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Orvepitant.,DB12427,Vemurafenib,DB08881
The risk or severity of adverse effects can be increased when Nitroaspirin is combined with Pitolisant.,DB05822,Pitolisant,DB11642
Cyclophosphamide may increase the cardiotoxic activities of Nadifloxacin.,DB12447,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Bococizumab.,DB12456,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Belotecan.,DB12459,Cyclophosphamide,DB00531
Fluticasone may increase the fluid retaining activities of GLPG-0492.,DB12461,Fluticasone,DB13867
Ketanserin may increase the antiplatelet activities of Relcovaptan.,DB12465,Relcovaptan,DB13929
Cyclophosphamide may increase the cardiotoxic activities of Taurolidine.,DB12473,Cyclophosphamide,DB00531
Lynestrenol may increase the excretion rate of Lamotrigine which could result in a lower serum level and potentially a reduction in efficacy.,DB12474,Lamotrigine,DB00555
The therapeutic efficacy of Piribedil can be decreased when used in combination with Metoclopramide.,DB12478,Metoclopramide,DB01233
The serum concentration of Copanlisib can be increased when it is combined with Dasatinib.,DB12483,Dasatinib,DB01254
Tetrahydrouridine may increase the myelosuppressive activities of Lipegfilgrastim.,DB12484,Lipegfilgrastim,DB13200
Promestriene may increase the thrombogenic activities of Conestat alfa.,DB12487,Conestat alfa,DB09228
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Mirvetuximab Soravtansine.,DB12489,Hepatitis B Vaccine (Recombinant),DB11627
Piritramide may increase the constipating activities of Ramosetron.,DB12492,Ramosetron,DB09290
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Mogamulizumab.,DB12498,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Cortexolone 17α-propionate.,DB12499,Corticorelin ovine triflutate,DB09067
Cyclophosphamide may increase the cardiotoxic activities of 9-aminocamptothecin.,DB12515,Cyclophosphamide,DB00531
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Raclopride.,DB12518,Doxylamine,DB00366
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Mizolastine.",DB12523,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Cyclophosphamide may increase the cardiotoxic activities of Molgramostim.,DB12525,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Inebilizumab.,DB12530,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Rilpivirine can be increased when it is combined with Oxetacaine.,DB12532,Rilpivirine,DB08864
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Mavrilimumab.,DB12534,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Oltipraz can be decreased when it is combined with Tafenoquine.,DB12539,Tafenoquine,DB06608
The risk or severity of adverse effects can be increased when Samidorphan is combined with Naloxegol.,DB12543,Naloxegol,DB09049
The risk or severity of adverse effects can be increased when Indobufen is combined with Pitolisant.,DB12545,Pitolisant,DB11642
Cyclophosphamide may increase the cardiotoxic activities of Pyrazoloacridine.,DB12549,Cyclophosphamide,DB00531
The serum concentration of Mebeverine can be decreased when it is combined with Orlistat.,DB12554,Orlistat,DB01083
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Blosozumab.,DB12560,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Abexinostat.,DB05921,Vemurafenib,DB08881
The risk or severity of adverse effects can be increased when Dimethyl fumarate is combined with Tecemotide.,DB12568,Dimethyl fumarate,DB08908
The risk or severity of sedation and somnolence can be increased when AZD-3043 is combined with Deutetrabenazine.,DB12576,Deutetrabenazine,DB12161
Cyclophosphamide may increase the cardiotoxic activities of Fosbretabulin.,DB12577,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when JNJ-37822681 is combined with Deutetrabenazine.,DB12579,Deutetrabenazine,DB12161
The serum concentration of Ubidecarenone can be increased when it is combined with Piperine.,DB12582,Ubidecarenone,DB09270
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Bimagrumab.,DB12584,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of adverse effects can be increased when Ondelopran is combined with Naloxegol.,DB12585,Naloxegol,DB09049
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Dacetuzumab.,DB05539,Hepatitis B Vaccine (Recombinant),DB11627
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Indiplon.,DB12590,Doxylamine,DB00366
Cyclophosphamide may increase the cardiotoxic activities of Apaziquone.,DB12593,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Combretastatin.,DB12596,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Nafamostat is combined with Pitolisant.,DB12598,Pitolisant,DB11642
The serum concentration of Digoxin Immune Fab (Ovine) can be decreased when it is combined with Sisomicin.,DB12604,Digoxin Immune Fab (Ovine),DB00076
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Tovetumab.,DB12609,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Digoxin Immune Fab (Ovine) can be decreased when it is combined with Plazomicin.,DB12615,Digoxin Immune Fab (Ovine),DB00076
The risk or severity of adverse effects can be increased when Mizoribine is combined with Pitolisant.,DB12617,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Apocynin is combined with Pitolisant.,DB12618,Pitolisant,DB11642
"The risk or severity of adverse effects can be increased when 3,5-diiodothyropropionic acid is combined with Piracetam.",DB12629,Piracetam,DB09210
Cyclophosphamide may increase the cardiotoxic activities of Onapristone.,DB12637,Cyclophosphamide,DB00531
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Givinostat.,DB12645,Vemurafenib,DB08881
The risk or severity of hypotension can be increased when Urapidil is combined with Menthol.,DB12661,Menthol,DB00825
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Protionamide.,DB12667,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when Nicomorphine is combined with Rolofylline.,DB05360,Nicomorphine,DB13454
Cyclophosphamide may increase the cardiotoxic activities of Soblidotin.,DB12677,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Salirasib.,DB12681,Cyclophosphamide,DB00531
Gusperimus may increase the hypoglycemic activities of Insulin Glulisine.,DB12692,Insulin Glulisine,DB01309
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Ritanserin.,DB12693,Doxylamine,DB00366
Cyclophosphamide may increase the cardiotoxic activities of Phenethyl Isothiocyanate.,DB12695,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Methylselenocysteine.,DB12697,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Ibalizumab.,DB05435,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Intetumumab.,DB12701,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of adverse effects can be increased when Nicomorphine is combined with Spiradoline.,DB12704,Nicomorphine,DB13454
The therapeutic efficacy of Sulprostone can be decreased when used in combination with Palmidrol.,DB12708,Palmidrol,DB14043
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Perazine.,DB12710,Doxylamine,DB00366
Sotagliflozin may increase the hypoglycemic activities of Insulin Glulisine.,DB12713,Insulin Glulisine,DB01309
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Carlumab.,DB12718,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Dolastatin 10.,DB12730,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Firategrast.,DB12732,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Demcizumab.,DB12734,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Etanidazole.,DB12736,Cyclophosphamide,DB00531
Butylphthalide may increase the antiplatelet activities of Relcovaptan.,DB12749,Relcovaptan,DB13929
Bucindolol may increase the hypoglycemic activities of Metahexamide.,DB12752,Metahexamide,DB13675
Iloprost may increase the hypotensive activities of Cicletanine.,DB12766,Iloprost,DB01088
The therapeutic efficacy of Ocrelizumab can be decreased when used in combination with BCG vaccine.,DB12768,Ocrelizumab,DB11988
Cyclophosphamide may increase the cardiotoxic activities of Lometrexol.,DB12769,Cyclophosphamide,DB00531
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Lafutidine.",DB12770,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Hydroxytyrosol may increase the antiplatelet activities of Relcovaptan.,DB12771,Relcovaptan,DB13929
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Abituzumab.,DB12775,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of adverse effects can be increased when Higenamine is combined with Pitolisant.,DB12779,Pitolisant,DB11642
Balaglitazone may increase the hypoglycemic activities of Insulin Glulisine.,DB12781,Insulin Glulisine,DB01309
The therapeutic efficacy of Dinoprost can be decreased when used in combination with Palmidrol.,DB12789,Palmidrol,DB14043
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Naptumomab Estafenatox.,DB12807,Hepatitis B Vaccine (Recombinant),DB11627
The risk or severity of adverse effects can be increased when Cepeginterferon alfa-2B is combined with Zidovudine.,DB12814,Zidovudine,DB00495
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Crotedumab.,DB12815,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Concizumab.,DB12820,Hepatitis B Vaccine (Recombinant),DB11627
Perflubutane can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB05392,Technetium Tc-99m oxidronate,DB09139
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Depatuxizumab.,DB12826,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Amithiozone.,DB12829,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when Gabexate is combined with Azficel-T.,DB12831,Azficel-T,DB11051
Cyclophosphamide may increase the cardiotoxic activities of Prednimustine.,DB12832,Cyclophosphamide,DB00531
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Tandospirone.,DB12833,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Licorice is combined with Oleandrin.,DB12843,Licorice,DB10675
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Rontalizumab.,DB12844,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Amatuximab.,DB06122,Hepatitis B Vaccine (Recombinant),DB11627
Racepinephrine may decrease the vasoconstricting activities of Reproterol.,DB12846,Racepinephrine,DB11124
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Clazakizumab.,DB12849,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Zidovudine can be decreased when it is combined with Sivelestat.,DB12863,Zidovudine,DB00495
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Benperidol.,DB12867,Doxylamine,DB00366
Cyclophosphamide may increase the cardiotoxic activities of Buthionine Sulfoximine.,DB12870,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Dianhydrogalactitol.,DB12873,Cyclophosphamide,DB00531
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Oxatomide.",DB12877,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Cyclophosphamide may increase the cardiotoxic activities of Indole-3-carbinol.,DB12881,Cyclophosphamide,DB00531
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Lavoltidine.",DB12884,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Ozanezumab.,DB12891,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Sacituzumab govitecan.,DB12893,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Fiacitabine.,DB12901,Cyclophosphamide,DB00531
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Trofosfamide.,DB12902,Sipuleucel-T,DB06688
Cyclophosphamide may increase the cardiotoxic activities of Nolatrexed.,DB12912,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Mitolactol.,DB12916,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Pinometostat.,DB12920,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Chlorsulfaquinoxaline.,DB12921,Dexketoprofen,DB09214
The risk or severity of hypotension can be increased when Racepinephrine is combined with Gallopamil.,DB12923,Racepinephrine,DB11124
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Ozenoxacin.,DB12924,Picosulfuric acid,DB09268
Iloprost may increase the hypotensive activities of Cafedrine.,DB12926,Iloprost,DB01088
Iloprost may increase the hypotensive activities of Theodrenaline.,DB12927,Iloprost,DB01088
The therapeutic efficacy of Pitolisant can be decreased when used in combination with Opipramol.,DB12930,Pitolisant,DB11642
The therapeutic efficacy of Nikkomycin Z can be increased when used in combination with Menthol.,DB12939,Menthol,DB00825
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Milatuzumab.,DB12943,Hepatitis B Vaccine (Recombinant),DB11627
Iloprost may increase the hypotensive activities of Dihydralazine.,DB12945,Iloprost,DB01088
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Doxifluridine.,DB12947,Sipuleucel-T,DB06688
Cyclophosphamide may increase the cardiotoxic activities of Didox.,DB12948,Cyclophosphamide,DB00531
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Pivagabine.,DB12951,Vemurafenib,DB08881
"Prothipendyl may decrease the stimulatory activities of 2,5-Dimethoxy-4-ethylthioamphetamine.",DB12958,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Cyclophosphamide may increase the cardiotoxic activities of Mitoguazone.,DB12967,Cyclophosphamide,DB00531
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Sepranolone.,DB12972,Doxylamine,DB00366
The serum concentration of Thioproperazine can be increased when it is combined with Pyronaridine.,DB12975,Thioproperazine,DB01622
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Robatumumab.,DB12976,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Penclomedine.,DB12987,Cyclophosphamide,DB00531
Vancomycin may increase the neuromuscular blocking activities of Neosaxitoxin.,DB12989,Vancomycin,DB00512
Deoxyspergualin may increase the hypoglycemic activities of Insulin Glulisine.,DB12991,Insulin Glulisine,DB01309
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Acteoside.,DB12996,Sipuleucel-T,DB06688
The risk or severity of adverse effects can be increased when Tinoridine is combined with Pitolisant.,DB13001,Pitolisant,DB11642
The therapeutic efficacy of Mifamurtide can be decreased when used in combination with Cortivazol.,DB13003,Mifamurtide,DB13615
The serum concentration of Carbendazim can be decreased when it is combined with Tafenoquine.,DB13009,Tafenoquine,DB06608
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Hypericin.,DB13014,Sipuleucel-T,DB06688
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Tiapride.,DB13025,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Calcium carbimide is combined with Tucaresol.,DB13027,Calcium carbimide,DB09116
The serum concentration of Valproic Acid can be decreased when it is combined with Biapenem.,DB13028,Valproic Acid,DB00313
Ramatroban may increase the antiplatelet activities of Relcovaptan.,DB13036,Relcovaptan,DB13929
The therapeutic efficacy of Gossypol can be decreased when used in combination with Tipiracil.,DB13044,Tipiracil,DB09343
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Racotumomab.,DB13045,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Irsogladine.,DB13056,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Methanesulfonyl Fluoride is combined with Epibatidine.,DB13058,Epibatidine,DB07720
The risk or severity of adverse effects can be increased when Parthenolide is combined with Pitolisant.,DB13063,Pitolisant,DB11642
Nabilone may increase the tachycardic activities of Tramazoline.,DB13064,Nabilone,DB00486
The therapeutic efficacy of Choline C 11 can be decreased when used in combination with Liarozole.,DB13066,Choline C 11,DB09277
The serum concentration of Barnidipine can be increased when it is combined with 9-(N-methyl-L-isoleucine)-cyclosporin A.,DB13068,Barnidipine,DB09227
Cyclophosphamide may increase the cardiotoxic activities of Nimustine.,DB13069,Cyclophosphamide,DB00531
The serum concentration of Macimorelin can be increased when it is combined with Dasatinib.,DB05917,Dasatinib,DB01254
The therapeutic efficacy of Nefiracetam can be increased when used in combination with Isocarboxazid.,DB13082,Isocarboxazid,DB01247
The risk or severity of hyperkalemia can be increased when 1alpha-Hydroxyvitamin D5 is combined with Benzthiazide.,DB13097,Benzthiazide,DB00562
The risk or severity of sedation and somnolence can be increased when Valnoctamide is combined with Deutetrabenazine.,DB13099,Deutetrabenazine,DB12161
Amoxapine may increase the stimulatory activities of Mephedrone.,DB13108,Amoxapine,DB00543
The therapeutic efficacy of Pitolisant can be decreased when used in combination with Amitriptylinoxide.,DB13114,Pitolisant,DB11642
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Norflurane.,DB13116,Doxylamine,DB00366
Trastuzumab may increase the neutropenic activities of Paquinimod.,DB05901,Trastuzumab,DB00072
The risk or severity of adverse effects can be increased when Troxerutin is combined with Azficel-T.,DB13124,Azficel-T,DB11051
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Olokizumab.,DB13127,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Sizofiran.,DB13128,Cyclophosphamide,DB00531
