drugbank-id,form,route,strength
DB09877,Injection,Intramuscular,
DB10072,Kit,,
DB10076,"Injection, powder, lyophilized, for solution",Intramuscular,
DB10307,Solution,Oral,
DB10283,Kit,,
DB10284,"Injection, suspension",Intramuscular,
DB10285,"Injection, suspension",Intramuscular,
DB10286,"Injection, suspension",Intramuscular,
DB10287,"Injection, suspension",Intramuscular,
DB10288,"Injection, suspension",Intramuscular,
DB10289,"Injection, suspension",Intramuscular,
DB10290,"Injection, suspension",Intramuscular,
DB10291,"Injection, suspension",Intramuscular,
DB10292,"Injection, suspension",Intramuscular,
DB10293,"Injection, suspension",Intramuscular,
DB10294,"Injection, suspension",Intramuscular,
DB10295,"Injection, suspension",Intramuscular,
DB10296,Suspension,Intramuscular,
DB10297,"Injection, suspension",Intramuscular,
DB10298,"Injection, suspension",Intramuscular,
DB10299,Suspension,Intramuscular,
DB10300,Suspension,Intramuscular,
DB10301,Suspension,Intramuscular,
DB10302,Suspension,Intramuscular,
DB10310,Suspension,Intramuscular,
DB10311,Suspension,Intramuscular,
DB10312,Suspension,Intramuscular,
DB10313,Suspension,Intramuscular,
DB10314,Suspension,Intramuscular,
DB10315,"Kit; powder, for solution",Intramuscular; Subcutaneous,
DB10316,"Kit; powder, for solution",Intramuscular; Subcutaneous,
DB10317,"Kit; powder, for solution",Intramuscular; Subcutaneous,
DB10318,"Injection, powder, lyophilized, for suspension",Subcutaneous,19400 [PFU]/.65mL
DB10319,Suspension,Intramuscular,
DB10320,Solution,Intramuscular; Subcutaneous,
DB10321,Suspension,Intramuscular,
DB10322,Suspension,Intramuscular,
DB10323,Suspension,Intramuscular,
DB10324,Suspension,Intramuscular,
DB10325,Suspension,Intramuscular,
DB10326,Solution,Intramuscular; Subcutaneous,
DB10327,Solution,Intramuscular; Subcutaneous,
DB10328,Suspension,Intramuscular,
DB10329,Solution,Intramuscular; Subcutaneous,
DB10330,Solution,Intramuscular; Subcutaneous,
DB10331,Solution,Intramuscular; Subcutaneous,
DB10332,Suspension,Intramuscular,
DB10333,Solution,Intramuscular; Subcutaneous,
DB10334,Solution,Intramuscular; Subcutaneous,
DB10335,Suspension,Intramuscular,
DB10336,Suspension,Intramuscular,
DB10337,Suspension,Intramuscular,
DB10338,Solution,Intramuscular; Subcutaneous,
DB10339,Solution,Intramuscular; Subcutaneous,
DB10340,Suspension,Intramuscular,
DB10341,Solution,Intramuscular; Subcutaneous,
DB10342,"Injection, suspension",Intramuscular,7.5 ug/.5mL
DB10343,"Powder, for suspension",Intravesical,50 mg/50mL
DB10344,Capsule,Oral,3000 mg
DB10345,"Injection, solution",Intradermal; Subcutaneous,
DB10346,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10348,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10349,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10350,"Injection, solution",Intradermal; Subcutaneous,
DB10585,"Injection, solution",Intradermal,100 [BAU]/mL
DB10352,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10353,"Injection, solution",Subcutaneous,.1 g/mL
DB10354,"Injection, solution",Intradermal; Subcutaneous,
DB10355,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10356,"Injection, solution",Percutaneous; Subcutaneous,
DB10357,"Injection, solution",Subcutaneous,500 [PNU]/mL
DB10359,"Injection, solution",Subcutaneous,
DB10360,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10361,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10362,"Injection, solution",Subcutaneous,.1 g/mL
DB10363,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10364,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10365,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10366,"Injection, solution",Percutaneous; Subcutaneous,100000 [BAU]/mL
DB10368,"Injection, solution",Percutaneous; Subcutaneous,
DB10369,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10370,Solution,Intradermal; Percutaneous; Subcutaneous,100000 [BAU]/mL
DB10371,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10372,"Injection, solution",Intradermal; Subcutaneous,
DB10373,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10374,"Injection, solution",Subcutaneous,.1 g/mL
DB10375,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10376,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10377,"Injection, solution",Intradermal; Subcutaneous,
DB10378,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10402,Solution,Intradermal; Percutaneous; Subcutaneous,
DB10381,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10382,"Injection, solution",Intradermal; Subcutaneous,
DB10383,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10384,"Injection, solution",Subcutaneous,
DB05583,"Injection, solution",Percutaneous; Subcutaneous,1 g/10mL
DB10386,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10387,"Injection, solution",Subcutaneous,
DB10388,"Injection, solution",Subcutaneous,
DB10405,Solution,Intradermal; Percutaneous; Subcutaneous,100000 [BAU]/mL
DB10390,"Injection, solution",Subcutaneous,
DB10391,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10392,"Injection, solution",Intradermal; Subcutaneous,
DB10393,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB05908,Solution,Percutaneous,100000 [BAU]/mL
DB10395,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10396,Injection,Percutaneous; Subcutaneous,
DB10397,Injection,Percutaneous; Subcutaneous,
DB10398,"Injection, solution",Intradermal; Subcutaneous,
DB10399,Solution,Intradermal; Subcutaneous,10000 unit
DB05902,"Injection, solution",Percutaneous,
DB10401,"Injection, solution",Percutaneous,
DB10403,Solution,Intradermal; Percutaneous; Subcutaneous,100000 [BAU]/mL
DB10404,Solution,Percutaneous,100000 [BAU]/mL
DB10406,"Injection, solution",Percutaneous; Subcutaneous,
DB10408,Injection,Cutaneous; Intradermal; Subcutaneous,.1 g/mL
DB10411,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10412,"Injection, solution",Subcutaneous,100 [PNU]/mL
DB10709,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10415,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10416,"Injection, solution",Percutaneous; Subcutaneous,
DB10689,"Injection, solution",Intradermal; Subcutaneous,
DB10692,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10419,"Injection, solution",Percutaneous,.01 g/mL
DB10420,"Injection, solution",Subcutaneous,
DB10421,"Injection, solution",Subcutaneous,
DB10422,"Injection, solution",Subcutaneous,
DB10423,"Injection, solution",Intradermal; Subcutaneous,
DB10595,"Injection, solution",Intradermal; Subcutaneous,
DB10425,"Injection, solution",Percutaneous; Subcutaneous,
DB10426,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10427,"Injection, solution",Percutaneous; Subcutaneous,
DB10428,"Injection, solution",Percutaneous; Subcutaneous,
DB10429,"Injection, solution",Intradermal; Subcutaneous,
DB10430,"Injection, solution",Percutaneous; Subcutaneous,
DB10431,"Injection, solution",Intradermal; Subcutaneous,
DB10432,"Injection, solution",Subcutaneous,
DB10433,"Injection, solution",Percutaneous; Subcutaneous,
DB10434,"Injection, solution",Percutaneous; Subcutaneous,
DB10435,"Injection, solution",Percutaneous; Subcutaneous,
DB10436,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10437,"Injection, solution",Percutaneous; Subcutaneous,
DB10438,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10439,"Injection, solution",Percutaneous; Subcutaneous,
DB10440,"Injection, solution",Percutaneous; Subcutaneous,
DB10441,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10442,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10443,"Injection, solution",Subcutaneous,.1 g/mL
DB10444,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10445,Liquid,Percutaneous; Subcutaneous,.1 g/mL
DB10446,"Injection, solution",Intradermal; Subcutaneous,
DB10447,Liquid,Percutaneous; Subcutaneous,.1 g/mL
DB10449,"Injection, solution",Subcutaneous,
DB10450,"Injection, solution",Percutaneous; Subcutaneous,
DB10451,"Injection, solution",Intradermal; Subcutaneous,.01 g/mL
DB10452,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10453,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10454,"Injection, solution",Subcutaneous,1000 [PNU]/mL
DB10455,"Injection, solution",Subcutaneous,10000 [PNU]/mL
DB10456,"Injection, solution",Intradermal; Subcutaneous,
DB10457,"Injection, solution",Subcutaneous,20000 [PNU]/mL
DB10458,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10459,"Injection, solution",Percutaneous; Subcutaneous,
DB10460,"Injection, solution",Intradermal; Subcutaneous,
DB10461,"Injection, solution",Intradermal; Subcutaneous,
DB10462,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10463,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10464,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10465,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10466,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10467,"Injection, solution",Subcutaneous,.1 g/mL
DB10468,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10469,"Injection, solution",Subcutaneous,.1 g/mL
DB10470,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10471,"Injection, solution",Subcutaneous,40000 [PNU]/mL
DB10472,"Injection, solution",Intradermal; Subcutaneous,
DB10473,"Injection, solution",Subcutaneous,10000 [PNU]/mL
DB10474,"Injection, solution",Subcutaneous,.05 g/mL
DB10475,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10478,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10479,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10480,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10481,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10482,"Injection, solution",Subcutaneous,.1 g/mL
DB10483,"Injection, solution",Subcutaneous,.05 g/mL
DB10484,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10485,"Injection, solution",Subcutaneous,50000 [PNU]/mL
DB10486,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10487,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10488,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10489,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10490,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10491,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10493,"Injection, solution",Percutaneous; Subcutaneous,
DB10494,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10495,"Injection, solution",Intradermal; Subcutaneous,
DB10496,"Injection, solution",Intradermal; Subcutaneous,
DB10498,"Injection, solution",Subcutaneous,.1 g/mL
DB05909,"Injection, solution",Intradermal; Subcutaneous,
DB10500,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10501,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10502,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10503,"Injection, solution",Percutaneous,.1 mg/mL
DB10504,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10505,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10506,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10508,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10509,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10510,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10511,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10512,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10513,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10514,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10515,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10516,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10517,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10518,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10519,"Injection, solution",Percutaneous,.1 mg/mL
DB10520,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10523,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10525,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10526,"Injection, solution",Percutaneous,.1 mg/mL
DB10527,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10528,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10529,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10530,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10531,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10532,Tablet,Oral,1500 mg
DB10533,"Injection, solution",Percutaneous,.1 mg/mL
DB10534,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10535,"Injection, solution",Percutaneous,.005 g/mL
DB10536,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10537,"Injection, solution",Percutaneous,.1 mg/mL
DB10538,Powder,Oral,
DB10539,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10540,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB11013,"Injection, solution",Subcutaneous,
DB10542,"Injection, solution",Percutaneous,.1 mg/mL
DB10543,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10544,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10545,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10546,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10547,"Injection, solution",Percutaneous,.1 mg/mL
DB10548,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10549,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10550,"Injection, solution",Percutaneous,.1 mg/mL
DB10551,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10552,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10553,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10554,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10555,"Injection, solution",Percutaneous,.1 mg/mL
DB10556,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10557,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10558,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10559,"Injection, solution",Percutaneous,.1 mg/mL
DB10560,"Injection, solution",Percutaneous,.1 mg/mL
DB10561,Liquid,Subcutaneous,100 unit
DB10562,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10563,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10564,"Injection, solution",Percutaneous,.1 mg/mL
DB10566,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB11015,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10568,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10569,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10570,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10571,Liquid,Oral,100 %
DB10572,"Injection, solution",Percutaneous,.1 mg/mL
DB10573,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB11016,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10575,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10576,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10577,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10578,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10579,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10580,"Injection, solution",Percutaneous,.1 mg/mL
DB10581,"Injection, solution",Percutaneous; Subcutaneous,
DB10582,"Injection, solution",Percutaneous,.05 g/mL
DB10583,Liquid,Intramuscular,5 lf
DB10603,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10604,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10605,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10606,Liquid,Topical,8 g/100g
DB10607,"Injection, solution",Percutaneous; Subcutaneous,
DB10608,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10609,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10610,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10611,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10612,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10613,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10614,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10615,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10616,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10617,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10618,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10619,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10620,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10621,"Injection, solution",Percutaneous,.1 mg/mL
DB10622,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10623,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10624,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10625,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10626,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10920,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10628,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10629,"Tablet, film coated",Oral,
DB10630,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10631,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10632,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10633,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10634,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10635,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10636,"Injection, solution",Intradermal; Subcutaneous,1 mL/mL
DB10637,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10638,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10639,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10640,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10641,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10642,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10643,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10644,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10645,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10646,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10647,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10648,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10650,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10651,Liquid,Oral,
DB10652,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10653,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB11012,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10655,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10656,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10657,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10658,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10659,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10660,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10661,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10662,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10663,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10664,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10666,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10667,"Injection, solution",Intradermal; Subcutaneous,.01 g/mL
DB10669,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10670,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10863,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10672,Pill,Oral,.0275 g/g
DB10673,Liquid,Oral,
DB10674,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10675,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10676,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10677,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10678,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10679,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10681,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10683,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10685,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10686,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10687,Tablet,Oral,
DB10688,"Injection, solution",Percutaneous; Subcutaneous,1 g/50mL
DB10690,"Injection, solution",Intradermal; Subcutaneous,.01 g/mL
DB10691,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10693,"Injection, solution",Intradermal; Subcutaneous,.01 g/mL
DB10694,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10695,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10696,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10697,"Injection, solution",Subcutaneous,
DB10698,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10699,"Injection, solution",Percutaneous; Subcutaneous,
DB10700,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10701,"Injection, solution",Percutaneous; Subcutaneous,
DB10702,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10703,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10704,Liquid,Percutaneous; Subcutaneous,.05 g/mL
DB10706,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10407,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10708,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10710,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10711,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10712,"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/mL
DB10713,"Injection, solution",Intradermal; Subcutaneous,
DB10714,"Injection, solution",Intradermal; Subcutaneous,
DB10715,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10716,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10717,"Injection, solution",Intradermal; Subcutaneous,
DB10718,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10719,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10720,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10721,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10722,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10723,"Injection, solution",Intradermal; Subcutaneous,
DB10724,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10725,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10727,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10728,"Injection, solution",Intradermal; Subcutaneous,
DB10729,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10730,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10731,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10732,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10733,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10734,Liquid,Percutaneous; Subcutaneous,
DB10735,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10736,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10737,"Injection, solution",Intradermal; Subcutaneous,
DB10738,"Injection, solution",Intradermal; Subcutaneous,
DB10739,Liquid,Percutaneous; Subcutaneous,
DB10740,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10741,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10742,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10743,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10744,"Injection, solution",Intradermal; Subcutaneous,
DB10745,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10746,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10747,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10748,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10749,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10750,"Injection, solution",Intradermal; Subcutaneous,
DB10751,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10752,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10753,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10951,"Injection, solution",Intradermal; Subcutaneous,
DB10755,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10756,"Injection, solution",Intradermal; Subcutaneous,
DB10757,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10758,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10759,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10760,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10761,"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/mL
DB10762,"Injection, solution",Intradermal; Subcutaneous,
DB10763,"Injection, solution",Intradermal; Subcutaneous,
DB10764,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10765,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10766,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10767,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10768,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10770,Cellular sheet,Topical,
DB10771,Cellular sheet,Topical,
DB10772,Cellular sheet,Topical,
DB10788,Suspension,Intramuscular,
DB10789,"Injection, suspension",Intramuscular,
DB10790,"Injection, suspension",Intramuscular,
DB10791,"Injection, suspension",Intramuscular,
DB10792,"Injection, suspension",Intramuscular,
DB10793,"Injection, suspension",Intramuscular,
DB10795,"Injection, suspension",Intramuscular,
DB10796,"Injection, suspension",Intramuscular,
