coder,drugbank-id,language,synonym
,DB04896,,Milnacipranum
,DB04897,,KL4-surfactant
,DB04898,,Ximelagatranum
,DB04899,,Nesiritide recombinant
,DB04900,,Thymosin alpha1 (human)
,DB04901,,Anti-CD80 monoclonal antibody
,DB04904,,ZYC101a
,DB04905,,"N,N-diethyl-2-((4-phenylmethyl)phenoxy)ethanamine"
,DB04907,,Sitimagene ceradenovec
,DB04908,,BIMT-17-BS
,DB04909,,WR-6026
,DB04910,,Oxybendazole
,DB04911,,Chlorobiphenyl-chloroeremomycin
,DB04912,,tin-mesoporphyrin
,DB04914,,Gastrin 17 vaccine
,DB04915,,Phenoxodiol
,DB04918,,Ceftobiprole Medocaril 
,DB04920,,Clevidipine butyrate
,DB04924,,N-(p-(2-(Dimethylamino)ethoxy)benzyl)veratramide
,DB04925,,DSPA
,DB04930,,Permethrin
,DB04931,,MT-I
,DB04932,,Defibrotide free acid (porcine)
,DB04934,,3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin
,DB04936,,D-tagatose
,DB04938,,Deamino-hydroxytoremifene
,DB04941,,SP-303
,DB03873,,retinobenzoic acid
,DB04944,,AICA-riboside
,DB04946,,Zomaril
,DB04948,,Lofexidinum
,DB04949,,h5G1.1-SC
,DB04953,,RTG
,DB04956,,MAK 195F
,DB04958,,humanised anti-CD22 antibody
,DB04959,,HPV E7 Peptide Epitope Vaccine
,DB04960,,Zarnestra
,DB04961,,(-)-ODDC
,DB04963,,Recombinant human GAD65
,DB04964,,Oregovamab
,DB04967,,Lucantona
,DB04970,,Lesopitran
,DB04971,,JTT-501
,DB04975,,AQ4N
,DB04977,,plitidepsium
,DB04998,,AS1411
,DB05004,,PYY 3-36
,DB05013,,ingenol mebutate
,DB05016,,EC-000.2051
,DB05029,,Duramycin
,DB05034,,Urodilatin ularitide
,DB05041,,BVDU
,DB05045,,(34-L-glutamine)pancreatic hormone (human)
,DB03922,,N-(4-Hydroxyphenyl)All-Trans Retinamide
,DB05088,,ATN-224
,DB05097,,monoclonal antibody hMN-14
,DB05103,,Pivanex
,DB05107,,16alpha-bromoepiandrosterone
,DB05109,,Ecteinascidin 743
,DB05128,,NXL-201
,DB06398,,17AAG
,DB05143,,OXI4503
,DB05144,,malaria vaccine
,DB05145,,ThGLP-1
,DB05152,,AF267B
,DB05207,,NSL-043
,DB05209,,Symphoglobulin-D
,DB05237,,rhMBP
,DB05242,,NUC B1000
,DB05245,,Sulfadiazine silver salt
,DB05246,,"N,2-Dimethyl-2-phenylsuccinimide"
,DB05252,,Fenoxaprop ethyl
,DB05253,,Progenta
,DB08977,,Plasmin bovine
,DB05258,,Interferon alpha
,APRD00999,,Copolymer-1
,DB05260,,"Nitric acid, gallium salt, anhydrate"
,DB05262,,Oxyprim
,DB05265,,Ecabet sodium
,DB05066,,Ibudilastum
,DB05271,,"(6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol"
,DB05273,,Samarium-153-EDTMP
,DB05276,,Human hepatitis-B immunoglobulin
,DB12936,,(R)-flurbiprofen
,DB08764,,N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine
,DB05295,,"1α,25-dihydroxy-2β-(3-hydroxypropoxy)cholecalciferol"
,DB05296,,Motexafin lutetium anhydrous
,DB05297,,Paclitaxel docosahexaenoic acid ester
,DB05306,,Ad5FGF-4
,DB05319,,VB4-845
,DB11887,,(2R)-2-propyloctanoic acid
,DB05344,,Human CNTF
,DB05351,,"2-((R)-((3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl)methyl)sulfinyl)-1H-benzimidazole"
,DB05612,,Rintega
,DB05377,,Ester sulfonate
,DB05380,,Holmium Ho-166 DOTMP
,DB00667,,beta-aminoethylimidazole
,DB05247,,molecular iodine
,DB02533,,Hydrazinecarboximidamide
,DB05384,,Carbopol polymer
,DB05385,,PRO 2000/5
,DB05389,,Tetrachlorodecaoxygen
,DB05394,,Human corticotropin-releasing factor
,DB05396,,Albumin-interferon alpha
,DB05413,,Peptide T1249
,DB13015,,GW 501516
,DB05422,,PRS-013
,DB05431,,PEP-03
,DB05448,,1-methylpropyl 2-imidazolyl disulfide
,DB05454,,"1-[2-(biphenyl-4-yl)ethyl]-4-[3-(trifluoromethyl)phenyl]-1,2,3,6-tetrahydropyridine"
,DB12215,,gamma-Glutamyl-S-(benzyl)-cysteinyl-R(-)-phenylglycine diethyl ester
,DB05463,,ISS 1018 CpG ODN
,DB05478,,Pradefovir mesilate
,DB05481,,Recombinant alpha 1-antitrypsin
,DB05488,,Technetium Tc 99m ciprofloxacin
,DB05490,,INT-131
,DB05513,,azaspirane
,DB05520,,N-(2-Hydroxy-3-methoxy-5-chlorobenzylidene)huperzine A
,DB05521,,"(1S,3AR,6as)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide"
,DB05524,,(2E)-N-(4-((3-chloro-4-fluorophenyl)amino)-3-cyano-7-ethoxy-6-quinolinyl)-4-(dimethylamino)-2-butenamide
,DB05525,,EW-A-401 DNA Plasmid Vector
,DB05540,,L-Alanosine
,DB05549,,"(9-(N-(3-Morpholinopropyl)-sulfonyl)-5,6-dihydro-5-oxo-11-H-indeno (1,2-C) isoquinoline methanesulfonic acid"
,DB05552,,"6,7-Bis(3-hydroxyphenyl)pteridine-2,4-diamine"
,DB05555,,7F3com2H2
,DB05590,,KUR-1246
,DB05595,,Fareletuzumab
,DB05599,,"Fibroblast growth factor, acidic"
,DB05624,,Antarelix
,DB05630,,"Trisodium 1-{[3-carboxylato-5-(1,2-dihydroxyethyl)-1-hydroxy-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]hept-1-yl]oxy}-5-(1,2-dihydroxyethyl)-1-oxido-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]heptane-3-carboxylate nonahydrate"
,DB05631,,"4,4-Dimethyl-3,4-dihydro-2H-1,2-benzoselenazine"
,DB05633,,GPE
,DB05642,,DDP225
,DB05644,,SN1212
,DB05659,,SUN-208
,DB05660,,XG-102 C-terminal acid
,DB05675,,EP 2104R
,DB05676,,"N-{2-[(1S)-1-(3-Ethoxy-4-methoxyphenyl)-2-(methylsulfonyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl}acetamide"
,DB05679,,Stelera
,DB05683,,Iodofiltic acid I 123
,DB05708,,DMXB-Anabaseine
,DB05710,,AV430A
,DB05713,,PMD-3112
,DB05714,,TGN 255
,DB05719,,STA-4783
,DB05732,,NB S101
,DB12164,,Varespladib methyl ester
,DB05773,,Trastuzumab-MCC-DM1
,DB05777,,Thrombomodulin (human 498-amino acid fragment)
,DB05779,,α-Glu-Trp
,DB11733,,HMAF
,DB05794,,Recombinant human relaxin
,DB12995,,"((3S)-3-{1-((2R)-2-Ethoxycarbonyl-4-phenylbutyl)cyclopentanecarboxamido}-2-oxo-2,3,4,5-tetrahydro-1H-1-benzazepin-1-yl)acetic acid"
,DB05800,,Betathine
,DB05804,,Prasterone sulphate
,DB05806,,Karenitecin
,DB05812,,"17-(3-Pyridyl)androsta-5,16-dien-3beta-ol"
,DB12324,,Onrigin
,DB05829,,rPTH(1-84)
,DB05830,,Trestolonum
,DB05855,,trans-metanicotine
,DB05861,,TASQ
,DB05869,,"Pyruvic acid, ethyl ester"
,DB12175,,"(2S)-2-((4S)-4-(2,2-Difluoroethenyl)-2-oxopyrrolidin-1-yl)butanamide"
,DB05974,,trans-crocetin
,DB05990,,6α-ethylchenodeoxycholic acid
,DB06014,,"(P-deoxy-P-(dimethylamino)](2',3'-dideoxy-2',3'-imino-2',3'-seco)(2'a→5')(C-m5U-C-C-A-A-C-A-m5U-C-A-A-G-G-A-A-G-A-m5U-G-G-C-A-m5U-m5U-m5U-C-m5U-A-G),5'-(P-(4-((2-(2-(2-hydroxyethoxy)ethoxy)ethoxy)carbonyl)-1-piperazinyl)-N,N-dimethylphosphonamidate) RNA"
,DB06016,,"trans-N-{4-[2-[4-(2,3-dichlorophenyl)piperazine-1-yl]ethyl]cyclohexyl}-N’,N’-dimethylurea hydrochloride"
,DB06083,,Benvitimod
,DB06087,,Friulimycin B
,DB07361,,"1-(3-chlorophenyl)-3-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}urea"
,DB06144,,Sertindolum
,DB06145,,Spiramycin A
,DB06147,,Sulphathiazole
,DB06148,,Mianseryna
,DB06149,,teicoplaninum
,DB06150,,Sulphadimethoxine
,DB05436,,NAC
,DB06152,,Bupheninum
,DB06153,,Pizotyline
,DB06154,,tetranitrato de pentaeritritilo
,DB06157,,ST-2744
,DB06159,,RF-2000
,DB06160,,desquinolone
,DB06162,,Gomiliximab
,DB06163,,BGC-9331
,DB06168,,ACZ885
,DB06174,,CB3304
,DB06176,,chromodax
,DB06178,,PT-523
,DB06182,,PT-100
,DB03743,,Immucillin-H
,DB06186,,MOAB-CTLA-4
,DB06187,,LDC-300 or LdC
,DB06192,,TheraCIM h-R3
,DB06193,,PIX
,DB06194,,BXL628
,DB06195,,R-roscovitine
,DB06196,,HOE 140 
,DB06197,,TBC 1269
,DB06198,,MIV-310
,DB06201,,Xilep 
,DB06202,,"(-)-cis-5,6,7,8-Tetrahydro-6-phenyl-5-(p-(2-(1-pyrrolidinyl)ethoxy)phenyl)-2-naphthol"
,DB06203,,SYR-322
,DB06205,,Vorhyaluronidase alfa
,DB06207,,Urief
,DB06209,,Prasugrel
,DB06210,,Eltrombopagum
,DB06213,,Regadenoson anhydrous
,DB06215,,Ferumoxytol non-stoichiometric magnetite
,DB06217,,RSD1235
,DB06218,,Harkoseride
,DB06219,,dalbavancin B0
,DB06224,,ISIS-2302
,DB06226,,Nelipepimut S
,DB06229,,"R 79,598"
,DB06233,,Deforolimus
,DB13081,,DMXAA
,DB06236,,B-L-Fd4C
,DB06237,,(S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide
,DB06241,,IDEC-151
,DB06243,,α-difluoromethylornithine
,DB06244,,fibroblast growth factor (FGF-2)
,DB06246,,sulindac sulfone
,DB06250,,HE 2500
,DB06253,,Thioctic acid tromethamine
,DB06255,,Incadronate
,DB06260,,Vasoactive intestinal octacosapeptide (swine)
,DB06261,,"Pentanoic acid, 5-amino-4-oxo-, hexyl ester, hydrochloride"
,DB06262,,L-threo-dihydroxyphenylserine
,DB03762,,lonidaminum
,DB06267,,Udenafil
,DB06268,,Sitaxsentan
,DB06273,,Atlizumab
,DB06274,,Anhydrous alvimopan
,DB06281,,"CP 529,414"
,DB06282,,2-(2-{4-[(R)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid
,DB05581,,Teriparatide recombinant human
,DB06287,,42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin
,DB06288,,Amisulpridum
,DB06292,,"(2S,3R,4R,5S,6R)-2-(4-Chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"
,DB06305,,Sphingomab
,DB06310,,anti-RSV Mab
,DB06317,,"Immunoglobulin G1, anti-(human SLAM family member 7 (CD2-like receptor activating cytotoxic cells, CD319 antigen)), humanized mouse monoclonal HuLuc63 gamma-1 heavy chain (222-214')-disulfide with humanized mouse monoclonal HuLuc63 kappa light chain (228-228'';231-231'')-bisdisulfide dimer"
,DB06331,,DMPEN
,DB06334,,Chidamide
,DB06335,,Saxagliptin anhydrous
,DB06342,,Anti-CD19 humanized monoclonal antibody conjugated to DM4
,DB06354,,"NGX424,NGX426"
,DB06361,,rsPSMA
,DB06362,,XL 119
,DB06366,,rhuMAb-2C4
,DB06368,,MCC-478)
,DB06372,,interleukin-1 (IL-1) trap
,DB05621,,LAB CGRP
,DB06395,,abafunginum
,DB06399,,TACI-Ig
,DB06401,,bazedoxifene/conjugated estrogens
,DB06402,,Telavancinum
,DB06403,,"(2S)-2-[(4,6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3,3-diphenylpropanoic acid"
,DB06404,,Plasma protease C1 inhibitor
,DB06408,,viramidine
,DB06410,,Doxercalciferolum
,DB06412,,Oxymetholonum
,DB06413,,R-modafinil
,DB06415,,Calf lung surfactant extract (CLSE)
,DB06420,,AR-522
,DB06422,,(+)-norcisapride
,DB06433,,FMdC
,DB06441,,"[dichloro-[[[(2R,3S,4R,5R)-3,4-dihydroxy-5-[6-(2-methylsulfanylethylamino)-2-(3,3,3-trifluoropropylsulfanyl)purin-9-yl]oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]methyl]phosphonic acid"
,DB06444,,Sinnabidol
,DB06451,,ISIS-3521
,DB06454,,neuroleptic
,DB06455,,reminertant
,DB06457,,norastemizole
,DB06461,,MSI-1246
,DB06467,,SMART 1D10
,DB06471,,"8-((2S,5,6-exo)-5,6-epoxy-2-norbonyl)-1,3-dipropylxanthine"
,DB06492,,APT070
,DB06495,,R-HTBP-1
,DB06506,,BAYx3702
,DB06515,,RTX
,DB06525,,CHF 2819
,DB06527,,NC-531
,DB06532,,DB-289
,DB06538,,NAD-299
,DB06545,,ABX-CBL
,DB06548,,Minodronate
,DB06549,,RMP-7
,DB06554,,THIP
,DB06556,,E2F Decoy
,DB06559,,rM-CSF
,DB06568,,αHGA
,DB06576,,Baminercept alfa
,DB06580,,MBI-3253
,DB06581,,YK-FH312
,DB06582,,R-tofisopam
,DB06585,,JP-1730
,DB06587,,GM-611
,DB06588,,NV-196
,DB06589,,Pazopanibum
,DB06590,,Ceftarolinum fosamilum
,DB06594,,Valdoxan
,DB06595,,4'-N-benzoylstaurosporine
,DB06599,,TRAIL-R2
,DB06603,,panobinostat
,DB07828,,apixabanum
,DB06610,,MBI 226
,DB06611,,sTNF-R1
,DB03655,,Peramivir anhydrous
,DB06616,,SKI 606
,DB06619,,DAPD
,DB06620,,DAB-452
,DB06623,,Flupirtine
,DB06626,,axitinibum
,DB06637,,P-Aminopyridine
,DB06638,,Itarnafloxin
,DB06642,,Cand5
,DB06647,,Eos200-4
,DB06649,,Ralfinamide
,DB06650,,Ofatumumabum
,DB06655,,NNC 90-1170
,DB06656,,"4-Amino-1-((2R,3R,4R,5R)-4-ethynyl-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl)pyrimidin-2-one"
,DB06657,,TVP-1901
,DB06659,,tin ethyl etiopurpurin
,DB06663,,Pasireotidum
,DB06667,,glucocerebrosidase
,DB06678,,"(S)-1,2,3,4,10,14b-hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)(2)benzazepine"
,DB06679,,K2tu-PA
,DB06682,,AZD 3582
,DB06683,,L-FMAU
,DB06684,,Vilazodonum
,DB06685,,SAIK-MS
,DB06688,,Sipuleucel-T
,DB06689,,Oldamin
,DB06690,,Nitrious oxide
,DB06691,,Pyrilamine
,DB06692,,"Trypsin Inhibitor, Pancreatic Basic"
,DB06693,,mevastatinum
,DB06694,,Xylomethazoline
,DB06695,,Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate
,DB06696,,Haberacin
,DB06697,,SM-224
,DB06698,,N-Methyl-2-pyridineethanamine
,DB06700,,ODV
,DB06701,,Dexmethylphenidate
,DB06702,,Fesoterodine
,DB06703,,"gadolinium(III) 2,2',2''-(10-((2R,3S )-1,3,4-trihydroxybutan-2-yl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl)triacetate"
,DB09497,,mIBG
,DB06705,,Gadofosveset
,DB06706,,Isometheptene
,DB06707,,Neo-cobefrin
,DB06708,,dl-Benflumelol
,DB06709,,Methacholine
,DB06710,,Metiltestosterona
,DB06711,,Nafazolin
,DB06712,,Nivadil
,DB06713,,Norplant 3-oxime
,DB06715,,Potassium iodide
,DB05279,,Fospropofol
,DB06717,,"L-758,298"
,DB06718,,androstanazole
,DB06719,,Tiloryth
,DB05543,,Imiglucerase
,DB06723,,Dried aluminum hydroxide gel
,DB06724,,Precipitated calcium carbonate
,DB06725,,Lornoxicamum
,DB06726,,Bufuralolum
,DB06727,,Sparteinum sulfuricum
,DB06728,,Trimethoprim specified impurity K
,DB06729,,Sulphaphenazole
,DB06730,,SH b 331
,DB06731,,(S)-norfluoxetine
,DB06732,,beta-NF
,DB06734,,Setamycin
,DB06735,,trans-Clomiphene
,DB06736,,"glycolic acid [o-(2,6-dichloroanilino)phenyl]acetate ester"
,DB06737,,Zaltoprofenum
,DB06738,,Ketorax
,DB06740,,"2-[4-(1,1-Dimethylethyl)cyclohexyl]-3-hydroxy-1,4-naphthalenedione"
,DB06742,,"trans-4-((2-Amino-3,5-dibromobenzyl)amino)cyclohexanol"
,DB06743,,Ginkgolide a
,DB06748,,ginsenoside Rb2
,DB06749,,Sanchinoside E1
,DB06750,,Sanchinoside C1
,DB06751,,Drotin
,DB06755,,β-Karotin
,DB06756,,trimethylglycocoll
,DB06762,,Pinacidil anhydrous
,DB06764,,Tetryzolinum
,DB06766,,Vilasta
,DB06768,,Lactic acid ammonium salt
,DB06769,,Ribomustine
,DB06770,,Phenylmethyl alcohol
,DB06772,,XRP6258
,DB06773,,"Calcitonin, human synthetic"
,DB05318,,trans-8-Methyl-N-vanillyl-6-nonenamide
,DB06775,,Ureidoglutaric acid
,DB06776,,Cellulose sodium phosphate
,DB06777,,Gallodesoxycholic acid
,DB06778,,"Cupric sulphate, anhydrous"
,DB06779,,alpha-heparin
,DB06780,,DOCA
,DB06781,,Difluoroprednisolone butyrate acetate
,DB06782,,Sulfactin
,DB09538,,Prussian blue insoluble
,DB09412,,Gallium-67 Citrate
,DB06786,,Halcinonidum
,DB06788,,L-pyroglutamyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-D-Nim-benzyl-histidyl-L-leucyl-L-arginyl-L-proline ethylamide
,DB06789,,Primolut depot
,DB06792,,Lanthanum(3+) carbonate
,DB06793,,(l)-Propoxyphene
,DB06794,,"N,N'-(2-chloro-5-cyano-m-phenylene)dioxamate"
,DB06795,,Maphenidum
,DB06797,,Mebutamatum
,DB06146,,methenaminum
,DB06800,,MNTX
,DB06801,,Octanoic acid 1-monoglyceride
,DB06802,,Nepafenacum
,DB06804,,Tergitol NP9
,DB06807,,Phenyl PAS
,DB06810,,Plicamycinum
,DB06811,,Polyoxyl 9 lauryl ether
,DB06812,,Povidone iodine
,DB05527,,Pralatrexatum
,DB06814,,Protoquilol
,DB06815,,Pyridinethiol N-oxide
,DB12600,,ω-phenylbutyric acid
,DB06821,,Sulfametoxydiazinum
,DB06822,,Tinzaparin sodium
,DB06823,,α-MPG
,DB06824,,Trientine
,DB06825,,triptorelinum
,DB06826,,"13,14-dihydro-15-keto-20-ethyl PGF2α"
,DB07232,,2-((2R)-2-methylpyrrolidin-2-yl)-1H-benzimidazole-4-carboxamide
,DB07348,,Synergisidin
,DB07371,,3-(10-METHYL-ANTHRACEN-9-YL)-PROPIONIC ACID
,DB07379,,Aminopurvalanol
,DB03954,,2-PHENYL-LACTIC ACID
,DB07402,,Azapropazone
,DB07419,,CCTH-methylpropionamide
,DB07447,,etiocholan-17-beta-ol-3-one
,DB07565,,Chloramphenicol hemisuccinate
,DB07615,,tranilastum
,DB07637,,"3,5-dibromo-L-tyrosine"
,DB07706,,2-OH-Estradiol
,DB12653,,Schuttgelb
,DB07720,,"(1R,2R,4S)-epibatidine"
,DB07744,,Z-VAD-FMK
,DB11139,,Flavon
,DB13079,,"Isopropyl (2S)-3,4-dihydro-7-methoxy-2-((methylthio)methyl)-3-thioxo-1(2H)-quinoxalinecarboxylate"
,DB07899,,N2-Acetyl-N-[(2S)-5-chloro-3-oxo-1-phenyl-2-pentanyl]-L-alaninamide
,DB08959,,Synoestrolum
,DB12801,,"(3aS,4R,9bR)-4-(4-Hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta(c)(1) benzopyran-8-ol"
,DB07954,,IBMX
,DB07965,,6-(Cyclohexylamino)-9-[2-(4-methyl-1-piperazinyl)ethyl]-9H-purine-2-carbonitrile
,DB07996,,1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine
,DB08059,,Wartmannin
,DB12603,,"7-methoxy-4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methoxy]quinoline"
,DB08089,,"6-(Bis-(2,2,2-trifluoroethyl)amino)-4-trifluoromethyl-1H-quinolin-2-one"
,DB08167,,Methylene blue cation
,DB12488,,6-benzyl-1-(ethoxymethyl)-5-(1-methylethyl)uracil
,DB08231,,Tetradecanoic acid
,DB08276,,N-methyl O-nitrophenyl aminoethyldiphosphate beryllium trifluoride
,DB08329,,Sultiame
,DB08332,,[2'-CARBOXYLETHYL]-10-METHYL-ANTHRACENE ENDOPEROXIDE
,DB08374,,Phenylalanylmethylchloride
,DB08377,,p-nitrophenyl phosphonobutanoyl D-alanine
,DB12502,,"2-(4-{(3S,5S)-5-[(3,3-difluoropyrrolidin-1-yl)carbonyl]pyrrolidin-3-yl}piperazin-1-yl)pyrimidine"
,DB12735,,PhIP
,DB08411,,p-nitrophenyl phosphonobutanoyl L-alanine
,DB08455,,"(2E,4E,6E,8E)-9-(4-Hydroxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid"
,DB08472,,(R)-Prozac
,DB08496,,"R,R-Warfarin alcohol"
,DB06456,,Capravirine
,DB08544,,(S)-Prozac
,DB08604,,Triclosanum
,DB08619,,Testosterone-17-succinate
,DB12828,,O-chloroacetylcarbamoylfumagillol
,DB05577,,1-Chloro-N-(hydroxyformylmethyl-4-hydroxyisoquinoline-3-carboxamide
,DB08711,,"Vanillic acid, methyl ester"
,DB08794,,Ethyldicoumarol
,DB08795,,D-(-)-(alpha-Azidobenzyl)penicillin
,DB08796,,Pipazetate
,DB08797,,Salicylic acid amide
,DB08798,,Sulphamoxole
,DB08799,,Antazoline
,DB07523,,Halopyramine
,DB08801,,Dimethindene
,DB08802,,Actapront
,DB08803,,Thymazen
,DB08804,,Nandrolone 17β-decanoate
,DB08805,,Metiamidum
,DB08806,,Pifatidine
,DB08807,,Sandonorm
,DB08808,,Bupranol
,DB08809,,dichloroacetate
,DB08810,,Paxapride
,DB08811,,Tofizopam
,DB08814,,Triflusal
,DB08815,,Lurasidonum
,DB04902,,"(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-D)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol"
,DB08818,,Hyaluronate
,DB08819,,AFP-168
,DB05989,,"N-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide"
,DB05358,,Azilsartanum medoxomilum
,DB08823,,XDE-105
,DB09548,,ioflupanum (123I)
,DB08826,,PL-1
,DB08827,,BMS 201038
,DB08828,,Vismodegibum
,DB08830,,oxidized vitamin C
,DB08831,,D-arabino-2-desoxyhexose
,DB08834,,Ursodeoxycholyltaurine
,DB08835,,N-Acetyl-L-β-aspartyl-L-glutamic acid
,DB08836,,Temocaprilum
,DB08838,,N-(4-aminobutyl)guanidine
,DB08839,,thrombotonin
,DB08842,,O-Acetylcarnitine
,DB08843,,"9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine"
,EXPT03202,,Urate
,EXPT00137,,α-Ketoglutarate
,DB08468,,"2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione"
,DB08847,,trans-4-Hydroxy-L-proline
,DB08855,,LTC4
,DB08856,,L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-D-leucine
,DB06514,,Pitavastatinum
,DB08861,,"L-tyrosyl-3-mercapto-D-valylglycyl-L-phenylalanyl-3-mercapto-D-valine, cyclic (2-5)-disulfide"
,DB08862,,Pancreozymin
,DB05083,,"4-{[4-({4-[(E)-2-cyanovinyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile"
,DB08700,,Crizotinibum
,DB08868,,Fingolimodum
,DB08869,,N-[(3E)-1-oxo-3-hexenyl]Somatoliberin (human pancreatic islet)
,DB08870,,cAC10-vcMMAE
,DB04922,,Gabapentinum enacarbilum
,DB08874,,Tiacumicin B
,DB08876,,prGCD
,DB08877,,INCB424
,DB08878,,Pteramina
,DB03805,,Teriflunomidum
,DB05238,,BRAF(V600E) Kinase Inhibitor RO5185426
,DB08882,,Trajenta
,DB08883,,Perampanelum
,DB08884,,Gd-EOB-DTPA
,DB08885,,Ziv-Aflibercept 
,DB08886,,L-asparaginase (Erwinia)
,DB06291,,Timnodonic acid ethyl ester
,DB05028,,Recombinant human microplasmin
,DB05566,,"L-Cysteinyl-L-cysteinyl-L-alpha-glutamyl-L-tyrosyl-L-cysteinyl-L-cysteinyl-L-asparaginyl-L-prolyl-L-alanyl-L-cysteinyl-L-threonylglycyl-L-cysteinyl-L-tyrosine cyclic (1->6),(2->10),(5->13)-tris(disulfide)"
,DB08891,,(R)-Baclofen
,DB08894,,Hematide
,DB08183,,Tofacitinibum
,DB08896,,Regorafenibum
,DB08897,,Aclidinium
,DB08898,,Pteroylmonoglutamic acid hydrolase G2
,DB08900,,Teduglutide Recombinant
,DB06300,,Ponatinibum
,DB05872,,PA mAb
,DB08903,,TMC207
,DB08905,,Formestanum
,DB08906,,Furoato de fluticasona
,DB08907,,Canagliflozin anhydrous
,DB08908,,trans-Butenedioic acid dimethyl ester
,DB06170,,GT4P
,DB08911,,Trametinibum
,DB08912,,Dabrafenib
,DB09566,,Radium-223 dichloride
,DB08916,,Afatinibum
,DB08917,,VIT 45
,DB08918,,"(1S,2R)-milnacipran"
,DB08921,,D-limonene
,DB08922,,SM-9018
,DB08924,,Amphecloral
,DB08926,,Bentrofene
,DB08928,,Arsthinenol
,DB08931,,Riociguatum
,DB08932,,Macitentanum
,DB08934,,"S)-Isopropyl 2-((S)-(((2R,3R,4R,5R)-5-(2,4-dioxo-3,4- dihydropyrimidin-1(2H)-yl)-4-fluoro-3-hydroxy-4-methyltetrahydrofuran-2-yl)methoxy)- (phenoxy)phosphorylamino)propanoate"
,DB08935,,Afutuzumab
,DB08936,,Clorciclizina
,DB08938,,Monalium hydrate
,DB08940,,ketophenylbutazone
,DB08945,,Acidum iotroxicum
,DB08946,,Iodopanoic acid
,DB08948,,Triomiro
,DB08949,,myo-inositol hexanicotinate
,DB08950,,Indoramine
,DB08956,,5β-dihydrodeoxycorticosterone
,DB08958,,Hexétidine
,DB08960,,"N,N,N,N',N',N'-hexamethylhexane-1,6-diaminium"
,DB08961,,azosemidum
,DB08962,,Glibornuridum
,DB08964,,SC-37681
,DB08968,,PB-89 [as hydrochloride]
,DB08969,,Flurotyl
,DB08973,,Flucloronide
,DB08979,,Eurespal
,DB08981,,"gamma-oxo(1,1'-Biphenyl)-4-butanoic acid"
,DB08983,,Etofibrate
,DB08984,,Etofenamate
,DB08988,,Etoheptazina
,DB08989,,Ethamivan
,DB08990,,Éprazinone
,DB08991,,Polihexanid
,DB08992,,Eperisonum
,DB08993,,Tuberactinomycin N 
,DB08994,,"2,2'-(4,5-Diphenyloxazol-2-ylazanediyl)diethanol"
,DB08995,,Diosmine
,DB08996,,Miroistonil
,DB09001,,Barbexaclonum 
,DB09003,,Y-4153 [as hydrochloride]
