approved,country,dosage-form,dpd-id,ema-product-code,ema-product-number,ended-marketing-on,fda-application-number,generic,labeller,name,ncd-id,ncd-product-code,over-the-counter,route,source,started-marketing-on,strngth
False,US,Lotion,,,,2017-06-20,,False,YS PLUS CORPORATION,ObagiGentle Rejuvenati Gentle Rejuvenation,,69269-840,True,Topical,FDA NDC,2014-10-01,
False,US,Lotion,,,,2017-06-20,,False,YS PLUS CORPORATION,ObagiGentle Rejuvenati Gentle Rejuvenation,,69269-840,True,Topical,FDA NDC,2014-10-01,
True,Canada,Aerosol,00723886,,,1998-07-08,,False,"Medtech Laboratories, Inc.",New Skin Clear Spray Bandage,,,True,Topical,DPD,1969-12-31,
False,US,Capsule,,,,,,False,"Home Aide Diganostics, Inc.",Co-Veratrol,,69379-400,False,Oral,FDA NDC,2015-08-01,
False,,,,,,,,False,,,,,False,,,,
False,US,Powder,,,,,,False,"General Bio Co., Ltd.",Vfb Bio Peel,,69422-2001,True,Topical,FDA NDC,2014-12-09,6.5 mg/g
False,US,Powder,,,,,,False,"Sella Natural Cosmetics Co.,Ltd.",Sella Natural Volcanic Ash Mud Mask,,69603-1301,True,Topical,FDA NDC,2015-02-11,34.1 g/100g
True,US,Solution,,,,,part348,False,Genuine Drugs,Balsang Pain Relief,,69666-962,True,Topical,FDA NDC,2015-04-20,
True,US,Cream,,,,,part348,False,Med Zone Products Llc,PainZone,,70338-641,True,Topical,FDA NDC,2016-07-01,
False,US,Cream,,,,2016-01-12,,False,"Biocellerex, Inc.","QBx (formerly known as PHI-5, K041059)",,69801-102,False,Topical,FDA NDC,2015-07-14,
False,US,Tablet,,,,,,False,Virtus Pharmaceuticals,Vp-ggr-B6,,76439-233,False,Oral,FDA NDC,2013-06-13,
False,US,Powder,,,,2017-08-11,,False,Wow Ventures,Sebum Out Finish Pact,,69894-260,True,Topical,FDA NDC,2015-05-01,.47 g/9.5g
True,US,Liquid,,,,,part356,False,"NINGBO JIANGBEI OCEAN STAR TRADING CO.,LTD",Hand Sanitizer,,47993-204,True,Topical,FDA NDC,2016-09-26,
False,US,Lotion,,,,,,False,Le Blen Beauty Inc,Le-Blen Vitamin C Serum,,72271-103,True,Topical,FDA NDC,2018-04-24,
False,US,Liquid,,,,,,False,"Onsaemiro Co.,Ltd.",SOROCI Calming Essence,,71498-040,True,Topical,FDA NDC,2017-12-01,.03 g/30mL
False,US,Shampoo,,,,,,False,Handock Cosmetics Inc,MSM (MoSaengMo),,76369-4001,True,Topical,FDA NDC,2011-08-30,.4 mL/200mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02240554,,,,,False,Ashbury Research Corporation,Evening Primrose Oil With Vitamin E,,,True,Oral,DPD,,
True,Canada,Lozenge,00864196,,,1996-09-10,,False,Labs Valda,Valda Pastilles Lemon Flavoured,,,True,Oral,DPD,1992-12-31,
False,US,Granule,,,,,,False,"Biogenicskorea Co., Ltd",Kimchi Lactobacillus 2000,,70130-003,True,Oral,FDA NDC,2015-11-11,.08 g/1.5g
True,US,Liniment,,,,,part334,False,Borisovskiy Zavod Medicinskikh Preparatov Jsc,Balsamic Liniment,,16638-042,True,Topical,FDA NDC,2000-12-22,
True,US,Kit,,,,,NDA207947,False,Actelion,UPTRAVI Titration Pack,,66215-628,False,,FDA NDC,2015-12-21,
True,Canada,Capsule,02458136,,,,,False,Hoffmann La Roche,Alecensaro,,,False,Oral,DPD,2016-10-14,150 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Powder,00026069,,,2003-07-29,,False,Purdue Pharma,X Prep Powder 3.5gm,,,True,Oral,DPD,1960-12-31,3.5 g
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Ointment,00167983,,,2009-08-04,,False,Rougier Pharma Division Of Ratiopharm Inc,Rhino-vaccin,,,True,Nasal,DPD,1951-12-31,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,US,Spray,,,,2018-04-30,,False,Mylan Institutional,Proderm,,51079-622,True,Topical,FDA NDC,2012-09-26,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA207988,False,Astra Zeneca Lp,Zurampic,,0310-1475,False,Oral,FDA NDC,2015-12-22,200 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02469596,,,,,False,Alexion Pharma Gmbh,Kanuma,,,False,Intravenous,DPD,2018-04-05,2 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, solution",,,,,BLA125521,False,Eli Lilly & Co. Ltd.,Taltz,,0002-7724,False,Subcutaneous,FDA NDC,2016-03-22,80 mg/mL
True,Canada,Cream,02266490,,,,,False,Fairtrade International Co. Ltd.,Zarina Skin Lightening Cream With Sunscreening Filter,,,True,Topical,DPD,,
True,US,Solution,,,,,BLA103980,False,Baxter Laboratories,TISSEEL Frozen,,0944-8402,False,Topical,FDA NDC,1998-05-01,
True,Canada,"Powder, for solution",02339277,,,,,False,Mallinckrodt Hospital Products Inc,Recothrom,,,False,Topical,DPD,2010-03-24,6000 unit
True,US,Liquid,,,,,part350,False,Zermat Internacional,Zermat Xtreme Roll-On Antiperspirant Deodorant,,15828-207,True,Topical,FDA NDC,2013-03-16,10 g/100g
True,US,"Tablet, film coated",,,,,NDA208261,False,Merck Sharp & Dohme Limited,Zepatier,,0006-3074,False,Oral,FDA NDC,2016-01-28,
True,US,"Tablet, film coated",,,,,NDA208261,False,Merck Sharp & Dohme Limited,Zepatier,,0006-3074,False,Oral,FDA NDC,2016-01-28,
False,US,"Injection, solution",,,,2017-06-27,,False,Akorn,Indigo Carmine,,17478-808,False,Intramuscular; Intravenous,FDA NDC,2013-03-22,8 mg/mL
True,US,Suppository,,,,,part346,False,Rugby,Rugby Hemorrhoidal,,0536-1389,True,Rectal,FDA NDC,2001-04-23,
True,Canada,Liquid,00505730,,,2002-05-14,,False,Merit Industries Inc.,Ti Lub Shower & Bath Oil,,,True,Topical,DPD,1980-12-31,91 %
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA208573,False,Abbvie,Venclexta,,0074-0576,False,Oral,FDA NDC,2016-04-11,100 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,Gel,00026190,,,2002-07-30,,False,Purdue Pharma,Teejel Gel,,,True,Dental; Topical,DPD,1965-12-31,
True,Canada,Liquid,00134228,,,1996-09-09,,False,"Merrell Pharms Inc., Division Of Merrell Dow (Can)",Alertonic,,,False,Oral,DPD,1967-12-31,
True,Canada,Lotion,02289393,,,,,False,Vichy Canada,Ultra-fluid Sun Protection SPF 30,,,True,Topical,DPD,2008-04-25,
True,Canada,Capsule,02452294,,,,,False,Bristol Myers Squibb,Sunvepra,,,False,Oral,DPD,2016-04-22,100 mg
True,Canada,Syrup,00550477,,,2017-04-04,,True,Teva,Ratio-calmydone,,,False,Oral,DPD,1981-12-31,
True,Canada,Gas,00823066,,,,,False,"Praxair, Inc.",Lung Diffusion Test Mixture Gas,,,False,Respiratory (inhalation),DPD,1997-05-02,
True,Canada,Gas,00588075,,,,,False,"Praxair, Inc.",Lung Diffusion Test Mix No Ne Co,,,False,Respiratory (inhalation),DPD,1968-12-31,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02454130,,,,,False,Aralez Pharmaceuticals Trading Dac,Blexten,,,False,Oral,DPD,2016-12-02,20 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Dressing,00206857,,,1996-09-20,,False,"Wallace, Cameron and Company Ltd.",Ultra Solugauze,,,True,Topical,DPD,1992-11-16,.15 %
True,US,"Injection, solution",,,,,BLA761034,False,"Genentech, Inc.",Tecentriq,,50242-917,False,Intravenous,FDA NDC,2016-05-18,1200 mg/20mL
True,US,"Injection, solution",,,,,ANDA207548,True,Amneal Biosciences Llc,Levoleucovorin Calcium,,70121-1572,False,Intravenous,FDA NDC,2017-09-08,10 mg/mL
True,Canada,Solution,02302608,,,,,False,Saol Therapeutics Research Limited,Winrho Sdf,,,False,Intramuscular; Intravenous,DPD,,15000 unit
True,Canada,"Powder, for solution",02020580,,,1998-09-25,,False,Miles Inc.   Pharmaceutical Division,Thrombate III Pws IV 500iu/vial,,,False,Intravenous,DPD,1995-12-31,500 unit
True,US,Poultice,,,,,part347,False,E House Korea Holdings International,Warm Sap Patch,,50387-200,True,Topical,FDA NDC,2010-01-15,3.16 g/4g
True,US,Cream,,,,,part356,False,"Tonymoly Co., Ltd.",TONYMOLY Intense Care Gold Syn-Ake Wrinkle Cream,,59078-144,True,Topical,FDA NDC,2016-01-14,
True,US,"Injection, solution",,,,2017-06-20,BLA103941,False,A S Medication Solutions,Tubersol,,50090-1668,False,Intradermal,FDA NDC,1956-08-15,5 [iU]/.1mL
True,US,Liquid,,,,2018-10-31,part349,False,The Mentholatum Company,Rohto Hydra,,10742-8148,True,Ophthalmic,FDA NDC,2011-01-03,6 mg/mL
True,Canada,"Powder, for solution",02267667,,,,,False,Glaxosmithkline Inc,RabAvert,,,False,Intramuscular,DPD,2005-05-16,2.5 unit
True,Canada,Solution,02379619,,,,,False,Grifols Therapeutics Inc.,HyperTET S/D,,,False,Intramuscular,DPD,,250 unit
True,Canada,Liquid,00532525,,,2000-08-24,,False,"Lab Valmo EnregistrÉ, Division Of Technilab Inc.",Teinture De Myrrhe,,,True,Dental; Topical,DPD,1982-12-31,20 g
True,Canada,"Powder, for solution",02447401,,,,,False,Baxalta Canada Corporation,Obizur,,,False,Intravenous,DPD,2016-11-30,500 unit
True,Canada,"Kit; Powder, for solution",02430312,,,,,False,Bioverativ Canada Inc,Eloctate,,,False,Intravenous,DPD,2016-01-15,750 unit
True,US,Kit,,,,,BLA125444,False,Biogen,Alprolix,,64406-966,False,Intravenous,FDA NDC,2016-02-18,
True,Canada,Solution / drops,01987577,,,1999-08-11,,False,Hoechst Roussel Canada Inc.,Cophylac Drops,,,False,Oral,DPD,1993-12-31,
True,Canada,Solution / drops,01987577,,,1999-08-11,,False,Hoechst Roussel Canada Inc.,Cophylac Drops,,,False,Oral,DPD,1993-12-31,
True,Canada,Solution,02471027,,,,,False,Shire Pharma Canada Ulc,Xiidra,,,False,Ophthalmic,DPD,2018-02-12,5 %
True,US,"Tablet, film coated",,,,,NDA209195,False,Gilead Sciences,Vosevi,,61958-2401,False,Oral,FDA NDC,2017-07-18,
True,Canada,Solution,02456478,,,,,False,Pediapharm Inc,Rupall,,,False,Oral,DPD,2017-01-20,1 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Kit,02243342,,,2016-08-02,,False,Cangene Corporation,Varizig,,,False,Intramuscular; Intravenous,DPD,2006-02-13,125 unit
True,Canada,Tablet,02162148,,,2016-08-02,,False,Novartis,Dycholium Tablet 300mg,,,True,Oral,DPD,1996-09-06,300 mg
False,,,,,,,,False,,,,,False,,,,
False,EU,"Injection, solution",,EMEA/H/C/000372,EU/1/02/211/012,2009-04-23,,False,Shire Pharmaceutical Contracts Limited,Dynepo,,,False,Intravenous; Subcutaneous,EMA,2002-03-18,8000 IU
False,,,,,,,,False,,,,,False,,,,
True,EU,"Injection, powder, for solution",,EMEA/H/C/000206,EU/1/99/097/001,,,False,Boehringer Ingelheim,Beromun,,,False,,EMA,1999-04-13,1 mg/5ml
True,Canada,Suspension,02237548,,,,,False,Glaxosmithkline Inc,Twinrix Junior,,,False,Intramuscular,DPD,1998-11-06,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,EU,"Injection, solution",,EMEA/H/C/000318,EU/1/01/197/005,,,False,Biolitec Pharma Ltd,Foscan,,,False,Intravenous,EMA,2001-10-24,1 mg/ml
False,EU,,,EMEA/H/C/000293,EU/1/01/179/001,2016-07-27,,False,Olympus Biotech International Limited,Osigraft,,,False,,EMA,2001-05-17,3.3 mg
True,EU,Capsule,,EMEA/H/C/002790,EU/1/15/1066/003,,,False,"Bial   Portela & Cª, S.A.",Ongentys,,,False,Oral,EMA,2016-06-24,50 mg
False,,,,,,,,False,,,,,False,,,,
False,EU,Granule,,EMEA/H/C/002377,EU/1/12/804/016,2015-04-01,,False,Mitsubishi Pharma Europe Ltd,Bindren,,,False,Oral,EMA,2013-01-21,3 g
True,EU,Solution,,EMEA/H/C/000920,EU/1/09/533/003,,,False,Orphan Europe S.A.R.L.,Vedrop,,,False,Oral,EMA,2009-07-24,50 mg/mL
False,,,,,,,,False,,,,,False,,,,
True,EU,"Tablet, film coated",,EMEA/H/C/002552,EU/1/13/875/004,,,False,Otsuka Novel Products Gmb H,Deltyba,,,False,Oral,EMA,2014-04-28,50 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,EU,"Injection, solution, concentrate",,EMEA/H/C/000983,EU/1/09/550/001,,,False,Pierre Fabre Médicament,Javlor,,,False,Intravenous,EMA,2009-09-21,25 mg/ml
True,EU,"Tablet, film coated",,EMEA/H/C/002616,EU/1/15/1068/002,,,False,Bioprojet Pharma,Wakix,,,False,Oral,EMA,2016-03-31,18 mg
False,,,,,,,,False,,,,,False,,,,
True,EU,Capsule,,EMEA/H/C/002294,EU/1/11/717/002,,,False,Pfizer,Vyndaqel,,,False,Oral,EMA,2011-11-16,20 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Solution / drops,,,,,NDA207795,False,Bauch & Lomb Incorporated,Vyzulta,,24208-504,False,Ophthalmic,FDA NDC,2017-11-02,.24 mg/mL
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Tablet,,,,,NDA208854,False,Purdue Pharma LP,Symproic,,59011-523,False,Oral,FDA NDC,2017-03-23,.2 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Capsule, gelatin coated",,,,,,False,Astra Zeneca Lp,Calquence,,0310-0512,False,Oral,FDA NDC,2017-10-31,100 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,US,Patch,,,,2019-12-31,,False,Bhmbg Global Branding Inc.,HydroGold 9,,72154-0300,True,Topical,FDA NDC,2018-03-09,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, solution",,,,,BLA761069,False,Astra Zeneca Lp,Imfinzi,,0310-4611,False,Intravenous,FDA NDC,2017-05-01,500 mg/10mL
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Kit,,,,,NDA209935,False,Novartis,Kisqali Femara Co-pack,,0078-0923,False,,FDA NDC,2017-05-04,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",02229102,,,2003-06-26,,False,"Berlex Laboratories, Inc.",Levovist - Pws IV (4g Granules /vial),,,False,Intravenous,DPD,1997-12-19,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02472988,,,,,False,Sanofi Aventis,Kevzara,,,False,Subcutaneous,DPD,,200 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Injection,,,,,BLA761032,False,Valeant Pharmaceuticals North America,Siliq,,0187-0004,False,Subcutaneous,FDA NDC,2017-02-15,210 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Capsule,,,,,NDA208447,False,"Tesaro, Inc.",Zejula,,69656-103,False,Oral,FDA NDC,2017-03-27,100 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Tablet,,,,,NDA210251,False,Gilead Sciences,Biktarvy,,61958-2501,False,Oral,FDA NDC,2018-02-07,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA207924,False,Eli Lilly & Co. Ltd.,Olumiant,,0002-4182,False,Oral,FDA NDC,2018-05-31,2 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA209805,False,Merck Sharp & Dohme Limited,Steglujan,,0006-5368,False,Oral,FDA NDC,2017-12-19,
True,US,Tablet,,,,,NDA208051,False,"Puma Biotechnology, Inc.",Nerlynx,,70437-240,False,Oral,FDA NDC,2017-07-17,40 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Injection,,,,,BLA761061,False,"Janssen Biotech, Inc.",Tremfya,,57894-640,False,Subcutaneous,FDA NDC,2017-07-13,100 mg/mL
True,US,Kit,,,,,NDA020314,False,Mallinckrodt Nuclear Medicine Llc,Octreoscan,,69945-050,False,,FDA NDC,2015-10-14,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Injection,,,,,NDA209360,False,La Jolla Pharmaceutical Company,Giapreza,,68547-501,False,Intravenous,FDA NDC,2018-02-05,2.5 mg/mL
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA210951,False,"Janssen, Lp",Erleada,,59676-600,False,Oral,FDA NDC,2018-02-14,60 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Capsule,,,,,NDA209241,False,"Neurocrine Biosciences, Inc.",Ingrezza,,70370-1080,False,Oral,FDA NDC,2017-10-04,80 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
