drugbank-id,kind,source,value
DB06766,Water Solubility,FDA Label,slightly solubility
DB06766,Boiling Point,# http://www.lookchem.com/Product_842767/CasNo_147084-10-4/Alcaftadine.html#.UXtC3Ct5N_k,556.247 °C at 760 mmHg.
DB06766,logP,# http://www.lookchem.com/Product_842767/CasNo_147084-10-4/Alcaftadine.html#.UXtC3Ct5N_k,3.202
DB06767,Melting Point,"NIOSH, 2016",350 ° C (Sublimes)
DB06767,Boiling Point,"NIOSH, 2016",Sublimes
DB06770,Water Solubility,# http://www.chemicalbook.com/ProductChemicalPropertiesCB3852587_EN.htm,"33 mg/mL, clear, colorless"
DB06770,Melting Point,# http://sitem.herts.ac.uk/aeru/footprint/en/Reports/953.htm.,"-15..2 °C, 258 K, 5 °F"
DB06770,Boiling Point,# http://sitem.herts.ac.uk/aeru/footprint/en/Reports/953.htm.,"205.3 °C, 478 K, 402 °F"
DB06770,logP,# http://sitem.herts.ac.uk/aeru/footprint/en/Reports/953.htm.,1.1
DB06770,pKa,# http://sitem.herts.ac.uk/aeru/footprint/en/Reports/953.htm.,15.4
DB05862,Water Solubility,MSDS ,Not soluble in water 
DB05862,pKa,MSDS ,6.0-7.0
DB06773,Water Solubility,'MSDS',1 mg/ml
DB06773,Molecular Weight,,3417.9
DB06773,Molecular Formula,,C151H226N40O45S3
DB05318,Water Solubility,MSDS,Insoluble in cold water
DB05318,Melting Point,MSDS,65
DB05318,Boiling Point,MSDS,210-220
DB06775,logP,MSDS,-1.097
DB06777,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",89.9 mg/L (at 20 °C)
DB06777,Melting Point,"Maeke, S. and Rambacher, P.; US. Patent 4,163,017; July 31,1979; assigned to Diamalt A.G.
(Germany).",168-171
DB06777,logP,SANGSTER (1993),4.15
DB06778,Water Solubility,MSDS,"Very soluble in hot water, soluble cold water"
DB06778,Melting Point,MSDS,590
DB06778,Boiling Point,MSDS,650
DB06781,Melting Point,"Ercoli, A. and Gardi, R.; U.S. Patent 3,780,177; December 18,1973; assigned to Warner-Lambert Co.",191-194
DB06782,Water Solubility,MERCK INDEX (1996),8.7E+004 mg/L
DB06782,Melting Point,PhysProp,< 25 °C
DB06782,Boiling Point,PhysProp,140 °C at 4.00E+01 mm Hg
DB06782,pKa,"SARGEANT,EP & DEMPSEY,B (1979)",8.62 (at 25 °C)
DB09538,Water Solubility,MSDS,Mostly insoluble in hot or cold water. 6 mg/mL at 25 deg C
DB06786,Melting Point,"U.S. Patent 3,892,857.",276-277
DB06787,Melting Point,"U.S. Patent 2,907,765.",203-204
DB06789,Melting Point,"U.S. Patent 2,753,360.",119-121
DB06792,Water Solubility,FDA Label,Practically insoluble.
DB06793,Water Solubility,"McFarland, and Raevsky O. Chem Inf Comput Sci. (2001)",3.32 mg/L at 25ºC
DB06793,Melting Point,The Merck Index. 9th edition. (1976),75-76ºC
DB06793,logP,EPA,4.11
DB06795,Melting Point,"U.S. Patent 2,288,531.",177
DB06797,Water Solubility,MERCK INDEX (1996),1000 mg/L
DB06797,Melting Point,"U.S. Patent 2,878,280.",77-79
DB06800,Water Solubility,MSDS ,≥5 mg/mL 
DB06800,logP,MSDS ,2.200
DB06803,Water Solubility,"TOMLIN,C (1997)",1.6 mg/L (at 20 °C)
DB06803,Melting Point,PhysProp,230 °C
DB06809,Water Solubility,MSDS,Soluble
DB06809,Melting Point,FDA label ,131.5 °C
DB06809,pKa,MSDS,6.0 - 7.5
DB06810,Melting Point,PhysProp,181.5 °C
DB06811,Water Solubility,http://ec.europa.eu/health/ph_risk/committees/04_sccp/docs/sccp_o_113.pdf,miscible 
DB06811,Melting Point,,33-36 °C
DB06811,Boiling Point,,615.857 °C at 760 mmHg
DB06811,logP,# http://www.chemicalize.org/structure/#!mol=polidocanol,3.94
DB06815,Water Solubility,MSDS,Soluble in cold water (Zinc salt)
DB06815,Boiling Point,MSDS,100  (Zinc salt)
DB12600,Water Solubility,MSDS,100mM
DB12600,Melting Point,MSDS,>150
DB06824,Water Solubility,MSDS,Soluble
DB06824,Melting Point,MSDS,12
DB06824,Boiling Point,MSDS,266
DB07402,Melting Point,"Molnar, I., Wagner-Jauregg,T., Jahn, U. and Mixich, G.; US. Patent 3,349,088; October 24,
1967; assigned to Siegfried AG, Switzerland
Molnar, I.,Wagner-Jauregg,T., Jahn, U. and Mixich, G.; US. Patent 3,482,024; December 2,
1969; assigned to Siegfried AG.",187
DB08959,Melting Point,"U.S. Patent 2,357,985; U.S. Patent 2,421,401.",185
DB08437,Water Solubility,http://www.fermentek.co.il/puromycin.htm,50mg/ml
DB08437,Melting Point,http://www.fermentek.co.il/puromycin.htm,168°C-182°C
DB08604,Melting Point,MSDS,55-57 °C
DB08604,Boiling Point,MSDS,120 °C
DB08604,pKa,"Merck Index 12:3, 2000",7.9
DB08792,logP,"DUTTA,H ET AL. (1988)",2.24
DB08794,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",153 mg/L (at 20 °C)
DB08794,Melting Point,"Rosicky, J.; U.S. Patent 2,482,511; September 20,1949; assigned to Spojene Farmaceuticke Zovody (Czechoslovakia).",153-154
DB08797,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2060 mg/L (at 25 °C)
DB08797,Melting Point,PhysProp,142 °C
DB08797,Boiling Point,PhysProp,181.5 °C
DB08797,logP,"HANSCH,C ET AL. (1995)",1.28
DB08797,pKa,"KORTUM,G ET AL (1961)",8.37 (at 20 °C)
DB08798,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1680 mg/L (at 20 °C)
DB08798,Melting Point,PhysProp,193 °C
DB08799,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",663 mg/L (at 30 °C)
DB08799,Melting Point,"Miescher, K. and Klarer, W.; US. Patent 2,449,241; September 14,1948: assigned to Ciba
Pharmaceutical Products, Inc.",227-229
DB07523,Water Solubility,MSDS,Insoluble
DB07523,Melting Point,PhysProp,< 25 °C
DB07523,Boiling Point,PhysProp,154.5 °C at 2.00E-01 mm Hg
DB08801,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",239 mg/L (at 37 °C)
DB08801,Melting Point,"Huebner, C.F.; U S . Patent 2,970,149; January 31, 1961; assigned to Ciba Pharmaceutical Products, Inc.",158
DB08802,Melting Point,"U.S. Patent 2,974,139.",213-216
DB08804,Water Solubility,"YALKOWSKY,SH & HE,Y (2003)",3.09 mg/mL at 25 °C
DB08804,Melting Point,,118 °C
DB08804,logP,"HANSCH,C ET AL. (1995)",2.62
DB08805,logP,"HANSCH,C & LEO,AJ (1985)",0.50
DB08806,Melting Point,MSDS,145-146 for HCl salt
DB08807,Water Solubility,,3.3 mg/ml (malonate salt)
DB08807,Melting Point,MSDS,152–153 [malonate salt]
DB08809,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1E+006 mg/L (at 20 °C)
DB08809,Melting Point,PhysProp,13.5 °C
DB08809,Boiling Point,PhysProp,194 °C
DB08809,logP,"HANSCH,C ET AL. (1995)",0.92
DB08809,pKa,"MARUTHAMUTHU,P & HUIE,RE (1995)",1.26
DB08811,Melting Point,PhysProp,156.5 °C
DB08814,Water Solubility,'MSDS',<1 mg/ml
DB08814,Melting Point,'MSDS',114-117ºC
DB08814,logP,'MSDS',2.231
DB04902,Water Solubility,FDA Label,10 μg/mL
DB08818,Water Solubility,,Easily soluble in cold water. Insoluble in organic solvents.
DB08819,Water Solubility,FDA label ,Insoluble 
DB08819,Melting Point,,87.5 °C
DB08819,Boiling Point,,100°C 
DB08819,logP,,4.05
DB08819,pKa,FDA label ,5.5-6.7
DB05989,Water Solubility,FDA label ,Insoluble (<0.05 µg/mL)
DB05358,Water Solubility,,practically insoluble
DB05358,Melting Point,,212-214
DB05358,pKa,,6.1
DB08823,Water Solubility,,not soluble. 
DB08823,Melting Point,http://www.cdpr.ca.gov/docs/emon/pubs/fatememo/spinosad_fate.pdf,"84 - 99.5 °C (Spinosyn A), 161 - 170 °C (Spinosyn D)"
DB08823,Boiling Point,http://www.chemnet.com/cas/en/168316-95-8/spinosad.html,801.515°C
DB08823,logP,"4.0 at pH 7 (Spinosyn A)
4.5 at pH 7 (Spinosyn D)
http://ipmworld.umn.edu/chapters/hutchins2.htm",4.0 
DB08823,pKa,"8.1 (Spinosyn A)
7.87 (Spinosyn D)
Handbook of Pesticide Toxicology, Volume 1",8.1
DB09548,Water Solubility,,Soluble in water
DB09548,Melting Point,,82-83
DB08826,Water Solubility,,Maximum water solubility of 16–18 g/L at 24°
DB08826,Melting Point,,272-278
DB08826,pKa,,3.5
DB08828,Water Solubility,FDA label ,0.1 μg/mL and is pH dependent 
DB08828,logP,FDA label ,2.7 
DB08828,pKa,FDA label ,3.8
DB08830,Water Solubility,From The Merck Index.,Soluble in water at 60°C
DB08830,Melting Point,From MSDS.,Decomposes at 225°C (437°F)
DB08830,pKa,From The Merck Index.,3.90
DB08831,Melting Point,From MSDS.,147°C (296.6°F)
DB08831,Boiling Point,From MSDS.,Decomposes
DB08836,Water Solubility,,<1 mg/mL
DB08836,Melting Point,,decomposes at 187
DB08837,Water Solubility,From MSDS.,Soluble in water.
DB08837,Melting Point,From MSDS.,360 °C or 680 °F
DB08838,Melting Point,From MSDS.,234-238 degress Celcius
DB08842,Water Solubility,From The Merck Index.,Very soluble in water and alcohol.
DB08842,Melting Point,From The Merck Index.,145°C
EXPT03202,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",60 mg/L (at 20 °C)
EXPT03202,Melting Point,From MSDS.,Greater than 300 °C
EXPT03202,logP,"NAHUM,A & HORVATH,C (1980)",-2.17
EXPT03202,pKa,"KORTUM,G ET AL (1961)",5.4
EXPT00137,Water Solubility,From MSDS.,100 g/l at 20 °C (68 °F)
EXPT00137,Melting Point,From MSDS.,114 °C (237 °F)
DB08468,Water Solubility,From The Merck Index monographs.,Slightly soluble in alcohol or water
DB08468,Melting Point,From The Merck Index monographs.,Greater than 360°C
DB08847,Water Solubility,From The Merck Index monographs.,"Soluble in water at 0, 25, 50, and 60 °C"
DB08847,Melting Point,From The Merck Index monographs.,274°C
DB08847,Boiling Point,From MSDS.,Decomposes
DB08847,pKa,From The Merck Index monographs.,pK1′ 1.82 and pK2′ 9.65
DB08848,Water Solubility,From The Merck Index monographs.,"Soluble in water, and almost insoluble in 100% alcohol, ether, chloroform, and benzene."
DB08848,Melting Point,From MSDS.,306 - 309 °C
DB06514,Water Solubility,FDA label ,Very slightly soluble 
DB08862,Water Solubility,http://www.perkinelmer.com/Content/MSDSDatabase/CHOLECYSTOKININ%20OCTAPEPTIDE%20125I-BOLTON-HUNTER%20LABELED%20ASP1%20CCK-8-MSDS_US-English.pdf,not water soluble
DB08862,Boiling Point,http://www.perkinelmer.com/Content/MSDSDatabase/CHOLECYSTOKININ%20OCTAPEPTIDE%20125I-BOLTON-HUNTER%20LABELED%20ASP1%20CCK-8-MSDS_US-English.pdf,75
DB05083,Water Solubility,"Usach, et al. J Int AIDS Soc. 16(1): 18567. (2013)",<0.1mg/ml
DB05083,Melting Point,"Sun, et al.: J. Med. Chem., 41, 4648 (1998)
Kashiwada, et al.: Bioorg. Med. Chem. Lett., 11, 183 (2001)",241-243°C
DB05083,logP,"Usach, et al. J Int AIDS Soc. 16(1): 18567. (2013)",4.86
DB05083,pKa,"Usach, et al. J Int AIDS Soc. 16(1): 18567. (2013)",5.6
DB08700,logP,MSDS ,1.83 
DB08868,Water Solubility,http://www.medsafe.govt.nz/profs/datasheet/g/gilenyacap.pdf,Soluble
DB08868,Boiling Point,ACD/PhysChem,479.498 °C at 760 mmHg
DB08868,logP,ACD/PhysChem,4.178
DB08870,Molecular Weight,,150500.0
DB08870,Molecular Formula,,C6476H9930N1690O2030S40
DB04922,Water Solubility,From FDA label.,Solubility of 0.5 mg/mL in water 
DB04922,Melting Point,From FDA label.,Melting onset of about 64°C.
DB04922,pKa,From The Merck Index.,pKa 5.0
DB05153,Water Solubility,From FDA label.,COMETRIQ is practically insoluble in water.
DB08876,Water Solubility,From MSDS.,Soluble in water sodium chloride solutions and ethanol.
DB08876,Molecular Weight,,56637.9397
DB08876,Molecular Formula,,C2580H3918N680O727S17
DB08877,Water Solubility,FDA label.,Soluble in aqueous buffers across a pH of 1-8
DB08878,Water Solubility,,3.0X103 mg/L
DB08878,Melting Point,MSDS,225 °C (437 °F)
DB08878,logP,HSDB,-1.8
DB08878,pKa,HSDB,5.5
DB08879,Molecular Weight,,147000.0
DB08879,Molecular Formula,,C6358H9904N1728O2010S44
DB03805,Water Solubility,From FDA label.,Soluble in DMSO (practically insoluble in water).
DB05238,Water Solubility,MSDS,<1 mg/mL 
DB05238,Melting Point,MSDS,272°C
DB05238,logP,MSDS,5.1
DB05238,caco2 Permeability,FDA review,2.9E-06
DB05238,pKa,Royal Soc Chem,7.1
DB08882,Water Solubility,MSDS,<1 mg/mL 
DB08883,Water Solubility,From FDA label.,Practically insoluble in water.
DB08884,pKa,MSDS,6.8-8
DB08885,Water Solubility,MSDS ,>100 mg/mL
DB08885,Molecular Weight,,115000.0
DB08885,Molecular Formula,,C4318H6788N1164O1304S32
DB08886,Molecular Weight,,140000.0
DB08886,Molecular Formula,,C1546H2510N432O476S9
DB05028,Molecular Weight,,27250.0
DB05028,Molecular Formula,,C1214H1890N338O348S14
DB08889,Water Solubility,FDA ,Insoluble 
DB08889,pKa,FDA ,3.5
DB05566,Water Solubility,FDA ,Slightly soluble 
DB08891,Water Solubility,, 2090 mg/L
DB08891,Melting Point,,206-208 °C
DB08891,logP,, 1.3
DB05702,Water Solubility,FDA label ,Insoluble 
DB08183,logP,"MSDS, Tofacitinib Citrate",1.808 
DB08896,Water Solubility,FDA label ,Insoluble 
DB08897,Water Solubility,FDA label ,Very slightly soluble 
DB08898,Molecular Weight,,44016.6653
DB08898,Molecular Formula,,C1950H3157N543O599S7
DB05094,Water Solubility,FDA label ,Insoluble 
DB08900,Molecular Weight,,3752.0
DB08900,Molecular Formula,,C164H252N44O55S
DB06300,pKa,FDA label ,2.77 and 7.8 
DB05872,Isoelectric Point,"# Mazumdar S: Raxibacumab. MAbs. 2009 Nov-Dec;1(6):531-8. Epub 2009 Nov 29. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/20068396",9.0
DB05872,Molecular Weight,,142844.5367
DB05872,Molecular Formula,,C6320H9794N1702O1998S42
DB08903,Water Solubility,FDA label ,Insoluble 
DB08904,Molecular Weight,,91000.0
DB08904,Molecular Formula,,C2115H3252N556O673S16 
DB08905,Water Solubility,MSDS,Insoluble 
DB08905,Melting Point,MSDS,199 - 202 
DB08905,logP,MSDS,2.66
DB08905,pKa,MSDS,9.31
DB08906,Water Solubility,FDA label ,Insoluble 
DB08906,pKa,FDA label ,6 
DB08908,Water Solubility,From FDA label.,Highly soluble in water.
DB08908,Melting Point,From MSDS.,103 to 104
DB08908,Boiling Point,From MSDS.,192 to 193
DB06170,Water Solubility,FDA label ,Insoluble 
DB08911,Melting Point,MSDS,293-303 
DB08912,Water Solubility,http://www.medsafe.govt.nz/profs/Datasheet/t/tafinlarcap.pdf,very slightly soluble at pH 1
DB08912,logP,http://www.medsafe.govt.nz/profs/Datasheet/t/tafinlarcap.pdf,2.9
DB08912,pKa,http://www.medsafe.govt.nz/profs/Datasheet/t/tafinlarcap.pdf,-1.5
DB08922,Melting Point,MSDS,95-97 as hydrochloride form
DB08930,Water Solubility,FDA label ,Slightly soluble
DB08930,Melting Point,MSDS,190-193ºC
DB08930,logP,MSDS,2.2 
DB08930,pKa,MSDS,8.2
DB08931,Water Solubility,FDA label ,4 mg/L at 25°C
DB08932,Water Solubility,,Not water soluble
DB08934,logP,FDA Label,1.62
DB08934,pKa,FDA Label,9.3
DB08935,Water Solubility,,Water soluble
DB08935,Molecular Weight,,146100.0
DB08935,Molecular Formula,,C6512H10060N1712O2020S44
DB08936,Melting Point,"Baltzly, R. and Castillo, J.C.; U.S. Patent 2,630,435; March 3, 1953; assigned to Burroughs-
Wellcome & Co. (USA.) Inc.",216
DB08943,Melting Point,"U.S. Patents 3,717,655; 3,839,574.",179
DB08949,Water Solubility,SCIENTIFIC OPINION Inositol hexanicotinate,Insoluble
DB08950,Melting Point,"U.S. Patent 3,527,761",208-210
DB08951,Melting Point,"U.S. Patent 3,767,805.",208-210
DB08952,Melting Point,"U.S. Patent 4,045,482.",147-148
DB08953,Melting Point," U.S. Patent 4,064,255.",167
DB08955,Melting Point,"U.S. Patent 4,082,707.",119-121
DB08956,Melting Point,"U.S. Patent 2,708,651.",200
DB08957,Melting Point,"U.S. Patent 3,329,709.",222-228
DB08960,Melting Point,"U.S. Patent 2,641,610.",290-291
DB08962,Melting Point,"U.S. Patent 3,654,357.",193-195
DB08966,Melting Point,"U.S. Patent 3,016,380.",132
DB08968,Melting Point,"U.S. Patent 3,661,903.",206-208
DB08969,Melting Point,"U.S. Patent 3,661,903.",122.5-123
DB08971,Melting Point,"U.S. Patent 3,426,128.",180-182
DB08974,Melting Point,"U.S. Patent 3,657,267.",> 260
DB08975,Melting Point,"U.S. Patent 2,560,425.",195 °C
DB08976,Melting Point,"U.S. Patent 3,644,368.",179-180
DB08978,Melting Point,"U.S. Patent 3,356,682.",193-194
DB08979,Melting Point,"U.S. Patent 3,399,192.",232-233
DB08980,Melting Point,"U.S. Patent 3,262,977.",200-201
DB08981,Melting Point,"U.S. Patent 3,784,701.",185-187
DB08982,Melting Point,"U.S. Patent 3,072,653.",158-159
DB08983,Melting Point,"U.S. Patent 4,028,369.",214
DB08985,Melting Point,"British Patent 1,358,973.",208-209
DB08986,Melting Point,"U.S. Patent 3,725,404.",90-92
DB08987,Melting Point,"U.S. Patent 3,812,147.",203-203.5
DB08988,Melting Point,"U.S. Patent 2,666,050.",122-124
DB08989,Melting Point,"U.S. Patent 2,641,612.",95-95.5
DB08990,Melting Point,"U.S. Patent 3,448,192.",160
DB08991,Melting Point,"South African Patent Application 67/4936; January 19, 1968; assigned to Daiichi Seiyaku Company Limited, Japan.",90-92
DB08992,Melting Point,"Morita, E. and Kanai,T.; U.S. Patent 3,995,047; November 30,1976; assigned to Eisai Co.,
Ltd. (Japan)",170-172
DB08996,Melting Point,"U.S. Patent 3,284,454.",155-156
DB08997,Melting Point,"U.S. Patent 3,125,578.",299-301.5
DB08998,Melting Point,"U.S. Patent 3,963,778.",232-233
DB08999,Melting Point,"U.S. Patent 2,520,015.",113-115
DB09000,Melting Point,"U.S. Patent 2,877,224.",204-205
DB09002,Boiling Point,Merck Index 2358.,178-180
DB09003,Melting Point,"U.S. Patent 3,668,210.",181-183
DB09004,Boiling Point,"U.S. Patent 3,121,087.",145-148
DB09006,Melting Point,"U.S. Patent 3,716,583.",143-146
DB09007,Melting Point,"U.S. Patent 2,785,202.",128
DB09009,Melting Point,"U.S. Patent 3,910,924.",172-173
DB09010,Melting Point,"U.S. Patent 4,071,519.",283
DB09013,Melting Point,"Ito, K., Mashiko, I.,Kimura, K. and Nakanishi,T.;U.S. Patent 3,853,923; December 10.1974;
assigned to Kakenyaku Kakko Co., Ltd.",115
DB09014,Melting Point,"Hubner, O.F. and Petersen, P.V.; U.S. Patent 2,830,088; April 8,1958.",124
DB09015,Melting Point,"U.S. Patent 2,900,383.",165
DB09017,Melting Point,"U.S. Patent 4,094,984.",211-213
DB09018,Melting Point,"U.S. Patents 3,177,252; 3,219,528; and 3,357,978.",134-135
DB09019,Melting Point,"U.S. Patent 3,336,308.",232-235
DB09020,Melting Point,"U.S. Patent 2,764,590.",138
DB09021,Melting Point,"U.S. Patent 3,399,201.",320-322
DB09023,Melting Point,"U.S. Patent 2,394,770.",177-178 (Hydrochloride salt)
DB01258,Water Solubility,,Highly soluble in water (as hemifumarate salt)
DB01258,logP,,3.3
DB09027,logP,FDA Label,3.8
DB09027,pKa,FDA Label,"pka1 = 4.0, pka2 = 5.0"
DB09028,Melting Point,,152-153
DB09028,Boiling Point,,218
DB09029,Molecular Weight,,147940.0
DB09029,Molecular Formula,,C6584H10134N1754O2042S44 
DB05692,logP,ChEMBL,5.39
DB09031,pKa,,~2
DB05802,Isoelectric Point,European Medicines Agency Assessment Report (Procedure No.: EMEA/H/C/002782/0000),7.6
DB05802,Molecular Weight,,146837.0
DB05802,Molecular Formula,,C6528H10072N1732O2042S42
DB06132,Molecular Weight,,143597.3811
DB06132,Molecular Formula,,C6362H9862N1712O1995S42
DB09036,Molecular Weight,,145000.0
DB09036,Molecular Formula,,C6450H9932N1688O2016S50 
DB09037,Water Solubility,'Keytruda monograph',22.5-27.5 mg/ml (with histidine buffer)
DB09037,Isoelectric Point,'Keytruda monograph',6.8-6.9
DB09037,Molecular Weight,,149000.0
DB09037,Molecular Formula,,C6504H10004N1716O2036S46
DB09042,logP,ChEMBL,4.89
DB05162,Molecular Weight,,72970.0
DB05162,Molecular Formula,,C3232H5032N864O979S41
DB09045,Molecular Weight,,59669.81
DB09045,Molecular Formula,,C2646H4044N704O836S18
DB09046,Molecular Weight,,16155.4429
DB09046,Molecular Formula,,C714H1167N191O221S6
DB09051,Molecular Weight,,110800.0
DB09051,Molecular Formula,,C5020H7588N1364O1418S34
DB09052,Molecular Weight,,54100.0
DB09052,Molecular Formula,,C2367H3577N649O772S19
DB09053,Water Solubility,FDA Imbruvica review. (2013),0.003 mg/ml
DB09053,Melting Point,FDA Imbruvica review. (2013),149-158ºC
DB09053,logP,FDA Imbruvica review. (2013),3.97
DB09053,pKa,FDA Imbruvica review. (2013),3.74
DB09063,pKa,FDA Label,9.7 and 4.1
DB09065,Water Solubility,FDA Label,0.1 mg/mL
DB09066,Molecular Weight,,25398.0389
DB09069,logP,"Reymond F, Steyaert G, Carrupt PA, Morin D, Tillement JP, Girault HH, Testa B. (1999). The pH-partition profile of the anti-ischemic drug trimetazidine may explain its reduction of intracellular acidosis. Pharm Res; 16(5):616-24.",1.04 
DB09069,pKa,"Reymond F, Steyaert G, Carrupt PA, Morin D, Tillement JP, Girault HH, Testa B. (1999). The pH-partition profile of the anti-ischemic drug trimetazidine may explain its reduction of intracellular acidosis. Pharm Res; 16(5):616-24.",pKa1= 4.45 ± 0.02 and pKa2= 9.14 ± 0.02
DB09070,Water Solubility,MSDS,<0.1 g/L
DB05359,Water Solubility,MSDS,1.1 mg/mL
DB05359,Boiling Point,MSDS,442.553°C
DB05359,logP,MSDS,2.43
DB09072,Melting Point,MSDS,145-146
DB09073,pKa,FDA Label,7.4 (the secondary piperazine nitrogen) and 3.9 (the pyridine nitrogen)
DB09075,pKa,FDA Label,6.7
DB09077,Molecular Weight,,145000.0
DB09077,Molecular Formula,,C6422H9982N1722O2008S48
DB09078,logP,FDA Label,3.30
DB09078,pKa,FDA Label,5.05
DB09084,Water Solubility,MSDS,Miscible
DB09084,Melting Point,MSDS,320°F
DB09087,Water Solubility,Burdock G. Encyclopedia of food and color additives. (1997).,1 g/ 7.5 ml at 25ºC
DB09087,Melting Point,'MSDS',92.5 °C
DB09087,Boiling Point,'MSDS',200 °C
DB09089,Water Solubility,Product monograph,Insoluble
DB09089,Melting Point,Product monograph,78-82
DB09090,Water Solubility,Product monograph,Slightly soluble
DB09090,Melting Point,Product monograph,152-158
DB09091,Water Solubility,'MSDS',Insoluble
DB09091,Melting Point,'MSDS',50-55ºC
DB09091,Boiling Point,'MSDS',607ºC at 760 mmHg
DB09091,logP,'MSDS',4.48
DB09092,Water Solubility,'MSDS',<1 mg/mL 
DB09092,Melting Point,'MSDS',179-180 ºC
DB09092,Boiling Point,'MSDS',589.3 ºC at 760 mmHg
DB09093,Melting Point,MSDS,Decomposes at 210-215
DB09095,Water Solubility,Lamparczyk H. CRC Handbook of Chromatography. (1992),2.030 mg/L
DB09095,Melting Point,'MSDS',220ºC
DB09095,Boiling Point,'MSDS',534ºC at 760 mmHg
DB09095,logP,Lamparczyk H. CRC Handbook of Chromatography. (1992),3.86
DB09096,Water Solubility,"United States Department of Labor. OSHA Occupational Chemical Database. Occupational Safety and Health Administration website. https://www.osha.gov/chemicaldata/chemResult.html?RecNo=748. Accessed February 22, 2017.",<1%
DB09096,Melting Point,"Budavari, S. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Whitehouse Station, NJ: Merck and Co., Inc.; 1996: 187.",103 - 106 
DB09096,Boiling Point,"United States Department of Labor. OSHA Occupational Chemical Database. Occupational Safety and Health Administration website. https://www.osha.gov/chemicaldata/chemResult.html?RecNo=748. Accessed February 22, 2017.",Decomposes explosively above melting point. Does not reach boiling point.
DB09097,Water Solubility,FDA Label/Product monograph,Sparingly soluble in water (0.2%) 
DB09097,Melting Point,FDA Label/Product monograph,231-237
DB09098,Molecular Weight,,22255.9518
DB09098,Molecular Formula,,C995H1537N263O301S8
DB05618,Water Solubility,,<0.3 mcg/mL
DB09102,Water Solubility,FDA Label,Freely soluble (>700 mg/mL)
DB09103,Water Solubility,'MSDS',Insoluble
DB09103,Melting Point,'MSDS',230ºC
DB09103,Boiling Point,'MSDS',520ºC at 760 mmHg
DB09103,Isoelectric Point,'MSDS',5.86
DB09103,Molecular Weight,,18540.0
DB09103,Molecular Formula,,C1662H2650N422O512S18
DB09105,Molecular Weight,,180000.0
DB09105,Molecular Formula,,C7108H11008N1968O2206S56
DB09108,Molecular Weight,,170000.0
DB09109,Water Solubility,NovoNordisk monograph,Soluble
DB09109,Isoelectric Point,NovoNordisk monograph,It does not posses a distinct value
DB09109,Molecular Weight,,166000.0
DB09109,Molecular Formula,,C7480H11379N1999O2194S68
DB09112,Water Solubility,MSDS,820g/L
DB09112,Melting Point,MSDS,271
DB09112,Boiling Point,MSDS,320
DB09112,logP,MSDS,-3.7
DB09113,Water Solubility,#MSDS,Insoluble. 
DB09114,Water Solubility,"Li, et al. Asian Journal of Pharmaceutical Sciences. Vol. 10. Issue 2. (2015)",Very poor solubility
DB09114,Melting Point,'MSDS',-63ºC
DB09114,Boiling Point,'MSDS',60.5-61.5ºC at 760 mmHg
DB09114,logP,'MSDS',1.97
DB09116,Water Solubility,Perry D. Handbook of Inorganic compounds. Second edition. (2011),Soluble 
DB09116,Melting Point,Perry D. Handbook of Inorganic compounds. Second edition. (2011),1300ºC
DB09116,Boiling Point,Perry D. Handbook of Inorganic compounds. Second edition. (2011),Sublimes 1150-1200ºC
DB09117,Water Solubility,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",125g/L
DB09117,Melting Point,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",12
DB09117,Boiling Point,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",124
DB09117,logP,MSDS,0.73
DB09118,Water Solubility," Trojnar MK, Wojtal K, Trojnar MP, Czuczwar SJ, 2005.",Insoluble
DB09118,Melting Point,MSDS,64
DB09118,Boiling Point,MSDS,365.4
DB09118,logP,MSDS,3.53
DB09119,Water Solubility,"# Banach M, Borowicz KK, Czuczwar SJ: Pharmacokinetic/pharmacodynamic evaluation of eslicarbazepine for the treatment of epilepsy. Expert Opin Drug Metab Toxicol. 2015 Apr;11(4):639-48. doi: 10.1517/17425255.2015.1021686. Epub 2015 Mar 5. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/25740561",Water solubility of eslicarbazepine acetate is low at less than 1 mg/mL including at different pH values. Its main metabolite eslicarbazepine has a greater water solubility of 4.2 mg/mL.
