class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as aromatic anilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with an aromatic group. They have the general structure RNC(=O)R', where R= benzene, and R = aryl group.",Aromatic anilides,DB08133,Organic compounds,Anilides,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,DB08134,Organic compounds,Benzenesulfonamides,Benzenoids
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as aromatic anilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with an aromatic group. They have the general structure RNC(=O)R', where R= benzene, and R = aryl group.",Aromatic anilides,DB08135,Organic compounds,Anilides,Benzenoids
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as aromatic anilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with an aromatic group. They have the general structure RNC(=O)R', where R= benzene, and R = aryl group.",Aromatic anilides,DB08136,Organic compounds,Anilides,Benzenoids
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as aromatic anilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with an aromatic group. They have the general structure RNC(=O)R', where R= benzene, and R = aryl group.",Aromatic anilides,DB08137,Organic compounds,Anilides,Benzenoids
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as aromatic anilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with an aromatic group. They have the general structure RNC(=O)R', where R= benzene, and R = aryl group.",Aromatic anilides,DB08138,Organic compounds,Anilides,Benzenoids
Pyrazolopyrimidines,"This compound belongs to the class of organic compounds known as pyrazolo[1,5-a]pyrimidines. These are aromatic heterocyclic compounds containing a pyrazolo[3,4-d]pyrimidine ring system, which consists of a pyrazole ring fused to and sharing exactly one nitrogen atom with a pyrimidine ring.","Pyrazolo[1,5-a]pyrimidines",DB08139,Organic compounds,"Pyrazolo[1,5-a]pyrimidines",Organoheterocyclic compounds
Pyrazolopyrimidines,"This compound belongs to the class of organic compounds known as pyrazolo[1,5-a]pyrimidines. These are aromatic heterocyclic compounds containing a pyrazolo[3,4-d]pyrimidine ring system, which consists of a pyrazole ring fused to and sharing exactly one nitrogen atom with a pyrimidine ring.","Pyrazolo[1,5-a]pyrimidines",DB08140,Organic compounds,"Pyrazolo[1,5-a]pyrimidines",Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as 2-halobenzoic acids and derivatives. These are benzoic acids or derivatives carrying a halogen atom at the 2-position of the benzene ring.,2-halobenzoic acids and derivatives,DB08141,Organic compounds,Benzoic acids and derivatives,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as 2-halobenzoic acids and derivatives. These are benzoic acids or derivatives carrying a halogen atom at the 2-position of the benzene ring.,2-halobenzoic acids and derivatives,DB08142,Organic compounds,Benzoic acids and derivatives,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,Alpha amino acid amides,DB08143,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08144,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08145,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08146,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as phenylbenzamines. These are aromatic compounds consisting of a benzyl group that is N-linked to a benzamine.,Phenylbenzamines,DB08147,Organic compounds,Phenylmethylamines,Benzenoids
Piperidines,"This compound belongs to the class of organic compounds known as phenylpiperidines. These are compounds containing a phenylpiperidine skeleton, which consists of a piperidine bound to a phenyl group.",Phenylpiperidines,DB08148,Organic compounds,Phenylpiperidines,Organoheterocyclic compounds
Piperidines,This compound belongs to the class of organic compounds known as 4-benzylpiperidines. These are organic compounds containing a benzyl group attached to the 4-position of a piperidine.,4-benzylpiperidines,DB08149,Organic compounds,Benzylpiperidines,Organoheterocyclic compounds
Piperidines,This compound belongs to the class of organic compounds known as 4-benzylpiperidines. These are organic compounds containing a benzyl group attached to the 4-position of a piperidine.,4-benzylpiperidines,DB08150,Organic compounds,Benzylpiperidines,Organoheterocyclic compounds
Organooxygen compounds,This compound belongs to the class of organic compounds known as c-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a C-glycosidic bond.,C-glycosyl compounds,DB08151,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,Alpha amino acid amides,DB08152,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as hydroxybenzoic acid derivatives. These are compounds containing a hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxyl and a hydroxyl groups.",Hydroxybenzoic acid derivatives,DB08153,Organic compounds,Benzoic acids and derivatives,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as diphenylethers. These are aromatic compounds containing two benzene rings linked to each other through an ether group.,Diphenylethers,DB08154,Organic compounds,Diphenylethers,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-acetyl-2-arylethylamines. These are compounds containing an acetamide group that is N-linked to an arylethylamine.,N-acetyl-2-arylethylamines,DB08155,Organic compounds,Carboxylic acid derivatives,Organic acids and derivatives
Phenylpropanoic acids,This compound belongs to the class of organic compounds known as phenylpropanoic acids. These are compounds with a structure containing a benzene ring conjugated to a propanoic acid.,Phenylpropanoic acids,DB08156,Organic compounds,,Phenylpropanoids and polyketides
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,DB08157,Organic compounds,Benzenesulfonamides,Benzenoids
Organooxygen compounds,This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond.,O-glycosyl compounds,DB08158,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Isoquinolines and derivatives,This compound belongs to the class of organic compounds known as isoquinolones and derivatives. These are aromatic polycyclic compounds containing a ketone bearing isoquinoline moiety.,Isoquinolones and derivatives,DB08159,Organic compounds,Isoquinolones and derivatives,Organoheterocyclic compounds
Organonitrogen compounds,This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group.,Aralkylamines,DB08160,Organic compounds,Amines,Organic nitrogen compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,DB08161,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Isoquinolines and derivatives,"This compound belongs to the class of organic compounds known as isoquinolines and derivatives. These are aromatic polycyclic compounds containing an isoquinoline moiety, which consists of a benzene ring fused to a pyridine ring and forming benzo[c]pyridine.",Isoquinolines and derivatives,DB12469,Organic compounds,,Organoheterocyclic compounds
5'-deoxyribonucleosides,"This compound belongs to the class of organic compounds known as 5'-deoxyribonucleosides. These are nucleosides in which the oxygen atom at the 5'position of the ribose moiety has been replaced by another atom. The nucleobases here are limited to purine, pyrimidine, and pyridine derivatives.",5'-deoxyribonucleosides,DB08163,Organic compounds,,"Nucleosides, nucleotides, and analogues"
Diazines,This compound belongs to the class of organic compounds known as phenylpyrimidines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyrimidine ring through a CC or CN bond.  Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.,Phenylpyrimidines,DB08164,Organic compounds,Pyrimidines and pyrimidine derivatives,Organoheterocyclic compounds
Indanes,"This compound belongs to the class of organic compounds known as indanes. These are compounds containing an indane moiety, which consists of a cyclopentane fused to a benzene ring.",Indanes,DB08165,Organic compounds,,Benzenoids
Indoles and derivatives,"This compound belongs to the class of organic compounds known as beta carbolines. These are compounds containing a 9H-pyrido[3,4-b]indole moiety.",Beta carbolines,DB08166,Organic compounds,Pyridoindoles,Organoheterocyclic compounds
Benzothiazines,"This compound belongs to the class of organic compounds known as benzothiazines. These are organic compounds containing a benzene fused to a thiazine ring (a six-membered ring with four carbon atoms, one nitrogen atom and one sulfur atom).",Benzothiazines,DB08167,Organic compounds,,Organoheterocyclic compounds
Coumarins and derivatives,This compound belongs to the class of organic compounds known as coumarins and derivatives. These are polycyclic aromatic compounds containing a 1-benzopyran moiety with a ketone group at the C2 carbon atom (1-benzopyran-2-one).,Coumarins and derivatives,DB08168,Organic compounds,,Phenylpropanoids and polyketides
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as biphenyls and derivatives. These are organic compounds containing to benzene rings linked together by a C-C bond.,Biphenyls and derivatives,DB08169,Organic compounds,Biphenyls and derivatives,Benzenoids
Tetrahydroisoquinolines,This compound belongs to the class of organic compounds known as tetrahydroisoquinolines. These are tetrahydrogenated isoquinoline derivatives.,Tetrahydroisoquinolines,DB08170,Organic compounds,,Organoheterocyclic compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,DB08171,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as chlorinated biphenyls. These are organic compounds containing at least one chlorine atom attached to either benzene ring of the biphenyl moiety.,Chlorinated biphenyls,DB08172,Organic compounds,Biphenyls and derivatives,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzamides. These are organic compounds containing a carboxamido substituent attached to a benzene ring.,Benzamides,DB08173,Organic compounds,Benzoic acids and derivatives,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzamides. These are organic compounds containing a carboxamido substituent attached to a benzene ring.,Benzamides,DB08174,Organic compounds,Benzoic acids and derivatives,Benzenoids
Prenol lipids,This compound belongs to the class of organic compounds known as sesquiterpenoids. These are terpenes with three consecutive isoprene units.,Sesquiterpenoids,DB08175,Organic compounds,Sesquiterpenoids,Lipids and lipid-like molecules
,,,DB08176,,,
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as chlorobenzenes. These are compounds containing one or more chlorine atoms attached to a benzene moiety.,Chlorobenzenes,DB08177,Organic compounds,Halobenzenes,Benzenoids
Pyrrolopyridines,"This compound belongs to the class of organic compounds known as pyrrolopyridines. These are compounds containing a pyrrolopyridine moiety, which consists of a pyrrole ring fused to a pyridine. Pyrrole is 5-membered ring consisting of four carbon atoms and one nitrogen atom. Pyridine is a 6-membered ring consisting of five carbon atoms and one nitrogen center.",Pyrrolopyridines,DB08178,Organic compounds,,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as diphenylethers. These are aromatic compounds containing two benzene rings linked to each other through an ether group.,Diphenylethers,DB08179,Organic compounds,Diphenylethers,Benzenoids
Prenol lipids,This compound belongs to the class of organic compounds known as sesquiterpenoids. These are terpenes with three consecutive isoprene units.,Sesquiterpenoids,DB08180,Organic compounds,Sesquiterpenoids,Lipids and lipid-like molecules
Azobenzenes,"This compound belongs to the class of organic compounds known as azobenzenes. These are organonitrogen aromatic compounds that contain a central azo group, where each nitrogen atom is conjugated to a benzene ring.",Azobenzenes,DB08181,Organic compounds,,Organoheterocyclic compounds
Pyrrolopyridines,"This compound belongs to the class of organic compounds known as pyrrolopyridines. These are compounds containing a pyrrolopyridine moiety, which consists of a pyrrole ring fused to a pyridine. Pyrrole is 5-membered ring consisting of four carbon atoms and one nitrogen atom. Pyridine is a 6-membered ring consisting of five carbon atoms and one nitrogen center.",Pyrrolopyridines,DB08182,Organic compounds,,Organoheterocyclic compounds
Indoles and derivatives,This compound belongs to the class of organic compounds known as 2-phenylindoles. These are indoles substituted at the 2-position with a phenyl group.,2-phenylindoles,DB08184,Organic compounds,Indoles,Organoheterocyclic compounds
Purine nucleotides,This compound belongs to the class of organic compounds known as purine ribonucleoside monophosphates. These are nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.,Purine ribonucleoside monophosphates,DB08185,Organic compounds,Purine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Indoles and derivatives,This compound belongs to the class of organic compounds known as n-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 1-position.,N-alkylindoles,DB08186,Organic compounds,N-alkylindoles,Organoheterocyclic compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,DB08187,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Diazines,"This compound belongs to the class of organic compounds known as pyrimidones. These are compounds that contain a pyrimidine ring, which bears a ketone. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.",Pyrimidones,DB12488,Organic compounds,Pyrimidines and pyrimidine derivatives,Organoheterocyclic compounds
Indoles and derivatives,This compound belongs to the class of organic compounds known as 3-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 3-position.,3-alkylindoles,DB08190,Organic compounds,Indoles,Organoheterocyclic compounds
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08191,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Tetrahydroisoquinolines,This compound belongs to the class of organic compounds known as tetrahydroisoquinolines. These are tetrahydrogenated isoquinoline derivatives.,Tetrahydroisoquinolines,DB08192,Organic compounds,,Organoheterocyclic compounds
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as nitrobenzenes. These are compounds containing a nitrobenzene moiety, which consists of a benzene ring with a carbon bearing a nitro group.",Nitrobenzenes,DB08193,Organic compounds,Nitrobenzenes,Benzenoids
Pyranopyridines,This compound belongs to the class of organic compounds known as pyranopyridines. These are polycyclic aromatic compounds containing a pyran ring fused to a pyridine ring.,Pyranopyridines,DB08194,Organic compounds,,Organoheterocyclic compounds
Oxazinanes,This compound belongs to the class of organic compounds known as morpholine carboxylic acids. These are heterocyclic compounds containing a morpholine ring substituted by one or more carboxylic acid groups.,Morpholine carboxylic acids,DB08195,Organic compounds,Morpholines,Organoheterocyclic compounds
Azobenzenes,"This compound belongs to the class of organic compounds known as azobenzenes. These are organonitrogen aromatic compounds that contain a central azo group, where each nitrogen atom is conjugated to a benzene ring.",Azobenzenes,DB08196,Organic compounds,,Organoheterocyclic compounds
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08197,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzoyl derivatives. These are organic compounds containing an acyl moiety of benzoic acid with the formula (C6H5CO-).,Benzoyl derivatives,DB08198,Organic compounds,Benzoyl derivatives,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,DB08199,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Prenol lipids,"This compound belongs to the class of organic compounds known as menthane monoterpenoids. These are monoterpenoids with a structure based on the o-, m-, or p-menthane backbone. P-menthane consists of the cyclohexane ring with a methyl group and a (2-methyl)-propyl group at the 1 and 4 ring position, respectively. The o- and m- menthanes are much rarer, and presumably arise by alkyl migration of p-menthanes.",Menthane monoterpenoids,DB08200,Organic compounds,Monoterpenoids,Lipids and lipid-like molecules
,,,DB08201,,,
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,DB08202,Organic compounds,Benzenesulfonamides,Benzenoids
Diazanaphthalenes,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,Quinazolinamines,DB08203,Organic compounds,Benzodiazines,Organoheterocyclic compounds
Naphthalenes,This compound belongs to the class of organic compounds known as nitronaphthalenes. These are polycyclic aromatic compounds containing a naphthalene moiety substituted by one or more nitro groups.,Nitronaphthalenes,DB08204,Organic compounds,Nitronaphthalenes,Benzenoids
Azoles,"This compound belongs to the class of organic compounds known as phenyl-1,3-oxazoles. These are aromatic heterocyclic compounds containing a 1,3-oxazole substituted at one or more positions by a phenyl group.","Phenyl-1,3-oxazoles",DB08205,Organic compounds,Oxazoles,Organoheterocyclic compounds
Azoles,"This compound belongs to the class of organic compounds known as phenyl-1,3-oxazoles. These are aromatic heterocyclic compounds containing a 1,3-oxazole substituted at one or more positions by a phenyl group.","Phenyl-1,3-oxazoles",DB08206,Organic compounds,Oxazoles,Organoheterocyclic compounds
Azoles,"This compound belongs to the class of organic compounds known as phenyl-1,3-oxazoles. These are aromatic heterocyclic compounds containing a 1,3-oxazole substituted at one or more positions by a phenyl group.","Phenyl-1,3-oxazoles",DB08207,Organic compounds,Oxazoles,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as aminobenzoic acids and derivatives. These are benzoic acids (or derivative thereof) containing an amine group attached to the benzene moiety.,Aminobenzoic acids and derivatives,DB08208,Organic compounds,Benzoic acids and derivatives,Benzenoids
Azobenzenes,"This compound belongs to the class of organic compounds known as azobenzenes. These are organonitrogen aromatic compounds that contain a central azo group, where each nitrogen atom is conjugated to a benzene ring.",Azobenzenes,DB08209,Organic compounds,,Organoheterocyclic compounds
Thioethers,This compound belongs to the class of organic compounds known as diarylthioethers. These are organosulfur compounds containing a thioether group that is substituted by two aryl groups.,Diarylthioethers,DB08210,Organic compounds,Aryl thioethers,Organosulfur compounds
Indoles and derivatives,This compound belongs to the class of organic compounds known as indolecarboxamides and derivatives. These are compounds containing a carboxamide group attached to an indole.,Indolecarboxamides and derivatives,DB08211,Organic compounds,Indolecarboxylic acids and derivatives,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as alkyl-phenylketones. These are aromatic compounds containing a ketone substituted by one alkyl group, and a phenyl group.",Alkyl-phenylketones,DB08212,Organic compounds,Carbonyl compounds,Organic oxygen compounds
Indoles and derivatives,"This compound belongs to the class of organic compounds known as indoles and derivatives. These are organic compounds containing an indole, which is a bicyclic ring system made up of a six-membered benzene ring fused to a five-membered nitrogen-containing pyrrole ring.",Indoles and derivatives,DB08213,Organic compounds,,Organoheterocyclic compounds
Azoles,This compound belongs to the class of organic compounds known as phenylimidazoles. These are polycyclic aromatic compounds containing a benzene ring linked to an imidazole ring through a CC or CN bond.,Phenylimidazoles,DB08214,Organic compounds,Imidazoles,Organoheterocyclic compounds
Triazines,"This compound belongs to the class of organic compounds known as methylthio-s-triazines. These are aromatic compounds containing a 1,3,5-triazine ring that is substituted at the 2-position with a methylthio group.",Methylthio-s-triazines,DB08215,Organic compounds,"1,3,5-triazines",Organoheterocyclic compounds
Azobenzenes,"This compound belongs to the class of organic compounds known as azobenzenes. These are organonitrogen aromatic compounds that contain a central azo group, where each nitrogen atom is conjugated to a benzene ring.",Azobenzenes,DB08216,Organic compounds,,Organoheterocyclic compounds
Pyrrolines,"This compound belongs to the class of organic compounds known as pyrrolines. These are compounds containing a pyrroline ring, which is a five-member unsaturated aliphatic ring with one nitrogen atom and four carbon atoms.",Pyrrolines,DB08217,Organic compounds,,Organoheterocyclic compounds
,,,DB08218,,,
,,,DB08219,,,
Steroids and steroid derivatives,This compound belongs to the class of organic compounds known as 3-carboxy steroids. These are steroid compounds that carry a carboxyl group at the C3-atom of the steroid backbone.,3-carboxy steroids,DB08220,Organic compounds,Steroid acids,Lipids and lipid-like molecules
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as benzanilides. These are aromatic compounds containing an anilide group in which the carboxamide group is substituted with a benzene ring. They have the general structure RNC(=O)R', where R,R'= benzene.",Benzanilides,DB08221,Organic compounds,Anilides,Benzenoids
Organic phosphonic acids and derivatives,"This compound belongs to the class of organic compounds known as phosphonic acid esters. These are organic compounds containing phosphonic acid ester functional group,  with the general structure ROP(=O)OH (R = organyl group).",Phosphonic acid esters,DB08222,Organic compounds,Phosphonic acid esters,Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as phenylbutylamines. These are compounds containing a phenylbutylamine moiety, which consists of a phenyl group substituted at the fourth carbon by an butan-1-amine.",Phenylbutylamines,DB08223,Organic compounds,Phenylbutylamines,Benzenoids
Lactones,This compound belongs to the class of organic compounds known as delta valerolactones. These are cyclic organic compounds containing an oxan-2- one moiety.,Delta valerolactones,DB08224,Organic compounds,Delta valerolactones,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as aryl ketones. These are organic aromatic compounds that contain a ketone group substituted at one C-atom with an aryl group. They have the generic structure RC(=O)R', where R = aryl group and R'=organyl group.",Aryl ketones,DB08226,Organic compounds,Carbonyl compounds,Organic oxygen compounds
Piperidines,"This compound belongs to the class of organic compounds known as piperidines. These are compounds containing a piperidine ring, which is a saturated aliphatic six-member ring with one nitrogen atom and five carbon atoms.",Piperidines,DB08227,Organic compounds,,Organoheterocyclic compounds
Quinolines and derivatives,This compound belongs to the class of organic compounds known as hydroquinolones. These are compounds containing a hydrogenated quinoline bearing a ketone group.,Hydroquinolones,DB08228,Organic compounds,Quinolones and derivatives,Organoheterocyclic compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom.,N-acyl-alpha amino acids,DB08229,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Flavonoids,This compound belongs to the class of organic compounds known as flavones. These are flavonoids with a structure based on the backbone of 2-phenylchromen-4-one (2-phenyl-1-benzopyran-4-one).,Flavones,DB08230,Organic compounds,Flavones,Phenylpropanoids and polyketides
Fatty Acyls,This compound belongs to the class of organic compounds known as long-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.,Long-chain fatty acids,DB08231,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as biphenyls and derivatives. These are organic compounds containing to benzene rings linked together by a C-C bond.,Biphenyls and derivatives,DB08232,Organic compounds,Biphenyls and derivatives,Benzenoids
Imidazopyrimidines,This compound belongs to the class of organic compounds known as hypoxanthines. These are compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,Hypoxanthines,DB08233,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as dimethoxybenzenes. These are organic aromatic compounds containing a monocyclic benzene moiety carrying exactly two methoxy groups.,Dimethoxybenzenes,DB08234,Organic compounds,Methoxybenzenes,Benzenoids
Indoles and derivatives,This compound belongs to the class of organic compounds known as 3-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 3-position.,3-alkylindoles,DB08235,Organic compounds,Indoles,Organoheterocyclic compounds
Phenols,This compound belongs to the class of organic compounds known as p-chlorophenols. These are chlorophenols carrying a iodine at the C4 position of the benzene ring.,P-chlorophenols,DB08236,Organic compounds,Halophenols,Benzenoids
Purine nucleotides,This compound belongs to the class of organic compounds known as purine 2'-deoxyribonucleoside monophosphates. These are purine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2.,Purine 2'-deoxyribonucleoside monophosphates,DB08237,Organic compounds,Purine deoxyribonucleotides,"Nucleosides, nucleotides, and analogues"
Naphthalenes,This compound belongs to the class of organic compounds known as 2-naphthalene sulfonates. These are organic aromatic compounds that contain a naphthalene moiety that carries a sulfonic acid group at the 2-position. Naphthalene is a bicyclic compound that is made up of two fused benzene ring.,2-naphthalene sulfonates,DB08238,Organic compounds,Naphthalene sulfonic acids and derivatives,Benzenoids
Pyrrolines,This compound belongs to the class of organic compounds known as phenylpyrrolines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyrroline ring through a CC or CN bond.,Phenylpyrrolines,DB08239,Organic compounds,Phenylpyrrolines,Organoheterocyclic compounds
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalene-2-carboxanilides. These are naphthalene-2-carboxamides, where the carboxamide group is substituted with an aniline.",Naphthalene-2-carboxanilides,DB08240,Organic compounds,Naphthalenecarboxylic acids and derivatives,Benzenoids
Imidazopyrimidines,This compound belongs to the class of organic compounds known as hypoxanthines. These are compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,Hypoxanthines,DB08241,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Azoles,"This compound belongs to the class of organic compounds known as phenylpyrazoles. These are compounds containing a phenylpyrazole skeleton, which consists of a pyrazole bound to a phenyl group.",Phenylpyrazoles,DB08242,Organic compounds,Pyrazoles,Organoheterocyclic compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,Alpha amino acid amides,DB08244,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Indoles and derivatives,This compound belongs to the class of organic compounds known as n-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 1-position.,N-alkylindoles,DB08245,Organic compounds,N-alkylindoles,Organoheterocyclic compounds
Pyrrolines,This compound belongs to the class of organic compounds known as phenylpyrrolines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyrroline ring through a CC or CN bond.,Phenylpyrrolines,DB08246,Organic compounds,Phenylpyrrolines,Organoheterocyclic compounds
Imidazopyrimidines,This compound belongs to the class of organic compounds known as hypoxanthines. These are compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,Hypoxanthines,DB08247,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Imidazopyrimidines,This compound belongs to the class of organic compounds known as hypoxanthines. These are compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,Hypoxanthines,DB08248,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as polyethylene glycols. These are oligomers or polymers of ethylene oxide, with the general formula (C2H4O)n (with n>=3).",Polyethylene glycols,DB08249,Organic compounds,Ethers,Organic oxygen compounds
Azoles,"This compound belongs to the class of organic compounds known as phenylpyrazoles. These are compounds containing a phenylpyrazole skeleton, which consists of a pyrazole bound to a phenyl group.",Phenylpyrazoles,DB08250,Organic compounds,Pyrazoles,Organoheterocyclic compounds
