drugbank-id,ingredients,name
DB11027,Polistes annularis venom protein + Polistes exclamans venom protein + Polistes fuscatus venom protein + Polistes metricus venom protein,Wasp Hymenoptera Venom Multidose
DB11028,Polistes annularis venom protein + Polistes exclamans venom protein + Polistes fuscatus venom protein + Polistes metricus venom protein,Wasp Hymenoptera Venom Multidose
DB11029,Polistes annularis venom protein + Polistes exclamans venom protein + Polistes fuscatus venom protein + Polistes metricus venom protein,Wasp Hymenoptera Venom Multidose
DB11030,Dolichovespula arenaria venom protein + Dolichovespula maculata venom protein + Vespula germanica venom protein + Vespula maculifrons venom protein + Vespula pensylvanica venom protein + Vespula squamosa venom protein + Vespula vulgaris venom protein,Mixed Vespid Hymenoptera Venom Multidose
DB11031,Dolichovespula arenaria venom protein + Dolichovespula maculata venom protein + Vespula germanica venom protein + Vespula maculifrons venom protein + Vespula pensylvanica venom protein + Vespula squamosa venom protein + Vespula vulgaris venom protein,Mixed Vespid Hymenoptera Venom Multidose
DB11032,Dolichovespula arenaria venom protein + Dolichovespula maculata venom protein + Vespula germanica venom protein + Vespula maculifrons venom protein + Vespula pensylvanica venom protein + Vespula squamosa venom protein + Vespula vulgaris venom protein,Mixed Vespid Hymenoptera Venom Multidose
DB10960,Dolichovespula arenaria venom protein + Dolichovespula maculata venom protein + Vespula vulgaris venom protein,Venomil Mixed Vespid Venom Protein (360mcg)
DB11034,Influenza A virus A/bolivia/559/2013 (H1N1) live (attenuated) antigen + Influenza a virus a/switzerland/9715293/2013 (h3n2) live (attenuated) antigen + Influenza b virus b/brisbane/60/2008 live (attenuated) antigen + Influenza b virus b/phuket/3073/2013 live (attenuated) antigen,FluMist Quadrivalent
DB11050,Salmonella typhi ty21a live antigen,Vivotif-B
DB05348,Azficel-T,Laviv
DB11054,Human cord blood hematopoietic progenitor cell,HemaCord
DB11056,Pyrophosphoric acid + Stannous chloride,Technescan PYP
DB11057,Mineral oil + Petrolatum,Soothe Night Time
DB09520,Mineral oil + Petrolatum,Soothe Night Time
DB11059,Carboxymethylcellulose,Cho-A Derm
DB11060,Polyvinyl alcohol,Major LiquiTears
DB11061,Dextran + Polyethylene glycol 400 + Povidone + Tetryzoline,Soundbody Advanced relief
DB11062,Avobenzone + Octinoxate + Octisalate,Ole Henriksen Truth Revealed Brightening Broad Spectrum SPF 15 Moisturizer
DB11063,Naphazoline + Polysorbate 80,Rohto Beauty Secret
DB11064,Avobenzone + Homosalate + Octisalate + Octocrylene,Triple Defense Treatment
DB11065,Pancrelipase amylase + Pancrelipase lipase + Pancrelipase protease,Zenpep
DB11066,Pancrelipase amylase + Pancrelipase lipase + Pancrelipase protease,Zenpep
DB11068,Biotin + Cholecalciferol + Copper gluconate + Cyanocobalamin + D-alpha-Tocopherol acetate + Folic Acid + Heme iron polypeptide + Iron saccharate + Nicotinamide + Pantothenic acid + Potassium Iodide + Pyridoxine + Riboflavin + Selenic acid + Thiamine + Zinc oxide,Vp-heme Ob
DB11071,Hyoscyamine + Methenamine + Methylene blue + Phenyl salicylate + Sodium phosphate,UroAv-B
DB11072,Hydrogen fluoride + Phosphoric acid + Sodium fluoride,Henry Schein Minute Topical Fluoride Gel
DB05748,Benzocaine + Cetylpyridinium + Menthol,Orasep
DB11074,Dimethicone + Octinoxate + Octisalate,Blistex Global Blend
DB11075,Glycerin + Hypromellose + Polyethylene glycol 400,Soundbody Artificial Tears
DB11077,Dextran + Polyethylene glycol 400 + Povidone + Tetryzoline,Soundbody Advanced relief
DB11079,Trolamine salicylate,Analgesic Cream Extra Strength Odorless
DB11080,Silver nitrate,Silver Nitrate
DB11081,Aluminum chloride,Certain Dri Roll-ON
DB11082,Coal tar,Therapeutic
DB11085,Benzocaine + Resorcinol,Family Wellness
DB11086,Cocoa butter + Phenylephrine,Xyralid Hemorrhoidal
DB09521,Piperonyl butoxide + Pyrethrum extract,Sunmark Lice Killing Maximum Strength Lice Treatment
DB11088,Mineral oil + Petrolatum + Phenylephrine + Shark liver oil,Hemorrhoidal
DB11089,Docusate,Stool Softener Gentle Relief
DB11090,Potassium nitrate + Sodium fluoride,Early Bird Wintergreen and Peppermint
DB11091,Hydrogen peroxide,16oz Hydorgen Peroxide
DB11092,Stannous fluoride,Dr. Gingiva
DB11093,Acetylcysteine magnesium + Calcium Citrate + Cholecalciferol + Levomefolic acid + Magnesium citrate,Folene
DB11094,Calcium + Phosphorus + Vitamin D,Calcium Phosphorus & Vitamin D
DB11095,Desirudin,Iprivask
DB11096,Homosalate + Meradimate + Octinoxate + Octocrylene + Zinc oxide,CeraVe AM Facial Moisturizing Broad Spectrum SPF 30 Sunscreen
DB11097,Plantago seed,Orange Flavor Geri-mucil
DB11098,Calcium + Magnesium + Potassium bicarbonate + Silicon,Calcor
DB11100,Allantoin,Vitabrid C12 HAIR POW DER PROFESSIONAL
DB11102,Glutamic Acid + Glycine + Histidine + L-Alanine + L-Arginine + L-Aspartic Acid + L-Isoleucine + L-Leucine + L-Lysine + L-Phenylalanine + L-Proline + L-Threonine + L-Tryptophan + L-Valine + Methionine + N-acetyltyrosine + Serine,Aminosyn II
DB11104,Sulfur hexafluoride,LumaSon
DB11105,Benzalkonium,Lemon Verbena Hand Sanitizer
DB11107,Potassium bitartrate + Sodium bicarbonate,Ceo-two
DB11108,Aluminum sesquichlorohydrate,Carpe Antiperspirant for Hands
DB11109,Chlorine,Clorpactin WCS-90
DB11110,Magnesium citrate,Magnesium Citrate
DB11111,Witch hazel,Witch Hazel
DB11112,Lanolin + Petrolatum,Tattoo After Care A and D
DB11113,Acetyl hexapeptide-8 + Adenosine + Allantoin + Benzoic Acid + Butylene Glycol + Castor oil + Dimethicone + Glycerin + Gold + Nicotinamide + Phenoxyethanol + Potassium Chloride + Titanium dioxide + Xanthan gum,HydroGold 9
DB11114,Eucalyptus oil + Menthol + Synthetic Camphor,Strong Vaporizing
DB11115,Ensulizole + Octinoxate + Octocrylene + Titanium dioxide + Zinc oxide,ac care Bees Sun Protection Broad Spectrum SPF 50
DB11116,Aluminum zirconium trichlorohydrex gly,Old Spice Midnight Run
DB11117,Undecylenate + Undecylenate,Derman Antifungal
DB11118,Ammonia,First Aid Only Ammonia Inhalants
DB11119,alpha-Tocopherol acetate + Biotin + Calcium + Cupric oxide + Cyanocobalamin + Folic Acid + Magnesium oxide + Pantothenic acid + Phosphorus + Pyridoxine + Riboflavin + Sodium iodide + Thiamine + Vitamin A + Vitamin C + Vitamin C + Vitamin D,Paramettes Adults
DB11120,Chlorobutanol + Dichlorobenzene + Peanut oil + Turpentine,Cerumol
DB11121,Chloroxylenol,Global Care 15oz Original Antibacterial Hand
DB11123,Hypochlorite,Di-Dak-Sol
DB11124,Racepinephrine,Epi-Mist
DB11125,Benzethonium,Sani Select Foaming Instant Hand Sanitizer
DB11126,Calcium gluconate,Calcium Gluconate
DB11127,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
DB11128,Ammonium molybdate,Ammonium Molybdate
DB11129,Carbamide peroxide,Gly-Oxide
DB11130,Belladonna + Opium,Belladonna and Opium
DB11131,Camphor + Capsicum oleoresin + Menthol + Methyl salicylate,Relief Recovery
DB11132,Calcium Phosphate + Silicon dioxide,LACSISN perfect sensitive
DB11133,alpha-Tocopherol acetate + Biotin + Calcium Carbonate + Cholecalciferol + Folic Acid + Linoleic acid + Magnesium oxide + Nicotinamide + Omega-3 fatty acids + Potassium Iodide + Pyridoxine + Riboflavin + Vitamin C + Zinc,PrimaCare
DB11134,alpha-Tocopherol acetate + Biotin + Calcium + Cupric oxide + Cyanocobalamin + Folic Acid + Magnesium oxide + Pantothenic acid + Phosphorus + Pyridoxine + Riboflavin + Sodium iodide + Thiamine + Vitamin A + Vitamin C + Vitamin C + Vitamin D,Paramettes Adults
DB11135,Calcium + Chromium + Copper + Iron + Magnesium + Manganese + Molybdenum + Phosphorus + Potassium + Potassium Iodide + Selenium + Zinc,Multi-mins Minerals
DB11136,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
DB11137,Calcium + Chromium + Copper + Iron + Magnesium + Manganese + Molybdenum + Phosphorus + Potassium + Potassium Iodide + Selenium + Zinc,Multi-mins Minerals
DB11140,Biotin + Chromium Cr-51 + Cupric oxide + Cyanocobalamin + D-alpha-Tocopherol acetate + Flavone + Folic Acid + Iron + Magnesium oxide + Manganese gluconate + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenomethionine + Thiamine + Vitamin A + Vitamin C + Zinc oxide,Bacmin
DB11141,Biotin + Chromium Cr-51 + Cupric oxide + Cyanocobalamin + D-alpha-Tocopherol acetate + Flavone + Folic Acid + Iron + Magnesium oxide + Manganese gluconate + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenomethionine + Thiamine + Vitamin A + Vitamin C + Zinc oxide,Bacmin
DB11142,Biotin + Cholecalciferol + Cobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenomethionine + Thiamine + Tocopherol + Vitamin C + Zinc oxide,Vital-D Rx
DB11143,Cresol,Buckleys Formo Cresol
DB11145,Acetic acid + Oxyquinoline,Fem pH
DB11147,Aluminum zirconium pentachlorohydrate,Skin So Soft Signature Silk Anti-Perspirant Deodorant
DB11148,Benzocaine + Butamben + Tetracaine,Cetacaine Liquid
DB11149,Aluminum zirconium tetrachlorohydrex gly,Degree MotionSense White Flowers and Lychee Scent Antiperspirant
DB11150,Barium sulfate,E-Z-Paste
DB11151,Sodium hydroxide,Sodium Hydroxide
DB11152,Trichloroacetate,Tri-chlor
DB11153,Potassium hydroxide,OHTrust Nano Ion Water
DB11154,Biotin + Cobalamin + D-alpha-Tocopherol acetate + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenocysteine + Thiamine + Vitamin C + Zinc citrate,Dialyvite 3000
DB11155,Triclocarban,Bob Barker Antibacterial wrapped body
DB11156,Pyrantel,Wormedex
DB11157,Anthralin,Zithranol-RR
DB11158,Pectin,Ludens Assorted Flavors
DB11159,Sodium sulfide,Sodium Sufide
DB11160,Hydrocodone + Phenyltoloxamine,Tussionex
DB11161,Naphazoline + Polyethylene glycol 300,Original Redness Reliever
DB11164,Bicisate,Neurolite
DB11165,Rosin,Uniwell 8575 Salt
DB11166,Antithrombin Alfa,Atryn
DB11168,Calcium Carbonate + Calcium threonate + Cholecalciferol + Cupric oxide + Folic Acid + Iron + Magnesium oxide + Pyridoxine + Vitamin C + Vitamin E + Zinc oxide,Se-Care Chewable
DB11169,Cyanocobalamin + Ferrous asparto glycinate + Folic Acid + Gastric intrinsic factor + Iron Dextran + Levomefolic acid + Succinic acid + Vitamin C + Zinc,Niferex
DB11171,Ferric sulfate,FasTRACT Topical Hemostat
DB11172,Camphor + Menthol + Methyl salicylate + Myrrh + Sesame oil,Plaster MandAHerbalPlaster
DB11174,2-(l-menthoxy)ethanol + Methyl salicylate,Pain Goodbye Aqueous Patch
DB11175,Cholecalciferol + Copper + Cyanocobalamin + Folic Acid + Lutein + Omega-3 fatty acids + Pyridoxine + Taurine + Vitamin A + Vitamin C + Vitamin E + Zeaxanthin + Zinc picolinate,Tozal
DB11176,Copper + Folic Acid + Lutein + Vitamin C + Vitamin E + Zeaxanthin + Zinc oxide,Macuzin
DB11178,Polysorbate 20,Medskin Cleansing
DB11179,Exametazime,Exametazime HMPAO
DB11180,Tetrofosmin,Tetrofosmin
DB11181,Homatropine,Isopto Homatropine 5%
DB11182,Rose bengal,Odan-rose
DB11183,Light green SF yellowish,GreenGlo
DB11184,Oftasceine,SoftGlo
DB11185,Ensulizole + Sulisobenzone,Rayito de Sol
DB11186,Ephedrine + Guaifenesin + Pentoxyverine,Vicks Cough Syrup New Improved
DB11191,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine + 1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium + Cobamamide + Cocarboxylase + Ferrous cysteine glycinate + Flavin adenine dinucleotide + Folic Acid + Glycine betaine + Leucovorin + Levomefolic acid + NADH + Phosphatidyl serine + Pyridoxal Phosphate + Threonate + Vitamin C + Vitamin C",EnBrace HR
DB11193,Glycine betaine + Ox bile extract + Pancrelipase + Papain + Peppermint + Pepsin,Dygest
DB11195,Xylitol,Claon (toothpaste)
DB11197,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine + 1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium + Cobamamide + Cocarboxylase + Ferrous cysteine glycinate + Flavin adenine dinucleotide + Folic Acid + Glycine betaine + Leucovorin + Levomefolic acid + NADH + Phosphatidyl serine + Pyridoxal Phosphate + Threonate + Vitamin C + Vitamin C",EnBrace HR
DB11198,(-)-menthol 1-propylene glycol carbonate + Camphor + Methyl salicylate 2-ethylbutyrate + Peppermint oil,Thera Derm Roll On
DB11199,Sage oil,Storks Synergy for balance of uterus
DB11200,Aluminum zirconium octachlorohydrex gly,Gillette Hydra Aloe
DB11201,Camphor + Menthol + Menthyl salicylate,Muscle Rub Ultra
DB11202,Benzalkonium + N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),Handfresh Bacteria-controlling Hand Sanitizing Cleanser/antiseptic Cleanser
DB11203,Boron + Calcium Carbonate + Cholecalciferol + Cyanocobalamin + Folic Acid + Magnesium + Pyridoxine,Calcium Folic Acid Plus D Chewable
DB11204,Biotin + Nadide + Panthenol + Pyrithione,Born Hair
DB11205,Alcloxa + Silicon dioxide,Finefra Tooth
DB11206,Amiloxate + Bemotrizinol + Octinoxate + Titanium dioxide + Zinc oxide,Ruby-Cell 4U Plus Sun
DB11207,Amiloxate + Bemotrizinol + Octinoxate + Titanium dioxide + Zinc oxide,Ruby-Cell 4U Plus Sun
DB11208,Aluminum chlorohydrex propylene glycol,24 Hour Antiperspirant Natural
DB11210,Acetic acid + Calcium Carbonate + Cholecalciferol + Choline + Cyanocobalamin + Ferrous bisglycinate + Folic Acid + Formic Acid + Nicotinamide + Potassium Iodide + Pyridoxine + Riboflavin + Thiamine + Vitamin C + Zinc oxide,V-Natal
DB11217,Arbutin,AHC Phyto Complex Gel Ampoule
DB11218,Tea tree oil,Suyan Jeongdan
DB11219,Avobenzone + Enzacamene + Octinoxate,Glamtox SPF 18
DB11221,Dioxybenzone + Hydroquinone + Oxybenzone + Padimate O,Viquin Forte With Moisturizing Aha - Crm
DB11222,Benzoin resin,Compound Benzoin Tincture
DB11225,Avobenzone + Benzophenone + Ethylhexyl methoxycrylene + Peg-100 stearate + Titanium dioxide,Sunscreen SPF30
DB11226,Ethylhexyl methoxycrylene + Titanium dioxide,Almost Makeup SPF 15
DB11228,Methyl cellulose,Fiber Therapy
DB11229,Avobenzone + Octinoxate + Oxybenzone + Padimate A,TECHNIblock ULTRA SUNSCREEN
DB11231,Cholecalciferol + Cupric oxide + Cyanocobalamin + Doconexent + Docusate + Folic Acid + Iron + Lycopene + Magnesium oxide + Riboflavin + Selenium + Thiamine + Ubidecarenone + Vitamin A + Vitamin C + Vitamin E + Zinc oxide,PreQue 10
DB11234,Bupivacaine + Ketorolac + Lidocaine + Poliglusam,Chi-Myst Synergy Topical
DB11235,Phenylephrine + Thonzylamine,TexaClear Kids Sinus Relief
DB11238,Borage oil + Gamolenic acid + Linoleic acid,Borage Oil Capsules
DB11239,Aluminum sulfate,Gingi-Aid MAX Z-Twist 3
DB11242,Carboxymethylcellulose + Gelatin + Pectin,Orabase Paste
DB11243,Ethyl macadamiate,Lightening Night Cream
DB11244,Cyclomethicone 5,3ce Pink Im Good Mascara
DB11246,Biotin + Cholecalciferol + Copper gluconate + Cyanocobalamin + D-alpha-Tocopherol acetate + Folic Acid + Heme iron polypeptide + Iron saccharate + Nicotinamide + Pantothenic acid + Potassium Iodide + Pyridoxine + Riboflavin + Selenic acid + Thiamine + Zinc oxide,Vp-heme Ob
DB11248,Choline + D-alpha-Tocopherol acetate + Inositol + Iodine + Niacin + Vitamin C + Zinc gluconate,Lipall Plus Tab
DBSALT001566,Allantoin + Glycerin + Glyceryl monostearate + Nicotinamide,Mycellcare All in One Serum
DB11251,Biotin + Cholecalciferol + Cobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenomethionine + Thiamine + Tocopherol + Vitamin C + Zinc oxide,Vital-D Rx
DB11252,Poloxamer 407,Dream Eye
DB11253,Acetyl hexapeptide-8 + Adenosine + Allantoin + Benzoic Acid + Butylene Glycol + Castor oil + Dimethicone + Glycerin + Gold + Nicotinamide + Phenoxyethanol + Potassium Chloride + Titanium dioxide + Xanthan gum,HydroGold 9
DB11254,Hexylresorcinol,"Bradosol Lozenges Regular Strength 2.4mg (cherry, Mint, Lemon, Orange, Honey-eucalyptus)"
DB11255,alpha-Tocopherol acetate + Biotin + Cholecalciferol + Chromium picolinate + Folic Acid + Lipoic Acid + Methylcobalamin + Niacin + Pantothenic acid + Pyridoxal Phosphate + Riboflavin + Thiamine + Ubidecarenone + Vitamin C,Vita-Rx Diabetic Vitamin
DB11256,Acetylcysteine magnesium + Calcium Citrate + Cholecalciferol + Levomefolic acid + Magnesium citrate,Folene
DB11257,Cholecalciferol + Cyanocobalamin + D-alpha-Tocopherol acetate + Fluoride ion + Niacin + Pyridoxine + Riboflavin + Thiamine + Vitamin A + Vitamin C,Multi-Vitamin Fluoride Drops
DB11258,Ceramide 3,Cellapy A Repair
DB11259,Diosmetin,Isaknox X202 Whitening Secret Essence
DB11260,Diacetyl benzoyl lathyrol,Gongjinhyang Seol Whitening Jinaek Program
DB11261,Atractylodes japonica root,Isa Knox White Symphony Ampule Essence
DB11262,Avobenzone + Bemotrizinol + Bisoctrizole + Octocrylene + Titanium dioxide,Spray for Children SPF 50+
DB11263,Polydatin,Sooryehan Pure Whitening Spot Treatment
DBSALT002553,Calcium + Calcium glycerophosphate,Formula 2025 Tab
DB11265,Aminocaproic Acid + Curcuma xanthorrhiza oil + Glycyrrhizic acid + Sea salt + Silicon dioxide + Sodium fluoride + Ursodeoxycholic acid,BAMBOO SALT Eunganggo Jook Yeom
DB11266,Aminocaproic Acid + Curcuma xanthorrhiza oil + Glycyrrhizic acid + Sea salt + Silicon dioxide + Sodium fluoride + Ursodeoxycholic acid,BAMBOO SALT Eunganggo Jook Yeom
DB11267,Aluminum hydroxide + Atractylodes japonica root + Octinoxate + Titanium dioxide + Triethoxycaprylylsilane,Isaknox Ageless Serum Blemish Balm
DB11268,Protocatechualdehyde,O Hui White Extreme Cellight
DB11269,Adenosine + Arbutin + Diethylamino hydroxybenzoyl hexyl benzoate + Octinoxate + Octisalate + Octocrylene + Titanium dioxide + Zinc oxide,Wonder Intensive BBCream 21 (Light)
DB11270,Atractylodes japonica root oil,Gongjinhyang Seol Whitening
DB11271,Bemotrizinol + Ensulizole + Octisalate + Polysilicone-15 + Titanium dioxide,OHUI SUN SCIENCE Perfect Sunblock Blue EX plus
DB11272,Methyl undecenoyl leucinate,Isaknox Tervina Lumiere White
DB11273,Dihydro-alpha-ergocryptine + Dihydroergocornine + Dihydroergocristine + Epicriptine,Ergoloid Mesylates
DB11274,Dihydro-alpha-ergocryptine + Dihydroergocornine + Dihydroergocristine + Epicriptine,Ergoloid Mesylates
DB11275,Dihydro-alpha-ergocryptine + Dihydroergocornine + Dihydroergocristine + Epicriptine,Ergoloid Mesylates
DB11276,Pine needle oil (pinus mugo),JEUNCELL Hair Loss Prevention and Hair Growth Tonic
DB11277,Aluminum zirconium pentachlorohydrex gly,Dry Idea A.Dry Antiperspirant Solid Unscented
DB11278,Acetaminophen + Caffeine + Chlorphenamine + DL-Methylephedrine + Guaifenesin,Pancold S
DB11279,Brilliant green cation + Gentian Violet + Proflavine,Kerr 100 Triple Dye Dispos-A
DB11282,Diethyltoluamide + Octinoxate + Oxybenzone,Croc Bloc Combinator SPF 15
DBSALT001574,Amphotericin B + DL-dimyristoylphosphatidylcholine + DL-dimyristoylphosphatidylglycerol,Abelcet
DBSALT001575,Amphotericin B + DL-dimyristoylphosphatidylcholine + DL-dimyristoylphosphatidylglycerol,Abelcet
DB11286,Colloidal oatmeal,Aunt Ks
DB11293,Rice bran oil,essenHerb Rice Bran 90 Cleansing
DB11294,Coccidioides immitis spherule,Spherusol
DB11295,Trichophyton verrucosum,Pleo Ver
DB11296,Basic Fibroblast Growth Factor + Mecasermin + Nepidermin + Palmitoyl oligopeptide + Prezatide + Thioredoxin,Dermaheal Cosmeceutical Mask Pack Plus
DB11298,Basic Fibroblast Growth Factor + Mecasermin + Nepidermin + Palmitoyl oligopeptide + Prezatide + Thioredoxin,Dermaheal Cosmeceutical Mask Pack Plus
DB11299,Peppermint oil + Vanillyl butyl ether,Seeone Body Relax
DB11300,Thrombin,Thrombin-jmi
DB11301,Curcuma aromatica root oil,Monane
DB11302,Hydrogenated soybean oil,S.coline
DB11304,Acetyl hexapeptide-8 + Adenosine + Allantoin + Benzoic Acid + Butylene Glycol + Castor oil + Dimethicone + Glycerin + Gold + Nicotinamide + Phenoxyethanol + Potassium Chloride + Titanium dioxide + Xanthan gum,HydroGold 9
DB11305,Bentonite + Quaternium-18,Ivy Block
DB11311,Coagulation Factor IX Human + Coagulation factor VII human + Coagulation factor X human + Protein C + Protein S human + Prothrombin + Water,Kcentra
DB11312,Protein C,Ceprotin
DB11315,Chlorphenamine + Methscopolamine + Pseudoephedrine,DryMax
DB11318,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine + 1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium + Cobamamide + Cocarboxylase + Ferrous cysteine glycinate + Flavin adenine dinucleotide + Folic Acid + Glycine betaine + Leucovorin + Levomefolic acid + NADH + Phosphatidyl serine + Pyridoxal Phosphate + Threonate + Vitamin C + Vitamin C",EnBrace HR
DB11321,Cod liver oil + Petrolatum,Senophile Dermal
DB11323,Camphor + Capsaicin + Glycol salicylate,Jupiter Pain Patch
DB11324,D-alpha-Tocopherol acetate + Glycol salicylate + Menthol + Nonivamide,Family Care Thera Flex
DB11326,Balsam of Peru + Belladonna + Benzocaine + Bismuth Subcarbonate + Bismuth subnitrate + Boric acid + Ephedrine + Zinc oxide,Hemorro-dol Sup
DB11327,Coal tar + Dipyrithione + Menthol + Salicylic acid,Polytar AF Shampoo
DB11328,Tetradecyl hydrogen sulfate (ester),Sotradecol
DB11329,C11-12 isoparaffin,Freeman Packing Hand Sanitizer 005
DB14047,Factor IX Complex (Human),Bebulin Vh 500unit/vial
DB14095,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) + Colfosceril palmitate + Palmitic Acid + Sinapultide,Surfaxin
DB11332,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) + Colfosceril palmitate + Palmitic Acid + Sinapultide,Surfaxin
DB11333,Poloxamer 188,Shur Clens Skin Wound Cleanser 24 Count Single Dose Ampules
DB11336,Kinetin + Zeatin,ObagiGentle Rejuvenati Gentle Rejuvenation
DB11337,Kinetin + Zeatin,ObagiGentle Rejuvenati Gentle Rejuvenation
DB11338,Clove oil + Eucalyptus oil + Menthol,Arhtri Plus
DB11340,Folic Acid + Methylcobalamin + Resveratrol + Ubiquinol,Co-Veratrol
DB11342,Aluminum oxide,Brasivol Fine
DB11343,Silanol,Sella Natural Volcanic Ash Mud Mask
DB11344,(+)-menthol + (S)-camphor + Methyl salicylate,Balsang Pain Relief
DB11345,(S)-camphor + Menthol + Methyl salicylate,PainZone
DB11346,Rubidium + Zinc,"QBx (formerly known as PHI-5, K041059)"
DB11053,Calcium Phosphate + Silicon dioxide,LACSISN perfect sensitive
DB11349,Cetyl ethylhexanoate,Sebum Out Finish Pact
DB11350,Citric Acid + Cocamidopropyl betaine,Hand Sanitizer
DB11352,Ascorbyl phosphate + Hyaluronic acid,Le-Blen Vitamin C Serum
DB11355,Propolis wax,SOROCI Calming Essence
DB11356,Polyquaternium-10 (400 cps at 2%),MSM (MoSaengMo)
DB11358,Evening primrose oil + Vitamin E,Evening Primrose Oil With Vitamin E
DB11359,Eugenol + Guaiacol,Dry Socket
DB11360,Lactobacillus plantarum,Carecne
DB11361,Betula pendula tar oil + Castor oil,Balsamic Liniment
DB11362,Selexipag,UPTRAVI Titration Pack
DB11363,Alectinib,Alecensaro
DB11365,Sennosides,Senna-Lax
DB11386,Chlorobutanol + Dichlorobenzene + Peanut oil + Turpentine,Cerumol
DB11482,Balsam of Peru + Belladonna + Benzocaine + Bismuth Subcarbonate + Bismuth subnitrate + Boric acid + Ephedrine + Zinc oxide,Hemorro-dol Sup
DB11560,Lesinurad,Zurampic
DB11563,Sebelipase alfa,Kanuma
DB11569,Ixekizumab,Taltz
DB11570,Padimate O,Native Tan Dark Tanning Lotion SPF 4
DB11571,Fibrinogen Human + Human Thrombin,ARTISS Frozen
DB11572,Thrombin Alfa,Recothrom
DB11573,Aluminum chlorohydrate,Degree
DB11574,Elbasvir + Grazoprevir,Zepatier
DB11575,Elbasvir + Grazoprevir,Zepatier
DB11577,Indigotindisulfonic Acid,Indigo Carmine
DB11578,Hard fat + Phenylephrine,Anu-Med
DB11579,Light Mineral Oil + Mineral oil,Soothe XP Preservative Free
DB11581,Venetoclax + Venetoclax + Venetoclax,Venclexta
DB11583,Benzocaine + Cetalkonium,Bionet Lozenge
DB11584,Choline + Inositol nicotinate + Nicotinamide + Pipradrol + Pyridoxine + Riboflavin + Thiamine,Alertonic
DB11585,Avobenzone + Drometrizole trisiloxane + Ecamsule + Octocrylene + Titanium dioxide,Garnier Ombrelle SPF 30 Face Ultra Light
DB11586,Asunaprevir,Sunvepra
DB11587,Doxylamine + Etafedrine + Ethanol + Hydrocodone + Sodium Citrate,Dalmacol
DB11588,Carbon monoxide + Helium + Nitrogen + Oxygen,Lung Diffusion Test Mix Nohco
DB11589,Carbon monoxide + Neon + Nitrogen + Oxygen,Lung Diffusion Test Mix No Ne Co
DB11591,Bilastine,Blexten
DB11594,Cinchocaine + Domiphen,Nupercainal Antiseptic Cream
DB11595,Atezolizumab,Tecentriq
DB11596,Levoleucovorin,Levoleucovorin Calcium
DB11597,Human Rho(D) immune globulin,Winrho Sdf
DB11598,Antithrombin III human,Thrombate III
DB11599,"Starch, corn + Zinc oxide",Caldesene Baby
DB11600,Beeswax + Glycerin,TONYMOLY Intense Care Gold Syn-Ake Wrinkle Cream
DB11601,Tuberculin Purified Protein Derivative,Tubersol
DB11602,Allantoin + Glycerin + Hydroxyethyl cellulose,Gujin Bio Serum
DB11603,Human rabies virus immune globulin,HyperRAB
DB11604,Tetanus Immune Globulin,HyperTET S/D
DB11605,Benzoin resin + Camphor + Menthol + Myrrh,Chase Coldsorex
DB11606,Susoctocog alfa,Obizur
DB11607,Efmoroctocog alfa,Eloctate
DB11608,Eftrenonacog alfa,Alprolix
DB11609,Normethadone + Oxilofrine,Cophylac
DB11610,Normethadone + Oxilofrine,Cophylac
DB11611,Lifitegrast,Xiidra
DB11613,Sofosbuvir + Velpatasvir,Epclusa
DB11614,Rupatadine,Rupall
DB11621,Human Varicella-Zoster Immune Globulin,Varizig
DB11622,Dehydrocholic acid,Dycholium Tablet 300mg
DB11624,Epoetin delta,Dynepo
DB11626,Tasonermin,Beromun
DB10993,Hepatitis B Vaccine (Recombinant),Heplisav-B
DB11630,Temoporfin,Foscan
DB11631,Eptotermin Alfa,Opgenra
DB11632,Opicapone,Ongentys
