category,drugbank-id,mesh-id
Phenols,DB11323,D010636
Solanaceous Alkaloids,DB11324,D012991
Toxic Actions,DB11326,D004786
"Heterocyclic Compounds, 1-Ring",DB11327,D006573
Proteins,DB14047,D011506
Pulmonary Surfactants,DB11332,D011663
Therapeutics,DB11333,D013812
Purines,DB11336,D011687
Purines,DB11337,D011687
Plant Preparations,DB11338,D028321
Quinones,DB11340,D011809
Onium Compounds,DB11341,D009861
Oxygen Compounds,DB11342,D017601
Silicon Compounds,DB11343,D017655
"Metals, Heavy",DB11346,D019216
Vitamins,DB11053,D014815
Trimethyl Ammonium Compounds,DB11350,D050337
Plant Preparations,DB11357,D028321
Toxic Actions,DB11358,D004786
Phenyl Ethers,DB11359,D010647
Vasodilating Agents,DB11362,D014665
Protein Kinase Inhibitors,DB11363,D047428
Thiazoles,DB11364,D013844
Quinones,DB11365,D011809
Quinolines,DB11366,D011804
Thiazines,DB11367,D013843
Dermatologicals,DB11368,D003879
Steroids,DB11371,D013256
Tranquilizing Agents,DB11376,D014149
Specialty Uses of Chemicals,DB11386,D020313
"Heterocyclic Compounds, 1-Ring",DB11398,D006573
Polycyclic Compounds,DB11403,D011083
Reproductive Control Agents,DB11411,D012102
Toxic Actions,DB07980,D004786
Toxic Actions,DB11431,D004786
Sulfur Compounds,DB11446,D013457
"Technology, Industry, and Agriculture",DB11451,D013676
"Prostaglandins, Synthetic",DB11454,D011465
Selective Cyclooxygenase 2 Inhibitors (NSAIDs),DB11455,D052246
Uncoupling Agents,DB11457,D014475
Triterpenes,DB11460,D014315
Polyketides,DB11471,D061065
Thiazines,DB11477,D013843
Neurotransmitter Agents,DB11481,D018377
"Technology, Industry, and Agriculture",DB11482,D013676
Sensory System Agents,DB11490,D018689
Quinolones,DB11491,D015363
Proteins,DB11510,D011506
Streptomycin,DB11512,D013307
Sulfur Compounds,DB11526,D013457
Specialty Uses of Chemicals,EXPT02123,D020313
Uricosuric Agents,DB11560,D014528
Toxic Actions,DB11561,D004786
Neurotransmitter Agents,DB11562,D018377
"Wolman Disease, drug therapy",DB11563,
"Technology, Industry, and Agriculture",DB11567,D013676
Serum Globulins,DB11569,D012712
"Technology, Industry, and Agriculture",DB11570,D013676
Blood Coagulation Factors,DB11571,D001779
Hemostatics,DB11572,D006490
Musculo-Skeletal System,DB11573,
P-glycoprotein/ABCB1 Substrates,DB11574,
P-glycoprotein/ABCB1 Substrates,DB11575,
Tests for Renal Function and Ureteral Injuries,DB11577,
Suppositories,DB11578,D013488
Basic Ointments and Protectants,DB11579,
Sulfur Compounds,DB11581,D013457
Musculo-Skeletal System,DB11582,
Surface-Active Agents,DB11583,D013501
"Psychostimulants, Agents Used for Adhd and Nootropics",DB11584,
"Technology, Industry, and Agriculture",DB11585,D013676
Sulfur Compounds,DB11586,D013457
Propanols,DB11587,D020005
Toxic Actions,DB11588,D004786
Noble Gases,DB11589,D005741
Specialty Uses of Chemicals,DB11590,D020313
Respiratory System,DB11591,D012137
Thiazines,DB11592,D013843
"Heterocyclic Compounds, 1-Ring",DB11593,D006573
Stomatological Preparations,DB11594,
Serum Globulins,DB11595,D012712
Vitamins,DB11596,D014815
Serum,DB11597,D044967
Serum Globulins,DB11598,D012712
"Technology, Industry, and Agriculture",DB11599,D013676
Lipids,DB11600,D008055
Tuberculosis Skin Test,DB11601,
"Technology, Industry, and Agriculture",DB11602,D013676
Vaccines,DB11603,D014612
Specific Immunoglobulins,DB11604,
Hemostatics,DB11606,D006490
Hemostatics,DB11607,D006490
Hemostatics,DB11608,D006490
Sensory System Agents,DB11609,D018689
Tyramine,DB11610,D014439
Sulfur Compounds,DB11611,D013457
P-glycoprotein/ABCB1 Substrates,DB11613,
Respiratory System,DB11614,D012137
"Polycyclic Hydrocarbons, Aromatic",DB11616,D011084
Topoisomerase Inhibitors,DB11617,D059003
"Polycyclic Hydrocarbons, Aromatic",DB11618,D011084
Steroids,DB11619,D013256
Organophosphorus Compounds,DB11620,D009943
Serum Globulins,DB11621,D012712
Steroids,DB11622,D013256
Polycyclic Compounds,DB11623,D011083
Proteins,DB11624,D011506
Ultrasound Contrast Media,DB11625,
Antineoplastic and Immunomodulating Agents,DB11626,
Vaccines,DB10993,D014612
Polycyclic Compounds,DB11628,D011083
"Heterocyclic Compounds, 2-Ring",DB11629,D006574
Tetrapyrroles,DB11630,D045725
TGF-beta Superfamily Proteins,DB11631,D055411
Oxazoles,DB11632,D010080
Triazole Derivatives,DB11633,
Steroids,DB11634,D013256
Vitamins,DB11635,D014815
Steroids,DB11636,D013256
Nitro Compounds,DB11637,D009574
Terpenes,DB11638,D013729
TGF-beta Superfamily Proteins,DB11639,D055411
QTc Prolonging Agents,DB11640,
Vinca Alkaloids and Analogues,DB11641,
"Receptors, Histamine H3",DB11642,D018100
Transferases,DB11643,D014166
Nervous System,DB11644,D009420
Sulfur Compounds,DB11645,D013457
Serum Globulins,DB11646,D012712
Sulfur Compounds,DB11648,D013457
RNA-Directed DNA Polymerase,DB11649,D012194
Piperidines,DB11650,D010880
"Heterocyclic Compounds, 2-Ring",DB11651,D006574
"Receptor, Melanocortin, Type 4, agonists",DB11653,
Toxic Actions,DB11655,D004786
Specialty Uses of Chemicals,DB11656,D020313
Serum Globulins,DB11657,D012712
"Heterocyclic Compounds, 2-Ring",DB11658,D006574
Nitrogen Compounds,DB11659,D017672
"Prostaglandins, Synthetic",DB11660,D011465
Urea,DB11662,D014508
Sulfur Compounds,DB11663,D013457
Tryptamines,DB11664,D014363
"Heterocyclic Compounds, 1-Ring",DB11665,D006573
Pyridines,DB11666,D011725
Ribonucleosides,DB11667,D012263
Wound Healing,DB11668,D014945
Terpenes,DB11669,D013729
Quinazolines,DB11670,D011799
Pyrimidines,DB11671,D011743
Specialty Uses of Chemicals,DB11672,D020313
Vitamins,DB11673,D014815
Pyrans,DB11674,D011714
Serotonin Receptor Agonists,DB11675,D017366
Purines,DB11676,D011687
Lipids,DB11677,D008055
Toxic Actions,DB11678,D004786
"Heterocyclic Compounds, 2-Ring",DB11679,D006574
Serum Globulins,DB11680,D012712
Heterocyclic Compounds,DB11681,D006571
Pyrimidinones,DB11682,D011744
Pyrimidines,DB11683,D011743
"Heterocyclic Compounds, Bridged-Ring",DB11684,D006572
Serum Globulins,DB11685,D012712
Serotonin Receptor Antagonists,DB11686,D012702
Urea,DB11688,D014508
"Heterocyclic Compounds, 2-Ring",DB11689,D006574
Serine Proteases,DB11690,D057057
Opioid Antagonists,DB11691,D009292
Sulfur Compounds,DB11692,D013457
Immunosuppressive Agents,DB04906,D007166
Urea,DB11694,D014508
Proteins,DB11695,D011506
Sulfur Compounds,DB11696,D013457
Polycyclic Compounds,DB11697,D011083
Sulfur Compounds,DB11698,D013457
Serotonin Receptor Antagonists,DB11699,D012702
"Receptor, Melanocortin, Type 4, agonists",DB11700,
Oxazoles,DB11701,D010080
Piperidines,DB11702,D010880
Kinase Inhibitor,DB11703,
"Hydrocarbons, Cyclic",DB11704,D006844
"X-Ray Contrast Media, Iodinated",DB11705,
Phenols,DB11706,D010636
Pyridines,DB11708,D011725
Peptides,DB11709,D010455
"Receptors, Interleukin-8B, antagonists & inhibitors",DB11711,
Serum Globulins,DB11714,D012712
Serum Globulins,DB11715,D012712
Radiation-Sensitizing Agents,DB11716,D011838
Sulfur Compounds,DB11718,D013457
Thiazoles,DB11721,D013844
DPP-IV Inhibitors,DB05065,D054873
Venoms,DB11724,D014688
"Heterocyclic Compounds, 2-Ring",DB11725,D006574
Thiepins,DB11729,D013846
Pyridines,DB11730,D011725
Immunoglobulins,DB12315,D007136
Serotonin Receptor Agonists,DB11732,D017366
Ultrasound Contrast Media,DB11735,
Polycyclic Compounds,DB11737,D011083
Neurotransmitter Agents,DB11738,D018377
Sulfur Compounds,DB11739,D013457
"Heterocyclic Compounds, 1-Ring",DB11740,D006573
"Receptor Protein-Tyrosine Kinases, antagonists & inhibitors",DB11741,
Respiratory System,DB11742,D012137
"Proto-Oncogene Proteins c-akt, antagonists & inhibitors",DB11743,
"Leucine-tRNA Ligase, antagonists & inhibitors",DB11744,
Serum Globulins,DB11746,D012712
Protein Kinase Inhibitors,DB11747,D047428
Vitamins,DB11748,D014815
"Steroids, Fluorinated",DB11750,D013259
Pyridines,DB11751,D011725
Polyketides,DB11752,D061065
Sensory Organs,DB05378,
Serotonin Receptor Agonists,DB11755,D017366
Serum Globulins,DB11756,D012712
Purinergic P1 Receptor Antagonists,DB11757,D058915
"Receptors, CCR2, antagonists & inhibitors",DB11758,
Polycyclic Compounds,DB11759,D011083
Pyridazines,DB11760,D011724
Sulfur Compounds,DB11761,D013457
"Heterocyclic Compounds, 1-Ring",DB11762,D006573
"Hydrocarbons, Cyclic",DB11763,D006844
Protein Kinase Inhibitors,DB11764,D047428
Pyridines,DB11765,D011725
Polycyclic Compounds,DB11766,D011083
Serum Globulins,DB11767,D012712
Sulfur Compounds,DB11768,D013457
Propanols,DB11770,D020005
Serum Globulins,DB11771,D012712
Sulfur Compounds,DB05240,D013457
Sulfur Compounds,DB11773,D013457
Topoisomerase Inhibitors,DB11774,D059003
"p21-Activated Kinases, antagonists & inhibitors",DB11775,
Serum Globulins,DB11776,D012712
Venoms,DB11777,D014688
Protein Kinase Inhibitors,DB11778,D047428
Sulfur Compounds,DB06038,D013457
Toxic Actions,DB11780,D004786
Hydroxylamines,DB05745,D006898
Peptides,DB11782,D010455
Protease Inhibitors,DB11783,D011480
Vasodilating Agents,DB11785,D014665
"Mitogen-Activated Protein Kinase 14, antagonists & inhibitors",DB11787,
Proteins,DB11788,D011506
Steroids,DB11789,D013256
Propiophenones,DB11790,D011427
Vasodilating Agents,DB11792,D014665
Pyrazoles,DB11793,D011720
Organophosphorus Compounds,DB11796,D009943
Polycyclic Compounds,DB11798,D011083
UGT1A1 Substrates,DB11799,
Urea,DB11800,D014508
Serum Globulins,DB11803,D012712
Sulfur Compounds,DB11804,D013457
"Heterocyclic Compounds, 2-Ring",DB11805,D006574
"Polycyclic Hydrocarbons, Aromatic",DB11806,D011084
Sulfur Compounds,DB11808,D013457
Reactive Oxygen Species,DB11809,D017382
Lipids,DB06158,D008055
Tetrapyrroles,DB11812,D045725
Pyrazoles,DB11814,D011720
"Nitric Oxide Synthase, antagonists & inhibitors",DB11815,
Sulfur Compounds,DB11817,D013457
"Heterocyclic Compounds, 1-Ring",DB11818,D006573
Oxazoles,DB11819,D010080
Trypanocidal Agents,DB11820,D014344
Imino Acids,DB06340,D007098
Sulfur Compounds,DB11822,D013457
Nervous System,DB11823,D009420
"Hydrocarbons, Cyclic",DB11824,D006844
Polycyclic Compounds,DB11825,D011083
Serum Globulins,DB11826,D012712
UGT1A1 Inhibitors,DB11827,
Kinase Inhibitor,DB11828,
Pyrroles,DB11829,D011758
"Hydrocarbons, Cyclic",DB05651,D006844
Toxic Actions,DB11831,D004786
"Receptor, Platelet-Derived Growth Factor beta, antagonists & inhibitors",DB11832,
"Heterocyclic Compounds, 1-Ring",DB11833,D006573
Serum Globulins,DB11834,D012712
"Heterocyclic Compounds, 2-Ring",DB11836,D006574
"Heterocyclic Compounds, 1-Ring",DB11837,D006573
Serum Globulins,DB11840,D012712
"Hydrocarbons, Cyclic",DB11841,D006844
Vasoconstrictor Agents,DB11842,D014662
Sulfur Compounds,DB11843,D013457
Sulfur Compounds,DB11844,D013457
"Polycyclic Hydrocarbons, Aromatic",DB11845,D011084
Imidazoles,DB11846,D007093
Oxazoles,DB11847,D010080
Serum Globulins,DB11849,D012712
Protein Kinase Inhibitors,DB11851,D047428
"Heterocyclic Compounds, 2-Ring",DB11852,D006574
Urea,DB11853,D014508
Therapeutics,DB05658,D013812
Muscarinic Antagonists,DB11855,D018727
Serum Globulins,DB11856,D012712
Serum Globulins,DB11857,D012712
SRS-A,DB11858,D013189
Steroids,DB11859,D013256
Steroids,DB11860,D013256
Thiazoles,DB11861,D013844
Serum Globulins,DB11862,D012712
Sulfur Compounds,DB11863,D013457
"Heterocyclic Compounds, 1-Ring",DB11864,D006573
"Heterocyclic Compounds, 1-Ring",DB11865,D006573
Serum Globulins,DB11866,D012712
Pyrrolidinones,DB11868,D011760
Polycyclic Compounds,DB11869,D011083
"Heterocyclic Compounds, 2-Ring",DB11870,D006574
Sulfur Compounds,DB11871,D013457
Terpenes,DB11874,D013729
Specialty Uses of Chemicals,DB11875,D020313
Peptides,DB11876,D010455
"RNA Replicase, antagonists & inhibitors",DB11878,
Topoisomerase Inhibitors,DB11880,D059003
Phenols,DB11881,D010636
Peptides,DB11882,D010455
"TRPV Cation Channels, antagonists & inhibitors",DB11883,
Urea,DB11886,D014508
Sugar Acids,DB11888,D013400
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",DB11889,
Venoms,DB11890,D014688
"Phosphatidylinositol 3-Kinase, antagonists & inhibitors",DB11891,
Topoisomerase Inhibitors,DB11892,D059003
Sulfur Compounds,DB11893,D013457
Thiazoles,DB11894,D013844
Peptides,DB11895,D010455
Oxazines,DB11896,D010078
Thiazoles,DB11898,D013844
"Heterocyclic Compounds, 1-Ring",DB11899,D006573
Indoles,DB11900,D007211
P-glycoprotein/ABCB1 Inducers,DB11901,
Sulfur Compounds,DB11902,D013457
"Receptor, Cannabinoid, CB2, agonists",DB11903,
Tyrosine Kinase Inhibitors,DB11904,
"Tuberculosis, Pulmonary, drug therapy",DB11905,
Peptides,DB11906,D010455
"Heterocyclic Compounds, 1-Ring",DB11907,D006573
"Phospholipases A, antagonists & inhibitors",DB11909,
Quinazolines,DB11910,D011799
"Heterocyclic Compounds, 2-Ring",DB11911,D006574
Polycyclic Compounds,DB11912,D011083
Pyrroles,DB11913,D011758
Vesicular Monoamine Transporter 2 Inhibitor,DB11915,
Quinones,DB11917,D011809
Ribonucleosides,DB11918,D012263
Xanthine derivatives,DB11919,D013806
Phosphorus Compounds,DB11920,D017553
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",DB11921,
Sulfur Compounds,DB11922,D013457
"Protein Kinase C, antagonists & inhibitors",DB11924,
Protein Kinase Inhibitors,DB11925,D047428
Ions,DB11927,D007477
Peptides,DB11928,D010455
"Heterocyclic Compounds, 2-Ring",DB11929,D006574
Piperazines,DB11934,D010879
Thiazines,DB11935,D013843
Lipids,DB11936,D008055
Xanthurenates,DB11937,D014977
Sulfur Compounds,DB11940,D013457
Sulfur Compounds,DB11941,D013457
"Heterocyclic Compounds, 1-Ring",DB11942,D006573
UGT1A1 Substrates,DB11943,
Lipids,DB11944,D008055
Serum Globulins,DB11945,D012712
"Heterocyclic Compounds, 1-Ring",DB11947,D006573
Neurotransmitter Agents,DB11949,D018377
Thiazoles,DB11950,D013844
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",DB11952,
Pyrimidines,DB11953,D011743
Sulfur Compounds,DB11954,D013457
Transforming Growth Factor beta,DB11955,D016212
Proteasome Inhibitors,DB11956,D061988
Serotonin Receptor Antagonists,DB11957,D012702
"Heterocyclic Compounds, 1-Ring",DB11958,D006573
Serum Globulins,DB11959,D012712
Membrane Transport Modulators,DB11960,D049990
Quinazolines,DB11963,D011799
Sulfur Compounds,DB11964,D013457
"Heterocyclic Compounds, 2-Ring",DB11965,D006574
Ribonucleotides,DB11966,D012265
UGT1A1 Substrates,DB05985,
Polyamines,DB11969,D011073
Polycyclic Compounds,DB11971,D011083
Serum Globulins,DB11972,D012712
"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors",DB05007,
Pyridines,DB11974,D011725
Tumor Suppressor Proteins,DB11975,D025521
Serum Globulins,DB11976,D012712
"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors",DB11977,
Urea,DB11978,D014508
Smoke,DB11980,D012906
Peptides,DB11981,D010455
Sulfur Compounds,DB11984,D013457
"Heterocyclic Compounds, 1-Ring",DB11985,D006573
Pyrazoles,DB11986,D011720
Serum Globulins,DB11988,D012712
Trypanocidal Agents,DB11989,D014344
Peptides,DB11991,D010455
"Heterocyclic Compounds, 1-Ring",DB11992,D006573
Polycyclic Compounds,DB11993,D011083
Quinones,DB11994,D011809
Sulfur Compounds,DB11995,D013457
Thymus Hormones,DB11996,D013951
Proteins,DB11997,D011506
Uridine,DB11998,D014529
"Heterocyclic Compounds, 2-Ring",DB12000,D006574
Pyridines,DB12001,D011725
Polycyclic Compounds,DB12002,D011083
Thymus Hormones,DB12003,D013951
"Polycyclic Hydrocarbons, Aromatic",DB12005,D011084
"Heterocyclic Compounds, 2-Ring",DB12006,D006574
"Heterocyclic Compounds, 1-Ring",DB12008,D006573
"Heterocyclic Compounds, 1-Ring",DB12009,D006573
Vasodilating Agents,DB12010,D014665
Indoles,DB12011,D007211
"Heterocyclic Compounds, 1-Ring",DB12012,D006573
Polycyclic Compounds,DB12013,D011083
Sulfur Compounds,DB12015,D013457
Sulfur Compounds,DB12016,D013457
"Thromboxane-A Synthase, antagonists & inhibitors",DB12017,
Terpenes,DB12019,D013729
Pyridines,DB12021,D011725
"Heterocyclic Compounds, 1-Ring",DB12022,D006573
"Respiratory Agents, Miscellaneous",DB06024,
"Receptors, Prostaglandin E, EP2 Subtype",DB12024,D058307
Tripterygium,DB12025,D029757
P-glycoprotein/ABCB1 Substrates,DB12026,
Radiation-Sensitizing Agents,DB12027,D011838
Uridine,DB12028,D014529
Polycyclic Compounds,DB12029,D011083
Xanthenes,DB12030,D014966
"Technology, Industry, and Agriculture",DB12031,D013676
Polycyclic Compounds,DB12032,D011083
Serum Globulins,DB12034,D012712
"Heterocyclic Compounds, 2-Ring",DB12037,D006574
Trypsin Inhibitors,DB12038,D014361
Pyrans,DB12039,D011714
Tissue Adhesives,DB12040,D014014
"Receptors, Glucocorticoid, agonists",DB12041,
Sulfur Compounds,DB12042,D013457
Polycyclic Compounds,DB12043,D011083
"Receptors, Glucagon, antagonists & inhibitors",DB12044,
Ribonucleosides,DB05193,D012263
"Receptors, Thrombin, antagonists & inhibitors",DB12046,
"HSP90 Heat-Shock Proteins, antagonists & inhibitors",DB12047,
"Heterocyclic Compounds, 1-Ring",DB12048,D006573
"Heterocyclic Compounds, 2-Ring",DB12049,D006574
Thiazides,DB12051,D049971
Pyrans,DB12052,D011714
Serum Globulins,DB12053,D012712
Polycyclic Compounds,DB12054,D011083
Sulfur Compounds,DB12055,D013457
Recombinant Proteins,DB12056,D011994
Quinolizines,DB12057,D011807
Pyrans,DB12058,D011714
Pyridines,DB12059,D011725
"Heterocyclic Compounds, 1-Ring",DB12060,D006573
"Heterocyclic Compounds, 2-Ring",DB12062,D006574
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",DB12063,
Pyridines,DB12064,D011725
Sulfur Compounds,DB12065,D013457
"Polycyclic Hydrocarbons, Aromatic",DB12066,D011084
Sulfur Compounds,DB12068,D013457
UGT1A1 Substrates,DB12070,
Serotonin Receptor Agonists,DB12071,D017366
Protein Kinase Inhibitors,DB12072,D047428
Triazoles,DB12073,D014230
Reverse Transcriptase Inhibitors,DB12074,D018894
Proteins,DB12075,D011506
Polycyclic Compounds,DB12076,D011083
Terpenes,DB12079,D013729
Sympathomimetics,DB12080,D013566
Steroids,DB12081,D013256
Specialty Uses of Chemicals,DB12082,D020313
Phosphorus Compounds,DB12083,D017553
Sulfur Compounds,DB12085,D013457
Tropanes,DB12086,D014326
"Hydrocarbons, Cyclic",DB12087,D006844
Proteins,DB12088,D011506
Serum Globulins,DB12089,D012712
Serum Globulins,DB12090,D012712
Specialty Uses of Chemicals,DB12091,D020313
Vasodilating Agents,DB12092,D014665
Vasodilating Agents,DB12093,D014665
Sensory System Agents,DB12094,D018689
Tryptophan Hydroxylase Inhibitor,DB12095,
"Heterocyclic Compounds, 1-Ring",DB12099,D006573
Quinolines,DB12100,D011804
Serum Globulins,DB12102,D012712
Serum Globulins,DB12104,D012712
Central Nervous System Depressants,DB12105,D002492
Heterocyclic Compounds,DB12107,D006571
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",DB12108,
Sulfur Compounds,DB12109,D013457
Serotonin Receptor Agonists,DB12110,D017366
Serotonin Receptor Agonists,DB12111,D017366
Terpenes,DB12112,D013729
Pyrimidinones,DB12113,D011744
"Heterocyclic Compounds, 2-Ring",DB12114,D006574
"Receptor, Muscarinic M3, antagonists & inhibitors",DB12115,
"Urokinase-Type Plasminogen Activator, antagonists & inhibitors",DB12116,
"Hydrocarbons, Halogenated",DB12117,D006846
Recombinant Proteins,DB05995,D011994
Serum Globulins,DB06062,D012712
Pyrazoles,DB12121,D011720
Lipids,DB12122,D008055
Peripheral Vasodilators,DB12123,
Heterocyclic Compounds,DB12124,D006571
"Heterocyclic Compounds, 1-Ring",DB12125,D006573
Vasodilating Agents,DB12126,D014665
Sulfur Compounds,DB12127,D013457
Polycyclic Compounds,DB05657,D011083
Thiazoles,DB12129,D013844
Polycyclic Compounds,DB12130,D011083
Vasodilating Agents,DB12131,D014665
Recombinant Proteins,DB12132,D011994
Urea,DB12135,D014508
Sulfur Compounds,DB12137,D013457
Urea,DB12138,D014508
Polycyclic Compounds,DB12139,D011083
Serum Globulins,DB12142,D012712
Polycyclic Compounds,DB12144,D011083
"Receptors, Nicotinic",DB12145,D011978
Sulfur Compounds,DB12146,D013457
"Heterocyclic Compounds, 2-Ring",DB12147,D006574
Vitamin K,DB12148,D014812
Sulfur Compounds,DB12149,D013457
Carboxylic Acids,DB12150,D002264
Pyrimidinones,DB05176,D011744
Trimethyl Ammonium Compounds,DB12153,D050337
Pyridines,DB12154,D011725
Toxic Actions,DB12156,D004786
"Heterocyclic Compounds, 1-Ring",DB12158,D006573
Serum Globulins,DB12159,D012712
Sulfur Compounds,DB12160,D013457
Quinolizines,DB12161,D011807
Serotonin Receptor Antagonists,DB12163,D012702
Sulfur Compounds,DB12165,D013457
Polycyclic Compounds,DB12168,D011083
Serum Globulins,DB05556,D012712
Nitroimidazoles,DB12172,D009593
Polycyclic Compounds,DB12173,D011083
Hydroxylamines,DB12174,D006898
Therapeutics,DB05781,D013812
Serotonin Receptor Antagonists,DB12177,D012702
Phytoestrogens,DB12179,D048789
Polycyclic Compounds,DB12180,D011083
Toxic Actions,DB12181,D004786
Proteins,DB12182,D011506
"Heterocyclic Compounds, 2-Ring",DB12183,D006574
Tranquilizing Agents,DB12184,D014149
Topoisomerase Inhibitors,DB12185,D059003
Heterocyclic Compounds,DB12186,D006571
Serum Globulins,DB12189,D012712
Sulfur Compounds,DB12190,D013457
"Heterocyclic Compounds, 1-Ring",DB05567,D006573
Terpenes,DB12193,D013729
Testosterone Congeners,DB12194,D045165
"Hydrocarbons, Cyclic",DB12195,D006844
Sulfur Compounds,DB12197,D013457
Pyrrolidines,DB06026,D011759
Polycyclic Compounds,DB12201,D011083
Thiazoles,DB12203,D013844
"Heterocyclic Compounds, 1-Ring",DB12204,D006573
Serum Globulins,DB12205,D012712
"Hydrocarbons, Cyclic",DB12206,D006844
Carboxylic Acids,DB12207,D002264
Polysaccharides,DB12208,D011134
"Heterocyclic Compounds, 1-Ring",DB12209,D006573
"Receptors, Opioid, delta, agonists",DB12210,
Quinolines,DB12211,D011804
Oxazines,DB12212,D010078
Serum Globulins,DB12213,D012712
Sugar Alcohols,DB12214,D013402
Radiation-Sensitizing Agents,DB12216,D011838
"Proto-Oncogene Proteins c-akt, antagonists & inhibitors",DB12218,
Lipids,DB12219,D008055
"Polycyclic Hydrocarbons, Aromatic",DB12220,D011084
Steroids,DB12221,D013256
Heterocyclic Compounds,DB12222,D006571
Polycyclic Compounds,DB12223,D011083
Thiazoles,DB12224,D013844
"Heterocyclic Compounds, 2-Ring",DB12225,D006574
Phenols,DB12226,D010636
"Heterocyclic Compounds, 1-Ring",DB05760,D006573
Sulfur Compounds,DB12229,D013457
Neurotransmitter Agents,DB12230,D018377
Toxic Actions,DB12231,D004786
Sphingolipids,DB12232,D013107
Sulfur Compounds,DB12233,D013457
"Heterocyclic Compounds, 2-Ring",DB12234,D006574
Steroids,DB12235,D013256
Sulfur Compounds,DB12237,D013457
"Heterocyclic Compounds, 1-Ring",DB12238,D006573
"Hydrocarbons, Cyclic",DB12239,D006844
Serum Globulins,DB12240,D012712
Pyrimidines,DB12241,D011743
Sulfur Compounds,DB12242,D013457
Specialty Uses of Chemicals,DB12243,D020313
"Heterocyclic Compounds, 2-Ring",DB12245,D006574
Serum Globulins,DB12246,D012712
Selective Beta 2-adrenergic Agonists,DB12248,
Peptide Hydrolases,DB12249,D010447
Serum Globulins,DB05759,D012712
Peripheral Nervous System Agents,DB12251,D018373
Pyrazoles,DB12253,D011720
Sulfur Compounds,DB12254,D013457
Transition Elements,DB12257,D028561
"Polycyclic Hydrocarbons, Aromatic",DB12259,D011084
Serum Globulins,DB12261,D012712
Sulfur Compounds,DB12262,D013457
Sulfur Compounds,DB12263,D013457
Reverse Transcriptase Inhibitors,DB12264,D018894
Nitro Compounds,DB12265,D009574
Pterins,DB12266,D011622
Kinase Inhibitor,DB12267,
"Heterocyclic Compounds, 2-Ring",DB12268,D006574
Protein Kinase Inhibitors,DB12270,D047428
"Heterocyclic Compounds, 1-Ring",DB12271,D006573
Sulfur Compounds,DB12272,D013457
Tranquilizing Agents,DB12273,D014149
Serum Globulins,DB12274,D012712
"Polycyclic Hydrocarbons, Aromatic",DB12275,D011084
Organophosphorus Compounds,DB12276,D009943
Specialty Uses of Chemicals,DB12277,D020313
Urologicals,DB12278,
Polycyclic Compounds,DB12279,D011083
"Receptors, Glucocorticoid, agonists",DB12280,
"Focal Adhesion Kinase 1, antagonists & inhibitors",DB12282,
"Nucleic Acids, Nucleotides, and Nucleosides",DB12283,D009706
Vasodilating Agents,DB12286,D014665
"Heterocyclic Compounds, 2-Ring",DB12288,D006574
Serine Proteinase Inhibitors,DB12289,D015842
Vasodilating Agents,DB12290,D014665
"Receptors, Oxytocin, antagonists & inhibitors",DB12292,
Sensory System Agents,DB12293,D018689
"Heterocyclic Compounds, 1-Ring",DB12295,D006573
"Hydrocarbons, Cyclic",DB12299,D006844
Pyridines,DB12301,D011725
"Receptor, ErbB-2, antagonists & inhibitors",DB12302,
"Toll-Like Receptor 8, agonists",DB12303,
"Amino Acids, Peptides, and Proteins",DB12304,D000602
"Polycyclic Hydrocarbons, Aromatic",DB05954,D011084
Polycyclic Compounds,DB12306,D011083
Steroids,DB12308,D013256
"Receptor, Cholecystokinin A, agonists",DB12309,
"Technology, Industry, and Agriculture",DB12310,D013676
"Hydrocarbons, Acyclic",DB12311,D006839
"Hydrocarbons, Cyclic",DB12312,D006844
Vasodilating Agents,DB12313,D014665
Guanidines,DB12314,D006146
"Polycyclic Hydrocarbons, Aromatic",DB12316,D011084
"Receptor, Epidermal Growth Factor, antagonists & inhibitors",DB12318,
Uricosuric Agents,DB12319,D014528
"Hydrocarbons, Cyclic",DB12320,D006844
Polycyclic Compounds,DB12321,D011083
Polycyclic Compounds,DB12322,D011083
"Hydrocarbons, Cyclic",DB12323,D006844
"Proto-Oncogene Proteins c-mdm2, antagonists & inhibitors",DB12325,
Quinones,DB12326,D011809
Terpenes,DB12327,D013729
Toxic Actions,DB12328,D004786
"Polycyclic Hydrocarbons, Aromatic",DB12329,D011084
Recombinant Proteins,DB12330,D011994
UGT1A1 Inhibitors,DB12332,
"Hydrocarbons, Acyclic",DB12333,D006839
Terpenes,DB05523,D013729
Serum Globulins,DB12335,D012712
Nervous System,DB12338,D009420
Sulfur Compounds,DB05764,D013457
"Hydrocarbons, Cyclic",DB12341,D006844
Sulfur Compounds,DB12343,D013457
Sulfur Compounds,DB12345,D013457
Sulfur Compounds,DB12347,D013457
Thiazoles,DB12348,D013844
Tumor Necrosis Factors,DB12349,D048069
Steroids,DB12350,D013256
Sphingolipids,DB12351,D013107
Toxic Actions,DB12352,D004786
